,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast_size,genre_span,running_time,metscore,rotten_tomatoes,other_wins,other_noms,precount_wins,precount_noms,win,nom,mystery,sci-fi,biography,comedy,news,talk-show,horror,documentary,thriller,short,crime,sport,war,animation,fantasy,musical,action,drama,history,western,game-show,romance,reality-tv,family,music,adventure,film-noir
1562,tt0081375,private benjamin,1980,22001,6.2,15.0,69.85,9.0,1.0,109.0,5.9,8.1,1.0,3.0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,tt0088161,splash,1984,64781,6.2,11.0,69.8,4.0,3.0,111.0,7.1,9.0,2.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1564,tt0087957,purple rain,1984,17995,6.6,7.2,70.2,5.0,2.0,111.0,5.5,6.9,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1565,tt0091042,ferris bueller's day off,1986,296308,7.8,5.8,70.1,3.0,1.0,103.0,6.1,8.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,tt0061418,bonnie and clyde,1967,95949,7.8,2.5,70.0,5.0,3.0,111.0,8.6,8.8,20.0,27.0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1567,tt0457400,land of the lost,2009,61466,5.3,100.0,68.8,4.0,3.0,102.0,3.2,2.6,2.0,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1568,tt0120595,babe: pig in the city,1998,30115,5.7,90.0,69.1,3.0,3.0,96.0,6.8,6.5,1.0,16.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1569,tt0424774,the adventures of sharkboy and lavagirl 3-d,2005,28559,3.5,50.0,69.4,6.0,3.0,89.0,3.8,1.9,1.0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1570,tt4172430,13 hours,2016,107396,7.3,50.0,69.4,3.0,3.0,144.0,4.8,5.1,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1571,tt1135084,takers,2010,54447,6.2,32.0,69.1,8.0,3.0,107.0,4.5,2.9,2.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1572,tt1234548,the men who stare at goats,2009,122955,6.2,24.0,69.0,4.0,2.0,94.0,5.4,5.0,1.0,1.0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,tt0455967,john tucker must die,2006,76409,5.7,18.0,68.8,7.0,2.0,89.0,4.1,2.8,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1574,tt0090329,witness,1985,80408,7.4,12.0,68.7,6.0,4.0,112.0,7.6,9.2,11.0,25.0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1575,tt0318649,sahara,2005,88146,6.0,160.0,119.2,7.0,3.0,124.0,4.1,3.8,2.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1576,tt0318155,looney tunes: back in action,2003,30691,5.7,80.0,68.5,6.0,4.0,93.0,6.4,5.6,0.0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1577,tt0120791,practical magic,1998,67699,6.3,75.0,68.3,5.0,4.0,104.0,4.6,2.1,1.0,6.0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1578,tt0219965,bandits,2001,62938,6.5,75.0,67.6,3.0,3.0,123.0,6.0,6.4,4.0,5.0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1579,tt1742044,jersey boys,2014,31088,6.8,40.0,67.7,5.0,3.0,134.0,5.4,5.1,4.0,2.0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1580,tt0245674,thir13en ghosts,2001,75695,5.6,42.0,68.5,7.0,2.0,91.0,3.0,1.5,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,tt0186151,frequency,2000,96401,7.3,31.0,68.1,5.0,5.0,118.0,6.7,7.0,2.0,7.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1582,tt0443701,the x files: i want to believe,2008,86558,5.9,30.0,68.4,5.0,4.0,104.0,4.7,3.1,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,tt1038686,legion,2010,94700,5.2,26.0,67.9,12.0,4.0,100.0,3.2,1.9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1584,tt0086383,sudden impact,1983,37955,6.6,22.0,67.6,2.0,3.0,117.0,5.2,5.7,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1585,tt0316356,open range,2003,63231,7.4,22.0,68.3,5.0,4.0,139.0,6.7,7.9,1.0,5.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1586,tt0288477,ghost ship,2002,89385,5.5,20.0,68.3,6.0,1.0,90.0,2.8,1.6,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,tt1564585,skyline,2010,84445,4.4,20.0,68.3,6.0,5.0,94.0,2.6,1.6,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1588,tt0118655,austin powers: international man of mystery,1997,210656,7.0,16.5,67.7,4.0,3.0,91.0,5.1,7.0,3.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1589,tt1748122,moonrise kingdom,2012,298360,7.8,16.0,68.3,7.0,4.0,94.0,8.4,9.3,38.0,118.0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1590,tt1233227,saw vi,2009,95719,6.0,11.0,68.2,6.0,3.0,90.0,3.0,3.9,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,tt1185834,star wars: the clone wars,2008,51654,5.9,8.5,68.3,8.0,4.0,98.0,3.5,1.8,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
1592,tt0114069,outbreak,1995,102610,6.6,50.0,189.8,7.0,4.0,128.0,6.5,5.7,5.0,5.0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1593,tt0120787,a perfect murder,1998,74347,6.5,60.0,128.0,5.0,3.0,107.0,5.0,5.6,2.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1594,tt1606378,a good day to die hard,2013,190827,5.3,92.0,304.7,6.0,2.0,97.0,2.8,1.5,5.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1595,tt0317648,hidalgo,2004,74538,6.7,100.0,108.1,4.0,4.0,136.0,5.4,4.6,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1596,tt0146309,thirteen days,2000,51434,7.3,80.0,66.6,4.0,4.0,145.0,6.7,8.3,3.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1597,tt0151137,the messenger: the story of joan of arc,1999,61732,6.4,60.0,67.0,10.0,5.0,158.0,5.4,3.0,5.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1598,tt0253754,star trek: nemesis,2002,69139,6.4,60.0,67.3,8.0,3.0,116.0,5.1,3.8,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1599,tt0101746,the doctor,1991,4830,7.0,12.0,38.12,4.0,1.0,122.0,7.0,8.2,0.0,3.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,tt1458175,the next three days,2010,172094,7.4,30.0,67.4,8.0,4.0,133.0,5.2,5.1,0.0,3.0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1601,tt0435651,the giver,2014,107240,6.5,25.0,67.0,9.0,4.0,97.0,4.7,3.5,2.0,6.0,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1602,tt0110366,the little rascals,1994,40444,6.3,,67.3,14.0,2.0,82.0,4.5,2.3,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1603,tt0095655,moonwalker,1988,15050,6.1,22.0,67.0,5.0,4.0,92.0,6.1,6.1,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1604,tt0092925,dragnet,1987,29969,6.0,,,4.0,3.0,30.0,6.2,5.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,tt0080549,coal miner's daughter,1980,15633,7.5,15.0,67.18,4.0,3.0,125.0,8.7,8.9,9.0,13.0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1606,tt0092699,broadcast news,1987,25141,7.2,15.0,67.3,3.0,3.0,133.0,8.4,9.8,14.0,16.0,4,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1607,tt1020072,selma,2014,79415,7.5,20.0,66.8,8.0,3.0,128.0,8.8,9.9,59.0,89.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1608,tt1144884,the final destination,2009,91543,5.2,40.0,186.2,3.0,2.0,82.0,3.0,2.9,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,tt0418689,flags of our fathers,2006,112989,7.1,90.0,65.9,3.0,4.0,132.0,7.9,7.3,15.0,25.0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1610,tt0325805,matchstick men,2003,119263,7.3,62.0,65.6,4.0,3.0,116.0,6.1,8.2,0.0,5.0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1611,tt4560436,mile 22,2018,55125,6.1,60.0,66.3,6.0,2.0,94.0,3.8,2.3,0.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1612,tt0338466,stuck on you,2003,49313,5.7,55.0,65.8,6.0,2.0,118.0,6.2,5.7,0.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,tt0450232,16 blocks,2006,123100,6.6,55.0,65.7,3.0,4.0,110.0,6.3,5.6,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1614,tt0230838,sweet november,2001,81678,6.7,40.0,65.8,4.0,2.0,120.0,2.7,1.5,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1615,tt0086250,scarface,1983,685174,8.3,37.0,65.9,1.0,2.0,170.0,6.5,8.1,0.0,4.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1616,tt1259521,the cabin in the woods,2011,348167,7.0,30.0,66.5,7.0,2.0,95.0,7.2,9.1,20.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,tt1655441,the age of adaline,2015,143466,7.2,25.0,65.7,5.0,3.0,113.0,5.1,5.6,1.0,10.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1618,tt0102004,the hard way,1991,17223,6.4,24.0,65.6,5.0,3.0,111.0,6.4,7.4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1619,tt0421073,street kings,2008,103833,6.8,20.0,65.5,8.0,4.0,109.0,5.5,3.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1620,tt0081529,smokey and the bandit ii,1980,13932,5.3,17.0,66.1,7.0,2.0,101.0,4.1,1.7,1.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1621,tt5164432,"love, simon",2018,86957,7.6,17.0,66.3,3.0,3.0,110.0,7.2,9.2,8.0,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1622,tt0113820,mighty morphin power rangers: the movie,1995,23909,5.2,15.0,66.4,9.0,3.0,95.0,4.0,3.7,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1623,tt0277371,not another teen movie,2001,92382,5.7,15.0,66.5,14.0,2.0,89.0,3.2,2.9,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,tt0094025,stakeout,1987,21804,6.6,14.5,65.67,2.0,3.0,117.0,6.9,8.8,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1625,tt0107207,in the name of the father,1993,144569,8.1,13.0,65.8,3.0,2.0,133.0,8.4,9.4,7.0,34.0,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1626,tt0069495,"what's up, doc?",1972,17878,7.7,4.0,66.0,7.0,2.0,94.0,7.7,9.0,1.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,tt0118615,anaconda,1997,89610,4.8,45.0,136.8,6.0,3.0,89.0,3.7,4.0,6.0,10.0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1628,tt0093409,lethal weapon,1987,223889,7.6,15.0,120.2,3.0,4.0,110.0,6.8,8.2,7.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1629,tt0272152,k-pax,2001,168983,7.4,68.0,65.0,4.0,3.0,121.0,4.9,4.1,0.0,3.0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1630,tt1231587,hot tub time machine,2010,156384,6.4,18.0,13.1,5.0,2.0,93.0,6.3,6.3,0.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,tt2726560,the longest ride,2015,71548,7.1,34.0,65.0,5.0,2.0,128.0,3.3,3.1,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1632,tt0437863,the benchwarmers,2006,46401,5.5,33.0,65.0,3.0,1.0,85.0,2.5,1.1,0.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,tt0092494,*batteries not included,1987,29404,6.7,25.0,65.1,2.0,3.0,107.0,5.4,6.0,2.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1634,tt0426931,august rush,2007,99979,7.5,25.0,65.3,6.0,2.0,114.0,3.8,3.6,4.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1635,tt0086361,staying alive,1983,13616,4.6,22.0,126.0,4.0,3.0,96.0,2.3,0.0,0.0,5.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1636,tt0106246,alive,1993,46868,7.1,32.0,36.7,3.0,3.0,120.0,7.1,5.9,1.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1637,tt0441796,stay alive,2006,28909,5.1,22.0,126.0,4.0,4.0,96.0,2.4,0.9,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1638,tt0200465,the bank job,2008,167880,7.2,20.0,64.8,2.0,2.0,112.0,6.9,7.9,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,tt4975722,moonlight,2016,240065,7.4,4.0,65.2,7.0,2.0,111.0,9.9,9.8,225.0,284.0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,tt0092675,bloodsport,1988,71121,6.8,2.3,65.0,6.0,4.0,92.0,2.9,3.9,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1641,tt0406375,zathura: a space adventure,2005,85928,6.1,65.0,64.3,5.0,4.0,101.0,6.7,7.5,2.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1642,tt0257756,high crimes,2002,36370,6.4,42.0,63.8,3.0,4.0,115.0,4.8,6.4,0.0,2.0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1643,tt0103241,what about bob?,1991,59099,7.0,39.0,63.7,4.0,1.0,98.0,6.0,8.4,2.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,tt0114576,sudden death,1995,30505,5.8,35.0,64.0,4.0,3.0,110.0,5.8,5.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1645,tt0106519,carlito's way,1993,189351,7.9,30.0,63.8,3.0,3.0,144.0,6.5,8.1,2.0,6.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1646,tt1054606,the imaginarium of doctor parnassus,2009,140250,6.8,30.0,64.4,9.0,3.0,123.0,6.5,6.4,5.0,21.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1647,tt0349825,miracle,2004,44354,7.5,28.0,64.5,3.0,2.0,136.0,6.8,8.0,2.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1648,tt2671706,fences,2016,90123,7.2,24.0,64.4,7.0,1.0,139.0,7.9,9.2,52.0,106.0,2,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,tt0094332,the witches of eastwick,1987,57721,6.5,22.0,63.8,5.0,3.0,118.0,6.7,7.6,5.0,11.0,2,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1650,tt0475290,"hail, caesar!",2016,114261,6.3,22.0,63.6,9.0,2.0,106.0,7.2,8.6,12.0,40.0,3,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1651,tt0107943,the remains of the day,1993,59822,7.8,15.0,63.9,8.0,2.0,134.0,8.4,9.5,16.0,31.0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1652,tt0107711,nowhere to run,1993,20608,5.7,15.0,64.0,5.0,3.0,94.0,5.7,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1653,tt0120885,wag the dog,1997,75374,7.2,15.0,64.3,7.0,3.0,97.0,7.3,8.5,2.0,20.0,5,13,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1654,tt0118887,cop land,1997,81063,6.9,15.0,63.7,9.0,3.0,105.0,6.4,7.4,1.0,0.0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1655,tt0463854,28 weeks later,2007,245828,7.0,15.0,64.2,8.0,3.0,99.0,7.8,7.1,2.0,13.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1656,tt0810819,the danish girl,2015,151408,7.1,15.0,64.2,6.0,3.0,119.0,6.6,6.8,30.0,73.0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1657,tt0106770,dragon: the bruce lee story,1993,25736,7.0,14.0,63.5,4.0,3.0,120.0,7.0,7.1,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1658,tt0082406,the fox and the hound,1981,79329,7.3,12.0,63.5,13.0,3.0,83.0,6.5,7.0,1.0,2.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1659,tt0111222,the smile of the fox,1992,305,4.7,12.0,63.5,13.0,3.0,83.0,4.7,4.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,tt0104952,my cousin vinny,1992,98616,7.6,11.0,64.1,5.0,2.0,119.0,6.8,8.6,4.0,6.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,tt5308322,happy death day,2017,98944,6.5,4.8,125.5,2.0,4.0,96.0,5.8,7.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,tt0086200,risky business,1983,75450,6.8,6.2,63.5,2.0,3.0,99.0,7.5,9.4,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1663,tt3713166,unfriended,2014,63940,5.5,1.0,64.1,7.0,3.0,83.0,5.9,6.2,3.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,tt0304415,mona lisa smile,2003,73884,6.5,72.3,141.3,7.0,1.0,117.0,4.5,3.4,0.0,5.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,tt5580390,the shape of water,2017,328809,7.3,20.0,195.2,6.0,5.0,123.0,8.7,9.2,133.0,345.0,1,6,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1666,tt1980929,begin again,2013,132952,7.4,8.0,63.5,8.0,3.0,104.0,6.2,8.2,5.0,17.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1667,tt0455612,madea's family reunion,2006,10215,5.2,6.0,63.4,11.0,3.0,109.0,4.5,2.5,0.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1668,tt0107969,rising sun,1993,40245,6.2,40.0,107.2,9.0,3.0,125.0,5.6,3.3,1.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1669,tt3799694,the nice guys,2016,249710,7.4,50.0,62.8,7.0,3.0,116.0,7.0,9.3,9.0,34.0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1670,tt2226597,the mountain between us,2017,60084,6.4,35.0,62.8,2.0,3.0,112.0,4.8,3.9,2.0,1.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1671,tt0098382,star trek v: the final frontier,1989,52781,5.5,33.0,63.0,8.0,4.0,106.0,4.3,2.2,4.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1672,tt0106673,dave,1993,46621,6.8,28.0,63.3,6.0,3.0,110.0,7.6,9.5,2.0,5.0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
