,imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms,opening_weekend,gross_box_office,precount_wins,precount_noms,win,nom,action,animation,news,reality-tv,sci-fi,family,adventure,crime,film-noir,short,biography,history,western,fantasy,musical,romance,talk-show,sport,comedy,horror,drama,mystery,documentary,war,game-show,thriller,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound
1562,tt0061523,a countess from hong kong,1967,4900.0,6.1,6.1,5.0,3.5,,4.0,2.0,120.0,0.0,1.0,,,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1563,tt0195619,cuckoo patrol,1967,37.0,3.8,3.8,3.8,,,4.0,2.0,76.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1564,tt0062860,danger route,1967,149.0,5.7,5.7,5.7,,,4.0,3.0,92.0,0.0,0.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1565,tt0061553,the day the fish came out,1967,436.0,5.3,5.3,5.3,,,4.0,2.0,109.0,0.0,0.0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1566,tt0060288,deadlier than the male,1967,1158.0,6.4,6.4,6.4,,,4.0,5.0,98.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1567,tt0062898,doctor faustus,1967,832.0,5.7,5.7,1.0,,,4.0,3.0,93.0,0.0,0.0,,,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1568,tt0061594,the double man,1967,836.0,5.9,5.9,5.9,,,4.0,2.0,105.0,0.0,0.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1569,tt0061648,far from the madding crowd,1967,4875.0,7.2,5.5,7.2,2.75,,4.0,3.0,168.0,3.0,6.0,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,N,O,O,O,O,O,O
1570,tt0061653,fathom,1967,1228.0,5.8,5.8,3.3,2.23,,4.0,2.0,99.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1571,tt0061670,five golden dragons,1967,199.0,5.0,5.0,5.0,,,4.0,2.0,93.0,0.0,0.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1572,tt0061680,follow that camel,1967,1949.0,6.1,6.1,6.1,,,4.0,3.0,95.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1573,tt0061683,frankenstein created woman,1967,3919.0,6.6,6.6,6.7,,,4.0,2.0,92.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1574,tt0061742,half a sixpence,1967,466.0,6.5,6.5,2.9,,,4.0,1.0,143.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1575,tt0060499,hell is empty,1967,14.0,7.4,7.4,7.4,,,4.0,2.0,109.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1576,tt0061789,how i won the war,1967,2100.0,5.7,5.7,5.0,,,4.0,2.0,109.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1577,tt0061826,it!,1967,923.0,5.6,5.6,5.6,,,4.0,2.0,96.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1578,tt0060566,the jokers,1967,663.0,7.5,7.5,7.5,,,4.0,2.0,94.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1579,tt0222089,just like a woman,1967,23.0,5.7,5.7,5.7,,,4.0,1.0,89.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1580,tt0061894,the last safari,1967,173.0,5.5,5.5,5.5,,,4.0,1.0,110.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1581,tt0061916,the long duel,1967,488.0,5.9,5.9,5.9,,,4.0,3.0,115.0,0.0,0.0,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1582,tt0061938,the magnificent two,1967,305.0,5.2,5.2,5.2,,,4.0,1.0,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1583,tt0061948,the man outside,1967,51.0,6.5,6.5,6.5,,,4.0,1.0,97.0,0.0,0.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1584,tt0060668,marat/sade,1967,2107.0,7.6,7.6,7.6,,,4.0,3.0,116.0,2.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1585,tt0061956,maroc 7,1967,167.0,4.9,4.9,4.9,,,4.0,3.0,91.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1586,tt0061973,the mikado,1967,65.0,7.1,7.1,7.1,,,4.0,1.0,122.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1587,tt0060705,mister ten per cent,1967,31.0,5.1,5.1,5.1,,,4.0,1.0,84.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1588,tt0062006,the mummy's shroud,1967,1583.0,5.5,5.5,5.5,,,4.0,1.0,90.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1589,tt0062029,the naked runner,1967,324.0,6.0,6.0,6.0,,,4.0,2.0,101.0,0.0,0.0,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1590,tt0062038,the night of the generals,1967,6673.0,7.3,7.3,5.0,,,4.0,5.0,148.0,1.0,0.0,,,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1591,tt0062089,our mother's house,1967,1427.0,7.5,7.5,7.5,,,4.0,2.0,104.0,0.0,1.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1592,tt0062112,the penthouse,1967,142.0,6.2,6.2,6.2,,,4.0,2.0,96.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1593,tt0062133,the plank,1967,1080.0,6.8,6.8,6.8,,,4.0,1.0,45.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1594,tt0062141,poor cow,1967,1084.0,6.9,6.9,5.3,,,4.0,1.0,101.0,1.0,0.0,,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1595,tt0062155,privilege,1967,990.0,6.9,6.9,5.0,,,4.0,4.0,103.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1596,tt0062168,quatermass and the pit,1967,8702.0,7.0,7.0,8.6,,,4.0,4.0,97.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1597,tt0307379,ride of the valkyrie,1967,8.0,6.8,6.8,6.8,,,3.0,2.0,15.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1598,tt0062207,robbery,1967,958.0,6.9,6.9,8.0,,,4.0,3.0,110.0,1.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1599,tt0062225,the sailor from gibraltar,1967,246.0,6.9,6.9,6.9,,,4.0,2.0,91.0,0.0,0.0,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1600,tt0062266,the shuttered room,1967,1470.0,6.4,6.4,6.4,,,4.0,1.0,99.0,0.0,0.0,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1601,tt0189095,the sky bike,1967,21.0,6.0,6.0,6.0,,,4.0,2.0,62.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1602,tt0062281,smashing time,1967,331.0,6.5,6.5,10.0,,,4.0,2.0,96.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1603,tt0062287,some may live,1967,14.0,5.7,5.7,5.7,,,4.0,3.0,89.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1604,tt0062292,the sorcerers,1967,1539.0,6.3,6.3,10.0,,,4.0,2.0,86.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1605,tt0062355,the terrornauts,1967,294.0,5.0,5.0,5.0,,,4.0,1.0,75.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1606,tt0062360,they came from beyond space,1967,1202.0,4.5,4.5,4.5,,,4.0,2.0,85.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1607,tt0062376,"to sir, with love",1967,14652.0,7.7,5.5,8.9,0.64,,4.0,1.0,105.0,1.0,2.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1608,tt0062384,torture garden,1967,2061.0,6.2,6.2,6.2,,,4.0,2.0,93.0,0.0,0.0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1609,tt0062407,two for the road,1967,11185.0,7.5,7.8,8.3,4.0,,4.0,3.0,111.0,4.0,4.0,,0.02,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1610,tt0062534,two weeks in september,1967,204.0,5.4,5.4,5.4,,,4.0,2.0,96.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1611,tt0062414,ulysses,1967,736.0,6.6,6.6,10.0,,,4.0,1.0,123.0,1.0,6.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,N,O,O
1612,tt0063764,the vengeance of fu manchu,1967,633.0,5.3,5.3,5.3,,,4.0,3.0,91.0,0.0,0.0,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1613,tt0062443,the viking queen,1967,764.0,5.1,5.1,5.1,,,4.0,1.0,91.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1614,tt0061180,the whisperers,1967,838.0,7.2,7.2,7.2,,,4.0,2.0,105.0,9.0,3.0,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,N,O,O,O,O,O,O,O,O,O,O,O,O
1615,tt0063820,the winter's tale,1967,22.0,5.1,5.1,5.1,,,4.0,1.0,150.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1616,tt0062626,5 card stud,1968,3172.0,6.5,6.5,6.5,,,4.0,3.0,103.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1617,tt0062622,2001 a space odyssey,1968,563214.0,8.3,8.2,9.3,12.0,0.14,4.0,2.0,149.0,15.0,10.0,0.2,68.76,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1618,tt0062673,anzio,1968,2802.0,6.0,6.0,6.7,,,4.0,3.0,117.0,0.0,0.0,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1619,tt0062676,arizona bushwhackers,1968,213.0,5.0,5.0,5.0,,,4.0,2.0,87.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1620,tt0062684,assignment to kill,1968,250.0,6.1,6.1,6.1,,,4.0,2.0,102.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1621,tt0064048,the astro-zombies,1968,1980.0,3.3,3.3,3.3,0.04,,4.0,2.0,92.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1622,tt0062704,the bamboo saucer,1968,334.0,5.6,5.6,5.6,,,4.0,1.0,103.0,0.0,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1623,tt0062708,bandolero!,1968,3949.0,6.6,6.6,2.0,4.45,,4.0,5.0,106.0,0.0,0.0,,,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1624,tt0062731,the biggest bundle of them all,1968,413.0,5.3,5.3,5.3,,,4.0,2.0,105.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1625,tt0062737,blackbeard's ghost,1968,4698.0,6.9,7.1,8.2,,,4.0,3.0,106.0,0.0,0.0,,21.54,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1626,tt0062755,the boston strangler,1968,7408.0,7.1,7.1,8.6,4.1,,4.0,5.0,116.0,0.0,2.0,,0.01,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1627,tt0062760,the brotherhood,1968,703.0,6.0,6.0,7.5,,,4.0,2.0,96.0,0.0,1.0,,,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1628,tt0062765,bullitt,1968,56867.0,7.4,8.3,9.7,5.5,,4.0,3.0,114.0,6.0,9.0,0.41,0.51,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,O,O,O,O,O,W,O,O,O,O,O,O,O,N
1629,tt0062768,bye bye braverman,1968,390.0,5.8,5.8,4.3,,,4.0,2.0,94.0,0.0,0.0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1630,tt0062776,candy,1968,2508.0,5.4,5.4,5.0,3.0,,4.0,3.0,115.0,0.0,0.0,,,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1631,tt0062794,charly,1968,5865.0,7.0,5.0,6.3,,,4.0,3.0,103.0,3.0,6.0,,18.53,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,W,O,O,O,O,O,O,O,O,O,O,O,O,O
1632,tt0062824,coogan's bluff,1968,14539.0,6.5,6.5,9.4,1.5,,4.0,5.0,93.0,0.0,0.0,,3.11,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1633,tt0062829,counterpoint,1968,599.0,6.3,6.3,6.3,,,4.0,3.0,107.0,0.0,0.0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1634,tt0062862,daring game,1968,29.0,6.3,6.3,6.3,,,4.0,1.0,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1635,tt0062865,day of the evil gun,1968,1063.0,6.4,6.4,6.4,,,4.0,1.0,95.0,0.0,0.0,,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1636,tt0062883,the detective,1968,2601.0,6.5,6.5,10.0,4.49,,4.0,3.0,114.0,0.0,0.0,,,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1637,tt0062886,the devil's brigade,1968,4686.0,6.8,6.8,6.0,,,4.0,3.0,130.0,0.0,0.0,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1638,tt0062890,did you hear the one about the traveling saleslady?,1968,62.0,6.1,6.1,6.1,,,4.0,1.0,96.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1639,tt0062901,don't just stand there!,1968,73.0,6.7,6.7,6.7,,,4.0,1.0,99.0,0.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1640,tt0061591,"don't raise the bridge, lower the river",1968,512.0,4.8,4.8,4.8,,,4.0,1.0,99.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1641,tt0062952,faces,1968,8426.0,7.7,7.7,8.7,0.28,,4.0,1.0,130.0,5.0,6.0,,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,N,N,O,O,O
1642,tt0062973,"finders keepers, lovers weepers!",1968,435.0,5.6,5.6,5.6,0.08,,4.0,2.0,71.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1643,tt0062974,finian's rainbow,1968,3091.0,6.2,6.2,5.7,3.5,,4.0,3.0,141.0,1.0,7.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,N,O,O,O,O,O,N
1644,tt0062975,firecreek,1968,2889.0,6.9,6.9,6.9,,,4.0,3.0,104.0,0.0,0.0,,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1645,tt0062979,flesh,1968,2163.0,5.9,5.9,6.7,0.0,,4.0,1.0,89.0,1.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1646,tt0062985,for love of ivy,1968,562.0,6.3,6.3,4.0,,,4.0,3.0,101.0,1.0,3.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,N,O
1647,tt0062987,for singles only,1968,58.0,4.7,4.7,4.7,,,4.0,1.0,91.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1648,tt0062994,funny girl,1968,17250.0,7.4,8.9,9.3,14.1,,4.0,5.0,151.0,7.0,16.0,0.07,52.22,3,10,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,O,W,N,O,O,N,O,N,N,O,N,O,N,N
1649,tt0063034,great catherine,1968,240.0,5.6,5.6,5.6,,,4.0,1.0,99.0,0.0,0.0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1650,tt0063035,the green berets,1968,11504.0,5.8,5.8,2.5,7.0,,4.0,2.0,142.0,0.0,2.0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1651,tt0063036,greetings,1968,2768.0,5.7,5.7,8.7,0.04,,4.0,2.0,88.0,1.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1652,tt0063041,hammerhead,1968,170.0,5.3,5.3,5.3,,,4.0,2.0,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
1653,tt0061747,hang 'em high,1968,32621.0,7.0,6.2,9.2,1.6,,4.0,2.0,114.0,0.0,0.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
