,imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms,opening_weekend,gross_box_office,precount_wins,precount_noms,win,nom,action,animation,news,reality-tv,sci-fi,family,adventure,crime,film-noir,short,biography,history,western,fantasy,musical,romance,talk-show,sport,comedy,horror,drama,mystery,documentary,war,game-show,thriller,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound
6506,tt0280424,amy's orgasm,2001,1657.0,5.2,3.6,2.7,0.5,,4.0,2.0,87.0,1.0,0.0,0.01,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6507,tt0225071,angel eyes,2001,21582.0,5.6,3.9,5.6,53.0,,4.0,2.0,102.0,3.0,5.0,9.23,29.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6508,tt0255798,the animal,2001,54673.0,4.8,4.3,3.0,47.0,,4.0,2.0,84.0,0.0,5.0,19.61,85.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6509,tt0254099,the anniversary party,2001,7886.0,6.3,5.6,6.1,,2.97,4.0,3.0,115.0,2.0,6.0,0.16,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6510,tt0218817,antitrust,2001,27711.0,6.1,3.1,2.4,30.0,10.97,4.0,4.0,105.0,2.0,3.0,5.49,18.2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6511,tt0230011,atlantis the lost empire,2001,96096.0,6.9,5.2,4.9,120.0,83.56,4.0,6.0,95.0,2.0,14.0,0.33,186.05,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6512,tt0255819,baby boy,2001,12026.0,6.4,5.5,7.1,16.0,27.82,4.0,4.0,130.0,1.0,14.0,8.61,29.38,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6513,tt0219965,bandits,2001,63183.0,6.5,6.0,6.4,75.0,41.18,4.0,4.0,123.0,4.0,5.0,13.05,67.63,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6514,tt0230025,bartleby,2001,1759.0,6.4,4.8,3.5,,0.06,4.0,3.0,83.0,0.0,1.0,0.01,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6515,tt0268978,a beautiful mind,2001,792569.0,8.2,7.2,7.4,58.0,,4.0,2.0,135.0,33.0,68.0,0.37,316.79,1,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,O,O,O,W,N,O,N,W,O,W,W,O,O
6516,tt0159273,behind enemy lines,2001,95742.0,6.4,4.9,3.7,40.0,58.77,4.0,4.0,106.0,1.0,2.0,18.74,91.75,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6517,tt0247199,the believer,2001,35338.0,7.2,7.5,8.3,1.5,,4.0,1.0,98.0,6.0,10.0,0.03,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6518,tt0260746,big bad love,2001,606.0,6.2,4.9,4.1,,0.1,4.0,3.0,111.0,0.0,1.0,,0.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6519,tt0265086,black hawk down,2001,348162.0,7.7,7.4,7.6,92.0,108.59,4.0,3.0,144.0,9.0,37.0,0.18,172.99,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,N,O,N,W,O,O,O,O,O,O,O,W
6520,tt0265087,black knight,2001,36188.0,4.9,3.2,1.4,50.0,33.33,4.0,3.0,95.0,0.0,2.0,11.1,39.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6521,tt0221027,blow,2001,228667.0,7.6,5.2,5.5,53.0,,4.0,3.0,124.0,3.0,9.0,12.44,83.28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6522,tt0166110,bones,2001,6326.0,4.1,4.2,2.2,16.0,6.84,4.0,2.0,96.0,0.0,1.0,2.82,8.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6523,tt0356434,boom the sound of eviction,2001,7.0,7.1,7.1,7.1,0.01,,1.0,1.0,96.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6524,tt0250274,the brothers,2001,3897.0,6.4,5.0,6.3,6.0,26.55,4.0,2.0,106.0,1.0,8.0,10.3,27.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6525,tt0258470,bubble boy,2001,28948.0,5.6,4.1,3.1,13.0,,4.0,4.0,84.0,0.0,1.0,2.04,5.01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6526,tt0252299,buffalo soldiers,2001,22663.0,6.8,5.6,7.3,15.0,,4.0,5.0,98.0,1.0,6.0,0.03,2.3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6527,tt0242193,bully,2001,33340.0,6.9,4.5,5.4,,,4.0,3.0,108.0,3.0,1.0,0.05,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6528,tt0270259,the business of strangers,2001,3557.0,6.3,6.7,8.0,,0.5,4.0,2.0,84.0,4.0,6.0,0.07,1.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6529,tt0238112,captain corelli's mandolin,2001,31742.0,5.9,3.6,2.8,57.0,25.26,4.0,4.0,131.0,2.0,5.0,7.21,62.11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6530,tt0266391,the cat's meow,2001,7427.0,6.3,6.3,7.5,7.0,3.18,4.0,2.0,114.0,1.0,1.0,0.11,3.65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6531,tt0239395,cats & dogs,2001,53868.0,5.1,4.7,5.4,60.0,,4.0,4.0,87.0,2.0,3.0,21.71,200.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6532,tt0182000,the caveman's valentine,2001,6158.0,5.8,4.4,4.5,13.5,,4.0,5.0,105.0,0.0,4.0,0.11,0.79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6533,tt0240402,the center of the world,2001,4426.0,5.8,4.4,3.5,,,4.0,2.0,88.0,0.0,1.0,0.07,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6534,tt0250310,corky romano,2001,12068.0,4.7,2.0,0.7,11.0,,4.0,2.0,86.0,0.0,1.0,9.02,25.27,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6535,tt0254199,cq,2001,4498.0,6.2,5.6,6.6,7.0,0.3,4.0,3.0,88.0,0.0,1.0,0.05,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6536,tt0250224,crazy/beautiful,2001,23194.0,6.5,6.1,6.3,13.0,16.16,4.0,2.0,99.0,0.0,5.0,4.72,19.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6537,tt0231402,crocodile dundee in los angeles,2001,22593.0,4.8,3.7,1.1,21.15,25.26,4.0,4.0,92.0,1.0,2.0,7.71,39.44,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6538,tt0256524,the curse of the jade scorpion,2001,36291.0,6.7,5.2,4.6,33.0,6.79,4.0,4.0,103.0,1.0,1.0,2.46,18.91,2,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6539,tt0250323,the deep end,2001,10679.0,6.5,7.8,8.2,3.0,8.3,4.0,5.0,101.0,4.0,18.0,0.14,10.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6540,tt0212910,delivering milo,2001,1085.0,5.8,5.8,5.8,,,4.0,3.0,94.0,4.0,0.0,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6541,tt0365111,den,2001,53.0,4.4,4.4,4.4,,,4.0,3.0,120.0,2.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6542,tt0275309,dogtown and z-boys,2001,11507.0,7.7,7.6,9.2,,1.19,4.0,2.0,91.0,7.0,6.0,0.1,1.52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6543,tt0249478,domestic disturbance,2001,23610.0,5.6,2.9,2.4,75.0,44.38,4.0,3.0,89.0,1.0,3.0,14.03,54.25,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6544,tt0260866,don't say a word,2001,46505.0,6.3,3.8,2.4,50.0,54.22,4.0,3.0,113.0,0.0,1.0,17.09,100.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6545,tt0246578,donnie darko,2001,710201.0,8.0,8.8,8.7,6.0,,4.0,3.0,113.0,11.0,15.0,0.11,4.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6546,tt0238948,double take,2001,7829.0,5.5,2.5,1.2,24.0,,4.0,4.0,88.0,0.0,0.0,11.74,31.6,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6547,tt0231775,down to earth,2001,20887.0,5.5,3.2,2.0,49.0,63.1,4.0,2.0,87.0,0.0,3.0,17.27,71.19,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6548,tt0240462,dr. dolittle 2,2001,39814.0,4.7,4.9,4.2,70.0,111.48,4.0,3.0,87.0,3.0,6.0,25.04,176.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6549,tt0240462,dr. dolittle,2001,39814.0,4.7,4.9,4.2,70.0,111.48,4.0,3.0,87.0,3.0,6.0,25.04,176.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6550,tt0132245,driven,2001,38051.0,4.6,2.9,1.4,94.0,,4.0,3.0,116.0,1.0,10.0,12.17,54.74,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6551,tt0282178,earth vs. the spider,2001,2079.0,4.3,4.3,4.3,,,4.0,3.0,90.0,0.0,1.0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6552,tt0265171,elvira's haunted hills,2001,2627.0,5.9,4.8,7.5,1.5,,4.0,2.0,90.0,1.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6553,tt0215750,enemy at the gates,2001,230484.0,7.6,5.3,5.4,68.0,50.51,4.0,3.0,131.0,0.0,4.0,13.81,96.98,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6554,tt0251075,evolution,2001,114929.0,6.1,4.0,4.3,80.0,37.57,4.0,2.0,101.0,0.0,2.0,13.41,98.38,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6555,tt0242445,exit wounds,2001,30937.0,5.6,3.9,3.2,50.0,,4.0,3.0,101.0,0.0,4.0,18.49,79.96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6556,tt0232500,the fast and the furious,2001,328141.0,6.8,5.8,5.3,38.0,142.54,4.0,3.0,106.0,11.0,12.0,40.09,207.28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6557,tt0273607,festival in cannes,2001,502.0,6.0,4.6,6.5,,0.04,4.0,1.0,100.0,0.0,0.0,0.04,0.3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6558,tt0173840,final fantasy the spirits within,2001,78636.0,6.4,4.9,4.5,137.0,,4.0,6.0,106.0,3.0,11.0,11.41,85.13,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6559,tt0192023,finder's fee,2001,2076.0,6.4,6.4,6.0,,,4.0,2.0,100.0,3.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6560,tt0245115,the fluffer,2001,2661.0,5.6,5.3,5.6,,,4.0,3.0,95.0,1.0,0.0,0.02,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6561,tt0245120,the forsaken,2001,8091.0,5.3,3.5,0.7,15.0,6.26,4.0,3.0,90.0,0.0,0.0,3.02,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6562,tt0264616,frailty,2001,72692.0,7.2,6.4,7.4,11.0,13.08,4.0,3.0,100.0,5.0,16.0,4.21,17.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6563,tt0240515,freddy got fingered,2001,44465.0,4.6,1.3,1.0,14.0,13.75,4.0,1.0,87.0,12.0,6.0,7.1,14.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6564,tt0120681,from hell,2001,141445.0,6.8,5.4,5.7,35.0,30.69,4.0,3.0,122.0,0.0,10.0,11.01,74.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6565,tt0277713,full frontal,2001,34.0,5.4,5.4,5.4,,,4.0,1.0,90.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6566,tt0192071,get over it,2001,17323.0,5.7,5.2,4.4,22.0,11.29,4.0,2.0,87.0,0.0,4.0,4.13,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6567,tt0162346,ghost world,2001,108731.0,7.3,8.8,9.2,7.0,4.69,4.0,2.0,111.0,28.0,55.0,0.1,8.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,N,O,O
6568,tt0228333,ghosts of mars,2001,49086.0,4.9,3.5,2.1,28.0,7.31,4.0,3.0,98.0,0.0,2.0,3.8,14.01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6569,tt0221218,the glass house,2001,30373.0,5.8,3.4,2.1,30.0,17.39,4.0,4.0,106.0,0.0,3.0,5.74,23.62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6570,tt0118589,glitter,2001,20975.0,2.2,1.4,0.7,22.0,3.87,4.0,3.0,104.0,3.0,10.0,2.41,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6571,tt0257721,good neighbor,2001,148.0,4.0,4.0,4.0,,,4.0,1.0,86.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6572,tt0280707,gosford park,2001,75486.0,7.2,9.0,8.6,19.8,41.27,4.0,3.0,131.0,35.0,73.0,0.24,87.75,2,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,O,O,O,N,N,O,O,O,N,O,N,W,O,O
6573,tt0229002,green dragon,2001,1006.0,6.1,4.9,6.1,,,4.0,1.0,115.0,2.0,3.0,0.02,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6574,tt0252480,the grey zone,2001,9925.0,7.0,5.8,6.9,5.0,,4.0,3.0,108.0,1.0,3.0,0.02,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6575,tt0212985,hannibal,2001,242200.0,6.8,5.7,3.9,87.0,163.88,4.0,3.0,131.0,8.0,16.0,58.0,351.69,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6576,tt0305676,the silence of the lambs,2001,243.0,7.1,7.1,7.1,,,4.0,1.0,63.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6577,tt0180734,hardball,2001,26844.0,6.4,4.8,4.0,32.0,39.7,4.0,2.0,106.0,0.0,2.0,9.39,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6578,tt0241527,harry potter and the sorcerer's stone,2001,586903.0,7.6,6.4,8.1,125.0,317.56,4.0,3.0,152.0,17.0,62.0,90.29,978.09,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,O,O,O,N,O,O,O,N,O,O,O,O,O,O
6579,tt0242508,harvard man,2001,4083.0,4.9,4.9,3.3,5.5,,4.0,5.0,99.0,0.0,0.0,0.01,0.06,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6580,tt0192111,head over heels,2001,13374.0,5.4,2.7,1.0,14.0,9.89,4.0,3.0,86.0,0.0,0.0,4.8,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6581,tt0125022,heartbreakers,2001,49542.0,6.2,4.7,5.3,35.0,,4.0,3.0,123.0,0.0,4.0,11.8,57.76,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6582,tt0252501,hearts in atlantis,2001,34643.0,6.9,5.5,4.9,31.0,23.6,4.0,2.0,101.0,2.0,8.0,9.02,30.92,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6583,tt0248845,hedwig and the angry inch,2001,30286.0,7.7,8.5,9.3,6.0,1.55,4.0,4.0,95.0,28.0,32.0,0.16,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6584,tt0252503,heist,2001,31819.0,6.5,6.6,6.6,39.0,23.29,4.0,4.0,109.0,0.0,0.0,7.82,28.51,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6585,tt0174732,herman u.s.a.,2001,129.0,6.1,6.1,6.1,,,4.0,2.0,89.0,0.0,0.0,0.07,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6586,tt0278488,how high,2001,50912.0,6.3,2.9,2.6,20.0,31.16,4.0,2.0,93.0,0.0,0.0,7.1,31.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6587,tt0281919,how to make a monster,2001,1630.0,4.5,4.5,4.5,,,4.0,3.0,91.0,0.0,1.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6588,tt0219822,human nature,2001,16786.0,6.4,5.6,4.9,,0.65,4.0,2.0,96.0,2.0,2.0,0.3,1.57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6589,tt0277027,i am sam,2001,137876.0,7.6,2.8,3.5,22.0,40.27,4.0,1.0,132.0,8.0,11.0,0.04,97.82,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,O,O,O,O,O,O,O,O,O,O,O,O,O
6590,tt0247425,in the bedroom,2001,36315.0,7.4,8.6,9.3,1.7,35.73,4.0,2.0,130.0,39.0,70.0,0.09,44.76,2,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,O,O,O,O,O,O,N,O,N,N,O,O
6591,tt0261392,jay and silent bob strike back,2001,143692.0,6.8,5.1,5.2,22.0,29.89,4.0,1.0,104.0,1.0,3.0,11.02,33.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
6592,tt0263488,jeepers creepers,2001,105194.0,6.2,4.9,4.6,10.0,,4.0,2.0,90.0,3.0,6.0,13.11,59.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O,O
