,imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms,opening_weekend,gross_box_office
1491,tt0060098,ambush bay,1966,478.0,5.4,5.4,5.4,,,4.0,2.0,109.0,0.0,0.0,,
1492,tt0060112,any wednesday,1966,751.0,6.1,6.1,6.1,,,4.0,1.0,109.0,0.0,0.0,,
1493,tt0060120,the appaloosa,1966,2705.0,6.3,4.6,6.3,,,4.0,1.0,98.0,1.0,0.0,,
1494,tt0060121,arabesque,1966,5870.0,6.5,6.5,6.7,4.8,,4.0,7.0,105.0,1.0,4.0,,
1495,tt0060126,around the world under the sea,1966,527.0,5.2,5.2,5.2,0.04,,4.0,3.0,110.0,0.0,0.0,,
1496,tt0060135,assault on a queen,1966,890.0,5.6,5.6,5.6,,,4.0,5.0,106.0,0.0,0.0,,
1497,tt0060153,batman,1966,28259.0,6.5,7.1,7.8,1.38,,4.0,4.0,105.0,1.0,0.0,,
1498,tt0060164,the bible in the beginning,1966,4463.0,6.3,6.3,6.3,18.0,,4.0,1.0,174.0,6.0,4.0,,
1499,tt0060165,a big hand for the little lady,1966,3631.0,7.3,7.3,7.3,,,4.0,2.0,95.0,0.0,1.0,,
1501,tt0060169,birds do it,1966,69.0,5.0,5.0,5.0,,,4.0,2.0,88.0,0.0,0.0,,
1502,tt0058977,blindfold,1966,670.0,6.1,6.1,6.1,,,4.0,5.0,102.0,0.0,0.0,,
1503,tt0060174,blood bath,1966,617.0,5.1,5.1,5.1,,,4.0,1.0,62.0,0.0,0.0,,
1504,tt0060186,"boy, did i get a wrong number!",1966,884.0,5.6,5.6,5.6,,,4.0,1.0,99.0,0.0,2.0,,
1505,tt0060218,cast a giant shadow,1966,2568.0,6.3,6.3,6.3,,,4.0,4.0,146.0,0.0,0.0,,
1506,tt0060219,castle of evil,1966,183.0,4.5,4.5,4.5,,,4.0,3.0,81.0,0.0,0.0,,
1507,tt0060228,chamber of horrors,1966,838.0,6.1,6.1,6.1,,,4.0,1.0,80.0,0.0,0.0,,
1508,tt0059025,chappaqua,1966,468.0,6.6,6.6,6.6,,,4.0,1.0,82.0,1.0,1.0,,
1509,tt0060232,the chase,1966,9452.0,7.2,7.2,8.3,,,4.0,3.0,134.0,0.0,0.0,,
1510,tt0061465,chelsea girls,1966,1033.0,6.2,6.2,5.0,,,4.0,1.0,210.0,0.0,0.0,,
1511,tt0060270,curse of the swamp creature,1966,580.0,2.6,2.6,2.6,,,4.0,2.0,80.0,0.0,0.0,,
1512,tt0060272,cyborg 2087,1966,305.0,5.2,5.2,5.2,,,4.0,4.0,86.0,0.0,0.0,,
1513,tt0060283,the daydreamer,1966,222.0,6.4,6.4,6.4,,,4.0,3.0,101.0,0.0,0.0,,
1514,tt0060287,dead heat on a merry-go-round,1966,925.0,6.1,6.1,4.0,2.0,,4.0,3.0,104.0,0.0,0.0,,
1515,tt0060302,destination inner space,1966,323.0,4.5,4.5,4.5,,,4.0,2.0,83.0,0.0,0.0,,
1516,tt0060311,dimension 5,1966,169.0,5.2,5.2,5.2,,,4.0,3.0,91.0,0.0,0.0,,
1518,tt0060355,duel at diablo,1966,2558.0,6.7,6.7,6.7,,,4.0,1.0,103.0,0.0,1.0,,
1520,tt0060371,the endless summer,1966,4743.0,7.8,7.8,10.0,0.05,,4.0,2.0,95.0,1.0,0.0,,0.01
1521,tt0060386,an eye for an eye,1966,200.0,6.1,6.1,6.1,,,4.0,1.0,106.0,0.0,0.0,,
1522,tt0060397,fantastic voyage,1966,16028.0,6.8,7.2,9.4,5.12,,4.0,3.0,100.0,2.0,6.0,,
1523,tt0059171,the fat spy,1966,306.0,2.9,2.9,2.9,,,4.0,1.0,80.0,0.0,0.0,,
1524,tt0060414,a fine madness,1966,1085.0,5.7,5.7,5.7,,,4.0,3.0,104.0,0.0,0.0,,
1525,tt0060415,fireball 500,1966,365.0,5.0,5.0,5.0,,,4.0,5.0,92.0,0.0,0.0,,
1526,tt0060420,"follow me, boys!",1966,1974.0,7.2,7.2,7.2,,,4.0,2.0,131.0,0.0,1.0,,
1527,tt0060424,the fortune cookie,1966,11338.0,7.3,7.3,9.6,3.71,,4.0,2.0,125.0,2.0,5.0,,
1528,tt0060429,frankie and johnny ,1966,1628.0,5.7,5.7,5.7,4.5,,4.0,3.0,87.0,0.0,1.0,,
1529,tt0060438,a funny thing happened on the way to the forum,1966,7897.0,6.9,6.9,8.5,2.0,,4.0,2.0,99.0,0.0,1.0,,
1530,tt0060445,gambit,1966,4729.0,7.1,7.1,7.1,,,4.0,3.0,109.0,0.0,4.0,,
1531,tt0060452,the gentle rain,1966,55.0,6.3,6.3,6.3,,,4.0,1.0,110.0,0.0,0.0,,
1533,tt0060457,the ghost in the invisible bikini,1966,861.0,4.5,4.5,4.5,0.2,,4.0,3.0,82.0,0.0,0.0,,
1534,tt0060463,the glass bottom boat,1966,3998.0,6.5,6.5,5.7,,,4.0,2.0,110.0,0.0,1.0,,
1535,tt0060472,grand prix,1966,7203.0,7.2,7.2,10.0,9.0,,4.0,2.0,176.0,0.0,4.0,,
1536,tt0060479,the group,1966,1122.0,6.6,6.6,6.0,2.4,,4.0,1.0,150.0,0.0,2.0,,
1537,tt0060483,gunpoint,1966,373.0,6.4,6.4,6.4,0.5,,4.0,1.0,86.0,0.0,0.0,,
1538,tt0060488,hallucination generation,1966,32.0,5.1,5.1,5.1,,,4.0,1.0,90.0,0.0,0.0,,
1539,tt0060490,harper,1966,7634.0,6.9,5.1,10.0,3.5,,4.0,4.0,121.0,1.0,3.0,,
1540,tt0060491,hawaii,1966,2439.0,6.6,6.6,6.7,15.0,,4.0,1.0,189.0,2.0,3.0,,
1541,tt0060511,hold me while i'm naked,1966,1292.0,5.5,5.5,5.5,,,4.0,3.0,17.0,0.0,0.0,,
1542,tt0060512,hold on!,1966,248.0,4.7,4.7,4.7,,,4.0,2.0,85.0,0.0,0.0,,
1543,tt0060522,how to steal a million,1966,22790.0,7.6,7.6,10.0,6.0,,4.0,3.0,123.0,0.0,1.0,,
1544,tt0060533,the idol,1966,57.0,5.4,5.4,5.4,,,4.0,1.0,109.0,0.0,0.0,,
1545,tt0060537,incident at phantom hill,1966,279.0,6.1,6.1,6.1,,,4.0,4.0,88.0,0.0,0.0,,
1546,tt0060814,is paris burning?,1966,3617.0,6.9,6.9,7.1,,,4.0,3.0,173.0,0.0,2.0,,
1547,tt0060558,jesse james meets frankenstein's daughter,1966,1405.0,3.0,3.0,1.4,,,4.0,3.0,88.0,0.0,0.0,,
1548,tt0060564,johnny reno,1966,365.0,5.7,5.7,5.7,,,4.0,1.0,83.0,0.0,0.0,,
1549,tt0060568,judith,1966,293.0,5.6,5.6,2.0,,,4.0,2.0,109.0,0.0,0.0,,
1550,tt0060592,kiss the girls and make them die,1966,205.0,6.3,6.3,6.3,,,4.0,2.0,106.0,0.0,0.0,,
1551,tt0060619,the last of the secret agents?,1966,138.0,4.5,4.5,4.5,,,4.0,1.0,92.0,0.0,0.0,,
1552,tt0060626,let's kill uncle,1966,281.0,6.0,6.0,6.0,,,4.0,2.0,92.0,0.0,0.0,,
1553,tt0060636,lord love a duck,1966,1411.0,6.6,6.6,7.1,0.8,,4.0,3.0,105.0,1.0,1.0,,
1554,tt0060637,lost command,1966,1542.0,6.4,6.4,6.4,,,4.0,3.0,129.0,0.0,0.0,,
1555,tt0060640,"lt. robin crusoe, u.s.n.",1966,1132.0,6.0,6.0,6.0,,,4.0,3.0,110.0,1.0,0.0,,
1556,tt0060906,robinson crusoe,1966,11.0,4.6,4.6,4.6,,,4.0,1.0,100.0,0.0,0.0,,
1557,tt0060645,madame x,1966,1478.0,7.1,7.1,7.1,,,4.0,1.0,100.0,1.0,1.0,,
1558,tt0060646,made in paris,1966,374.0,5.6,5.6,5.6,,,4.0,2.0,103.0,0.0,3.0,,
1559,tt0060661,the man called flintstone,1966,1297.0,6.8,6.8,6.8,,,4.0,7.0,89.0,0.0,0.0,,
1560,tt0060662,a man could get killed,1966,281.0,6.3,6.3,6.3,,,4.0,2.0,97.0,0.0,0.0,,
1561,tt0060666,manos the hands of fate,1966,33727.0,1.9,1.9,0.0,0.0,,4.0,1.0,70.0,0.0,0.0,,
1562,tt0060681,maya,1966,260.0,6.4,6.4,6.4,,,4.0,2.0,91.0,0.0,0.0,,
1563,tt0059453,mister buddwing,1966,978.0,6.1,6.1,6.1,,,4.0,1.0,100.0,0.0,0.0,,
1564,tt0060711,moment to moment,1966,177.0,6.4,6.4,6.4,,,4.0,2.0,108.0,0.0,0.0,,
1565,tt0060726,"munster, go home!",1966,1658.0,6.5,6.5,6.5,,,4.0,3.0,96.0,0.0,0.0,,
1566,tt0060728,murderers' row,1966,1603.0,6.0,6.0,6.0,,,4.0,6.0,105.0,0.0,2.0,,
1567,tt0060980,the silencers,1966,2405.0,6.2,6.2,6.2,3.5,,4.0,7.0,102.0,0.0,2.0,,
1568,tt0060739,nashville rebel ,1966,66.0,7.6,7.6,7.6,,,4.0,2.0,95.0,0.0,0.0,,
1569,tt0060741,the navy vs. the night monsters,1966,463.0,2.8,2.8,2.8,0.18,,4.0,2.0,87.0,0.0,0.0,,
1570,tt0060748,nevada smith,1966,6842.0,6.9,6.9,5.0,,,4.0,1.0,128.0,0.0,1.0,,
1571,tt0060754,the night of the grizzly,1966,988.0,6.6,6.6,6.6,,,4.0,2.0,102.0,0.0,0.0,,
1572,tt0060760,"not with my wife, you don't!",1966,665.0,6.0,6.0,6.0,,,4.0,1.0,119.0,0.0,0.0,,
1573,tt0059539,once before i die,1966,218.0,4.0,4.0,4.0,,,4.0,2.0,97.0,0.0,0.0,,
1574,tt0060801,the oscar,1966,832.0,5.1,5.1,1.5,,,4.0,1.0,119.0,0.0,1.0,,
1575,tt0059557,our man flint,1966,5596.0,6.5,6.5,7.9,3.52,,4.0,5.0,108.0,0.0,3.0,,
1576,tt0060809,the pad and how to use it,1966,71.0,6.9,6.9,6.9,,,4.0,1.0,86.0,0.0,0.0,,
1577,tt0059563,"paradise, hawaiian style",1966,1688.0,5.5,5.5,5.5,2.0,,4.0,2.0,91.0,0.0,0.0,,
1578,tt0060818,penelope,1966,1152.0,6.4,6.4,6.4,4.0,,4.0,2.0,97.0,0.0,0.0,,
1579,tt0060831,picture mommy dead,1966,436.0,5.5,5.5,5.5,,,4.0,2.0,82.0,0.0,0.0,,
1580,tt0060842,the plainsman,1966,153.0,5.1,5.1,5.1,,,4.0,1.0,92.0,0.0,0.0,,
1581,tt0060848,the poppy is also a flower,1966,742.0,5.1,5.1,5.1,,,4.0,4.0,100.0,0.0,0.0,,
1582,tt0060862,the professionals,1966,12828.0,7.3,7.5,8.8,,,4.0,3.0,117.0,3.0,5.0,,
1583,tt0060877,queen of blood,1966,1473.0,5.2,5.2,1.7,,,4.0,2.0,78.0,0.0,0.0,,
1584,tt0060880,quiller memorandum,1966,3157.0,6.3,6.3,6.2,,,4.0,4.0,104.0,0.0,1.0,,
1585,tt0060882,rage,1966,196.0,6.3,6.3,6.3,,,4.0,2.0,103.0,0.0,0.0,,
1586,tt0060884,the rare breed,1966,2832.0,6.4,6.4,2.9,,,4.0,4.0,97.0,0.0,0.0,,
1590,tt0060897,the magnificent seven,1966,3407.0,5.5,5.5,1.3,,,4.0,2.0,95.0,0.0,0.0,,
1591,tt0060899,ride beyond vengeance,1966,467.0,6.3,6.3,6.3,0.65,,4.0,1.0,101.0,0.0,0.0,,
1592,tt0060909,roman candles,1966,62.0,6.8,6.8,6.8,,,4.0,1.0,40.0,0.0,0.0,,
1595,tt0060934,the sand pebbles,1966,12316.0,7.6,7.6,9.4,12.0,,4.0,4.0,182.0,2.0,13.0,,
1596,tt0060942,savage pampas,1966,263.0,5.8,5.8,5.8,,,4.0,3.0,112.0,0.0,0.0,,
1597,tt0060955,seconds,1966,14838.0,7.7,7.1,9.1,,,4.0,2.0,106.0,1.0,2.0,,
1598,tt0062262,the shooting,1966,4046.0,6.6,6.6,10.0,0.07,,4.0,1.0,82.0,0.0,0.0,,
1599,tt0060980,the silencers ,1966,2405.0,6.2,6.2,6.2,3.5,,4.0,7.0,102.0,0.0,2.0,,
1600,tt0060983,the singing nun,1966,1068.0,6.1,6.1,6.1,,,4.0,4.0,97.0,1.0,2.0,,
1601,tt0060994,smoky,1966,146.0,6.9,6.9,6.9,,,4.0,1.0,103.0,0.0,0.0,,
1602,tt0061015,spinout,1966,1567.0,5.8,5.8,5.8,,,4.0,4.0,90.0,0.0,0.0,,
1603,tt0061024,stagecoach,1966,1423.0,6.1,6.1,6.1,3.5,,4.0,3.0,115.0,0.0,0.0,,
1604,tt0061052,the swinger,1966,370.0,5.5,5.5,5.5,,,4.0,1.0,81.0,0.0,0.0,,
1605,tt0061067,tarzan and the valley of gold,1966,394.0,6.2,6.2,6.2,,,4.0,1.0,90.0,0.0,0.0,,
1606,tt0061080,texas across the river,1966,1216.0,6.4,6.4,6.4,,,4.0,2.0,101.0,0.0,0.0,,
1607,tt0061089,this property is condemned,1966,4413.0,7.1,7.1,6.4,4.0,,4.0,2.0,110.0,0.0,1.0,,
1608,tt0061093,three on a couch,1966,855.0,6.0,6.0,6.0,,,4.0,2.0,109.0,0.0,0.0,,
1609,tt0061092,the three sisters,1966,59.0,7.1,7.1,7.1,,,4.0,1.0,168.0,0.0,0.0,,
1610,tt0061107,torn curtain,1966,22867.0,6.7,5.5,6.8,6.0,,4.0,1.0,128.0,0.0,3.0,,
1611,tt0061122,the trouble with angels,1966,3948.0,7.4,7.4,10.0,2.0,,4.0,2.0,112.0,0.0,2.0,,
1613,tt0061140,the undertaker and his pals,1966,824.0,4.9,4.9,4.9,,,4.0,2.0,63.0,0.0,0.0,,
1614,tt0061135,the ugly dachshund,1966,3043.0,6.7,6.7,6.7,,,4.0,2.0,93.0,0.0,0.0,,
1616,tt0061169,waco,1966,190.0,5.6,5.6,5.6,,,4.0,1.0,85.0,0.0,0.0,,
1617,tt0061170,walk don't run,1966,3537.0,6.7,6.7,8.3,,,4.0,2.0,114.0,0.0,0.0,,
1618,tt0061173,way...way out,1966,887.0,5.4,5.4,5.4,2.96,,4.0,2.0,101.0,0.0,0.0,,
1619,tt0061176,"what did you do in the war, daddy?",1966,1570.0,6.8,6.8,4.5,7.0,,4.0,2.0,116.0,0.0,0.0,,
1620,tt0061177,"what's up, tiger lily?",1966,8762.0,5.9,6.3,8.1,,,4.0,4.0,80.0,0.0,0.0,,
1621,tt0061184,who's afraid of virginia woolf?,1966,65629.0,8.0,7.5,9.5,7.5,,4.0,1.0,131.0,17.0,23.0,,28.01
1622,tt0061189,the wild angels,1966,2371.0,5.7,5.7,6.3,0.36,,4.0,3.0,93.0,0.0,1.0,,
1623,tt0061199,winnie the pooh and the honey tree,1966,3456.0,8.0,8.0,8.0,,,4.0,5.0,25.0,0.0,1.0,,
1624,tt0061203,women of the prehistoric planet,1966,893.0,2.3,2.3,2.3,,,4.0,4.0,90.0,0.0,0.0,,
1625,tt0060200,after the fox,1966,3346.0,6.5,6.5,7.5,,,4.0,2.0,103.0,0.0,0.0,,
1626,tt0060086,alfie,1966,12700.0,7.1,7.1,9.6,0.8,,4.0,2.0,114.0,7.0,17.0,,
1627,tt0060089,alice in wonderland,1966,681.0,7.0,7.0,7.0,,,4.0,3.0,72.0,0.0,0.0,,
1629,tt0060177,the blue max,1966,5974.0,7.1,7.1,7.1,5.0,,4.0,4.0,156.0,0.0,5.0,,
1630,tt0060182,born free,1966,5554.0,7.2,7.2,9.4,,,4.0,3.0,95.0,3.0,7.0,,
1631,tt0060188,the brides of fu manchu,1966,919.0,5.5,5.5,5.5,,,4.0,2.0,94.0,0.0,0.0,,
1632,tt0060214,carry on screaming!,1966,3907.0,6.9,6.9,6.7,,,4.0,2.0,97.0,0.0,0.0,,
1633,tt0060268,cul-de-sac,1966,10699.0,7.1,7.5,8.3,,,4.0,3.0,112.0,1.0,0.0,,0.0
1634,tt0060278,daleks – invasion earth 2150 a.d.,1966,2983.0,6.1,6.1,8.0,,,4.0,2.0,84.0,0.0,0.0,,
1637,tt0061557,the deadly bees,1966,1614.0,3.8,3.8,3.8,,,4.0,4.0,84.0,0.0,0.0,,
1643,tt0059127,dracula prince of darkness,1966,8201.0,6.8,6.8,8.0,,,4.0,1.0,90.0,0.0,0.0,,
1645,tt0060390,fahrenheit 451,1966,39093.0,7.2,7.2,8.1,1.5,,4.0,2.0,112.0,0.0,2.0,0.01,0.0
1646,tt0060395,the family way,1966,1183.0,7.3,7.3,7.3,,,4.0,3.0,115.0,6.0,0.0,,
1647,tt0060408,the fighting prince of donegal,1966,308.0,6.2,6.2,6.2,,,4.0,5.0,110.0,0.0,0.0,,
1648,tt0060413,finders keepers,1966,98.0,5.9,5.9,5.9,,,4.0,2.0,94.0,0.0,0.0,,
1649,tt0060437,funeral in berlin,1966,5073.0,6.9,6.9,7.5,,,4.0,1.0,102.0,0.0,0.0,,
1650,tt0060453,georgy girl,1966,3200.0,6.9,6.9,9.1,0.4,,4.0,3.0,99.0,5.0,13.0,,
1651,tt0060476,the great st trinian's train robbery,1966,845.0,5.9,5.9,5.9,,,4.0,3.0,93.0,1.0,0.0,,
1653,tt0060520,hotel paradiso,1966,629.0,6.3,6.3,6.3,,,4.0,1.0,98.0,0.0,0.0,,
1655,tt0060278,invasion,1966,2983.0,6.1,6.1,8.0,,,4.0,2.0,84.0,0.0,0.0,,
1656,tt0060548,island of terror,1966,2274.0,6.2,6.2,6.2,,,4.0,2.0,89.0,0.0,0.0,,
1658,tt0060581,kaleidoscope,1966,602.0,6.0,6.0,6.0,,,4.0,2.0,103.0,0.0,1.0,,
1659,tt0060588,khartoum,1966,6230.0,6.8,6.8,10.0,6.0,,4.0,5.0,128.0,0.0,2.0,,
1660,tt0060648,mademoiselle,1966,835.0,7.4,7.4,7.4,,,4.0,1.0,103.0,0.0,2.0,,
1661,tt0060665,a man for all seasons,1966,28925.0,7.7,7.2,8.2,2.0,,4.0,3.0,120.0,27.0,8.0,,
1662,tt0060708,modesty blaise,1966,2415.0,5.1,5.1,4.4,,,4.0,5.0,119.0,0.0,1.0,,
1663,tt0060714,morgan!,1966,1486.0,7.0,7.0,6.7,,,4.0,3.0,97.0,4.0,10.0,,
1664,tt0060735,naked evil,1966,70.0,5.5,5.5,5.5,,,4.0,1.0,85.0,0.0,0.0,,
1665,tt0060782,one million years b.c.,1966,7205.0,5.7,5.8,6.2,,,4.0,2.0,92.0,0.0,0.0,,
1667,tt0060841,the plague of the zombies,1966,4166.0,6.6,6.6,8.3,,,4.0,1.0,90.0,0.0,0.0,,
1668,tt0060866,the psychopath,1966,656.0,5.9,5.9,5.9,,,4.0,4.0,82.0,0.0,0.0,,
1669,tt0060880,the quiller memorandum,1966,3157.0,6.3,6.3,6.2,,,4.0,4.0,104.0,0.0,1.0,,
1670,tt0059635,"rasputin, the mad monk",1966,2303.0,6.3,6.3,4.3,,,4.0,3.0,91.0,0.0,0.0,,
1671,tt0060893,the reptile,1966,2833.0,6.2,6.2,7.1,,,4.0,1.0,90.0,0.0,0.0,,
1672,tt0060936,the sandwich man,1966,293.0,5.8,5.8,5.8,,,4.0,1.0,95.0,0.0,0.0,,
1674,tt0061022,the spy with a cold nose,1966,87.0,6.2,6.2,6.2,,,4.0,1.0,93.0,0.0,0.0,,
1675,tt0061085,that riviera touch,1966,527.0,5.8,5.8,5.8,,,4.0,1.0,98.0,0.0,0.0,,
1676,tt0061087,they're a weird mob,1966,738.0,6.6,6.6,6.6,,,4.0,3.0,112.0,0.0,0.0,,
1677,tt0061094,thunderbirds are go,1966,1899.0,6.5,6.5,5.7,,,4.0,3.0,93.0,0.0,0.0,,
1678,tt0061115,the trap,1966,1606.0,7.7,7.7,7.7,,,4.0,4.0,106.0,0.0,0.0,,
1679,tt0061647,triple cross,1966,2061.0,6.3,6.3,6.3,,,4.0,5.0,140.0,0.0,1.0,,
1680,tt0061124,the trygon factor,1966,260.0,5.8,5.8,5.8,,,4.0,4.0,88.0,0.0,0.0,,
1682,tt0061179,where the bullets fly,1966,43.0,5.5,5.5,5.5,,,4.0,1.0,88.0,0.0,0.0,,
1683,tt0061183,who killed the cat?,1966,10.0,4.3,4.3,4.3,,,4.0,3.0,76.0,0.0,0.0,,
1684,tt0060307,the witches,1966,2332.0,5.8,5.8,6.7,,,4.0,1.0,90.0,0.0,0.0,,
1685,tt0061204,the wrong box,1966,2986.0,6.8,6.8,8.8,,,4.0,2.0,105.0,0.0,2.0,,
1686,tt0060048,40 guns to apache pass,1967,744.0,5.8,5.8,5.8,0.4,,4.0,3.0,95.0,0.0,0.0,,
1687,tt0062657,the ambushers,1967,1554.0,5.4,5.4,5.4,,,4.0,4.0,102.0,0.0,0.0,,
1688,tt0061380,the ballad of josie,1967,652.0,5.8,5.8,5.8,,,4.0,2.0,102.0,0.0,0.0,,
1689,tt0061383,banning,1967,189.0,5.9,5.9,5.9,,,4.0,2.0,102.0,0.0,0.0,,
1690,tt0061385,barefoot in the park,1967,15101.0,7.0,5.5,8.3,,,4.0,2.0,106.0,0.0,6.0,,
1691,tt0061389,beach red,1967,1185.0,6.3,6.3,6.3,,,4.0,2.0,105.0,0.0,1.0,,
1692,tt0061401,the big mouth,1967,876.0,5.6,5.6,4.0,,,4.0,3.0,107.0,0.0,0.0,,
1693,tt0061408,blast-off girls,1967,221.0,4.7,4.7,4.7,,,4.0,3.0,83.0,0.0,0.0,,
1694,tt0061418,bonnie and clyde,1967,96704.0,7.8,8.6,8.8,2.5,,4.0,4.0,111.0,20.0,27.0,,
1695,tt0061420,the born losers,1967,2013.0,6.0,6.0,6.0,0.36,,4.0,3.0,113.0,0.0,0.0,,
1696,tt0061431,the busy body,1967,238.0,5.7,5.7,5.7,,,4.0,1.0,101.0,0.0,0.0,,
1697,tt0061439,camelot,1967,5498.0,6.7,7.0,4.4,13.0,,4.0,4.0,179.0,4.0,6.0,,
1698,tt0061445,the cape town affair,1967,331.0,4.4,4.4,4.4,,,4.0,2.0,96.0,0.0,0.0,,
1699,tt0060209,the caper of the golden bulls,1967,68.0,5.9,5.9,5.9,,,4.0,2.0,102.0,0.0,0.0,,
1700,tt0061447,caprice,1967,1129.0,5.6,5.6,1.4,4.59,,4.0,3.0,98.0,0.0,0.0,,
1701,tt0061452,casino royale,1967,25575.0,5.2,4.8,2.6,12.0,,4.0,1.0,131.0,0.0,3.0,,0.0
1702,tt0061456,catalina caper,1967,1729.0,2.1,2.1,2.1,,,4.0,3.0,84.0,0.0,0.0,,
1703,tt0061844,the christmas kid,1967,43.0,5.6,5.6,5.6,,,4.0,1.0,90.0,0.0,0.0,,
1704,tt0061477,chuka,1967,710.0,6.4,6.4,6.4,,,4.0,1.0,105.0,0.0,0.0,,
1705,tt0061489,clambake,1967,2211.0,5.6,5.6,5.6,,,4.0,2.0,99.0,0.0,0.0,,
1706,tt0061434,"c'mon, let's live a little",1967,61.0,5.2,5.2,5.2,,,4.0,2.0,84.0,0.0,0.0,,
1707,tt0061498,come spy with me,1967,40.0,5.2,5.2,5.2,,,4.0,2.0,85.0,0.0,0.0,,
1708,tt0061502,the comedians,1967,1704.0,6.4,6.4,2.7,,,4.0,1.0,150.0,3.0,0.0,,
1709,tt0061504,common law cabin,1967,588.0,4.9,4.9,4.9,,,4.0,1.0,70.0,0.0,0.0,,
1710,tt0061512,cool hand luke,1967,153054.0,8.1,9.1,10.0,3.2,,4.0,2.0,127.0,3.0,10.0,,
1711,tt0061525,a covenant with death,1967,206.0,6.4,6.4,6.4,,,4.0,1.0,97.0,0.0,0.0,,
1712,tt0062844,custer of the west,1967,1179.0,5.8,5.8,2.5,4.0,,4.0,5.0,143.0,0.0,0.0,,
1713,tt0061565,devil's angels,1967,289.0,4.9,4.9,4.9,,,4.0,3.0,84.0,0.0,0.0,,
1714,tt0061578,the dirty dozen,1967,63099.0,7.8,7.3,8.8,5.4,,4.0,3.0,150.0,3.0,8.0,,
1715,tt0061581,divorce american style,1967,1371.0,6.3,6.3,10.0,,,4.0,1.0,109.0,0.0,2.0,,
1716,tt0061584,doctor dolittle,1967,7875.0,6.2,3.4,3.2,17.0,,4.0,6.0,152.0,4.0,14.0,,
1717,tt0061585,"doctor, you've got to be kidding!",1967,351.0,5.7,5.7,5.7,,,4.0,3.0,94.0,0.0,0.0,,
1718,tt0061589,dont look back,1967,7743.0,8.0,8.0,10.0,,,4.0,2.0,96.0,4.0,0.0,,
1719,tt0061590,don't make waves,1967,1211.0,6.1,6.1,6.1,,,4.0,1.0,97.0,0.0,0.0,,
1720,tt0061595,double trouble,1967,1197.0,5.3,5.3,5.3,,,4.0,5.0,91.0,0.0,0.0,,
1721,tt0061610,"easy come, easy go",1967,1231.0,5.3,5.3,4.3,2.0,,4.0,3.0,95.0,0.0,0.0,,
1722,tt0061617,eight on the lam,1967,425.0,5.7,5.7,5.7,,,4.0,1.0,107.0,0.0,0.0,,
1723,tt0061626,enter laughing,1967,346.0,6.5,6.5,5.5,,,4.0,2.0,112.0,0.0,0.0,,
1724,tt0061652,the fastest guitar alive,1967,337.0,4.3,4.3,4.3,,,4.0,3.0,87.0,0.0,0.0,,
1725,tt0061655,the fearless vampire killers,1967,27952.0,7.2,5.6,6.9,2.0,,4.0,2.0,91.0,0.0,2.0,,
1726,tt0061658,festival,1967,399.0,7.6,7.6,7.6,,,4.0,2.0,95.0,1.0,1.0,,
1727,tt0061667,first to fight,1967,220.0,5.9,5.9,5.9,,,4.0,2.0,92.0,0.0,0.0,,
1728,tt0061669,fitzwilly,1967,1019.0,6.7,6.7,6.7,,,4.0,2.0,102.0,0.0,0.0,,
1729,tt0061678,the flim-flam man,1967,1902.0,7.0,7.0,7.5,3.85,,4.0,3.0,104.0,0.0,1.0,,
1730,tt0062989,fort utah,1967,206.0,4.9,4.9,4.9,,,4.0,1.0,84.0,0.0,0.0,,
1731,tt0062990,the fox,1967,825.0,6.7,6.7,5.7,1.0,,4.0,1.0,110.0,1.0,5.0,,
1732,tt0061696,games,1967,946.0,6.6,6.6,6.7,,,4.0,1.0,100.0,0.0,0.0,,
1733,tt0061703,gentle giant,1967,142.0,6.2,6.2,6.2,,,4.0,2.0,95.0,0.0,0.0,,
1734,tt0137706,the girl with the hungry eyes,1967,48.0,5.1,5.1,5.1,,,4.0,1.0,85.0,0.0,0.0,,
1735,tt0061715,the gnome-mobile,1967,1850.0,6.6,6.6,6.6,,,4.0,3.0,84.0,0.0,0.0,,
1737,tt0061720,good times,1967,481.0,4.6,4.6,0.0,,,4.0,3.0,91.0,0.0,0.0,,
1738,tt0061722,the graduate,1967,242664.0,8.0,8.3,8.8,3.0,,4.0,3.0,106.0,20.0,16.0,0.04,104.98
1739,tt0062636,grand slam,1967,910.0,7.0,7.0,7.0,,,4.0,2.0,121.0,0.0,0.0,,
1740,tt0061735,guess who's coming to dinner,1967,36104.0,7.8,6.3,7.1,4.0,,4.0,2.0,108.0,9.0,23.0,,56.67
1741,tt0061736,a guide for the married man,1967,2275.0,6.7,6.7,5.7,2.5,,4.0,2.0,89.0,0.0,2.0,,
1742,tt0061738,gunfight in abilene,1967,320.0,5.6,5.6,5.6,,,4.0,1.0,86.0,0.0,0.0,,
1743,tt0061739,gunn,1967,316.0,6.3,6.3,6.3,,,4.0,1.0,94.0,0.0,0.0,,
1744,tt0061748,the happening,1967,597.0,5.4,5.4,5.4,,,4.0,1.0,101.0,0.0,0.0,,
1745,tt0061749,the happiest millionaire,1967,1656.0,6.9,6.9,5.0,,,4.0,4.0,141.0,0.0,1.0,,
1746,tt0061757,hell on wheels,1967,114.0,3.8,3.8,3.8,,,4.0,2.0,97.0,0.0,0.0,,
