,title,year,imdbID,win,nom
11406,pit stop,2013,tt2397531,0,0
11407,the place beyond the pines,2013,tt3504988,0,0
11408,planes,2013,tt1691917,0,0
11409,plush,2013,tt2226519,0,0
11411,the power inside,2013,tt3206476,0,0
11412,the pretty one,2013,tt2140577,0,0
11413,prince avalanche,2013,tt2195548,0,0
11415,prisoners,2013,tt1392214,0,0
11417,proxy,2013,tt2191888,0,0
11418,the punk singer,2013,tt1785612,0,0
11419,the purge,2013,tt2184339,0,0
11420,rapture-palooza,2013,tt1879032,0,0
11422,red 2,2013,tt1821694,0,0
11423,red,2013,tt4436038,0,0
11424,a resurrection,2013,tt1817276,0,0
11425,riddick,2013,tt1411250,0,0
11427,r.i.p.d.,2013,tt0790736,0,0
11428,roadside,2013,tt1958007,0,0
11430,robotech love live alive,2013,tt2906190,0,0
11431,runner runner,2013,tt2364841,0,0
11432,safe haven,2013,tt1702439,0,0
11433,salinger,2013,tt1596753,0,0
11434,the saratov approach,2013,tt2887322,0,0
11435,savannah,2013,tt1797487,0,0
11436,saving lincoln,2013,tt2034098,0,0
11438,saving santa,2013,tt2204315,0,0
11439,scary movie 5,2013,tt0795461,0,0
11441,scenic route,2013,tt2012011,0,0
11442,scrapper,2013,tt2502518,0,0
11443,season of miracles,2013,tt2173768,0,0
11444,sex boss,2013,tt3410052,0,0
11445,the secret life of walter mitty,2013,tt0359950,0,0
11446,sexy evil genius,2013,tt1801096,0,0
11447,shadow people,2013,tt1764647,0,0
11449,short term 12,2013,tt2370248,0,0
11450,shotgun wedding,2013,tt2750288,0,0
11451,side effects,2013,tt2053463,0,0
11452,a single shot,2013,tt1540741,0,0
11453,skinwalker ranch,2013,tt2881698,0,0
11454,the smurfs 2,2013,tt2017020,0,0
11455,the smurfs,2013,tt2017020,0,0
11456,the smurfs the legend of smurfy hollow,2013,tt2958484,0,0
11457,snitch,2013,tt0882977,0,0
11458,some velvet morning,2013,tt2231138,0,0
11459,sound city,2013,tt2306745,0,0
11460,the spectacular now,2013,tt1714206,0,0
11461,spiders 3d,2013,tt1659216,0,0
11462,spirit of the marathon ii,2013,tt2992996,0,0
11463,spirit of the marathon,2013,tt2992996,0,0
11465,standing up,2013,tt1905042,0,0
11467,star trek into darkness,2013,tt1408101,0,0
11468,star trek,2013,tt1408101,0,0
11469,the starving games,2013,tt2403029,0,0
11470,stoker,2013,tt1682180,0,0
11471,straight a's,2013,tt2024506,0,0
11473,submit the documentary,2013,tt2547226,0,0
11474,sunlight jr.,2013,tt1517249,0,0
11475,super buddies,2013,tt2999390,0,0
11476,superman unbound,2013,tt2617456,0,0
11477,sweetwater,2013,tt2224004,0,0
11478,a teacher,2013,tt2201548,0,0
11479,temptation confessions of a marriage counselor,2013,tt2070862,0,0
11480,test,2013,tt2407380,0,0
11481,texas chainsaw 3d,2013,tt1572315,0,0
11482,the square,2013,tt2486682,0,0
11483,this is the end,2013,tt1245492,0,0
11484,thor the dark world,2013,tt1981115,0,0
11485,thor,2013,tt1981115,0,0
11486,turbo,2013,tt1860353,0,0
11488,unhung hero,2013,tt2708946,0,0
11489,the unknown known,2013,tt2390962,0,0
11491,unsupersize me,2013,tt8711274,0,0
11492,the upper footage,2013,tt2676470,0,0
11493,upstream color,2013,tt2084989,0,0
11494,v/h/s/2,2013,tt2450186,0,0
11495,v/h/s,2013,tt2450186,0,0
11496,vehicle 19,2013,tt1911662,0,0
11497,violet & daisy,2013,tt2377398,0,0
11498,the wait,2013,tt1675759,0,0
11499,walking with dinosaurs,2013,tt1762399,0,0
11500,warm bodies,2013,tt1588173,0,0
11501,"the way, way back",2013,tt1727388,0,0
11502,we are what we are,2013,tt2309021,0,0
11503,we steal secrets the story of wikileaks,2013,tt1824254,0,0
11504,wikileaks,2013,tt1824254,0,0
11505,we're the millers,2013,tt1723121,0,0
11506,welcome to the jungle,2013,tt2193265,0,0
11507,white house down,2013,tt2334879,0,0
11508,white reindeer,2013,tt2570738,0,0
11509,the wicked,2013,tt1986994,0,0
11510,the wolf of wall street,2013,tt0993846,0,5
11511,the wolverine,2013,tt1430132,0,0
11512,wolverine,2013,tt1430132,0,0
11514,world war z,2013,tt0816711,0,0
11516,wrong cops,2013,tt2166616,0,0
11519,zero charisma,2013,tt2294965,0,0
11520,zombie hunter,2013,tt2446502,0,0
11521,fedz,2013,tt1327720,0,0
11522,austenland,2013,tt1985019,0,0
11523,the wee man,2013,tt2113809,0,0
11524,in fear,2013,tt2165859,0,0
11525,metro manila,2013,tt1845838,0,0
11526,the east,2013,tt1869716,0,0
11527,gangs of tooting broadway,2013,tt2064984,0,0
11528,i give it a year,2013,tt2244901,0,0
11529,the fall of the essex boys,2013,tt2364659,0,0
11531,"silent night, bloody night the homecoming",2013,tt2210983,0,0
11532,cal,2013,tt2139725,0,0
11534,welcome to the punch,2013,tt1684233,0,0
11535,pulp,2013,tt1737680,0,0
11536,everyone's going to die,2013,tt2091295,0,0
11538,trance,2013,tt1924429,0,0
11539,all things to all men,2013,tt2095568,0,0
11540,the numbers station,2013,tt1659338,0,0
11541,the machine,2013,tt2317225,0,0
11542,the best years,2013,tt2673212,0,0
11543,the look of love,2013,tt1951216,0,0
11544,all stars,2013,tt2186766,0,0
11545,the selfish giant,2013,tt2304426,0,0
11546,the last days on mars,2013,tt1709143,0,0
11547,monsoon shootout,2013,tt2198235,0,0
11548,only lovers left alive,2013,tt1714915,0,0
11549,the amityville asylum,2013,tt2216212,0,0
11550,having you,2013,tt2343549,0,0
11551,superman,2013,tt2617456,0,0
11552,summer in february,2013,tt2184287,0,0
11553,svengali,2013,tt2262175,0,0
11554,we are the freaks,2013,tt2302969,0,0
11556,about time,2013,tt2194499,0,0
11557,outpost rise of the spetsnaz,2013,tt2241403,0,0
11560,not another happy ending,2013,tt1808339,0,0
11561,a field in england,2013,tt2375574,0,0
11563,hammer of the gods,2013,tt2193418,0,0
11564,the callback queen,2013,tt1890559,0,0
11565,the world's end,2013,tt1213663,0,0
11566,trap for cinderella,2013,tt1766175,0,0
11567,stalled,2013,tt2140429,0,0
11568,frequencies,2013,tt2414766,0,0
11569,stranded,2013,tt2268573,0,0
11570,the invisible life,2013,tt1999246,0,0
11573,exhibition,2013,tt2436452,0,0
11574,under the skin,2013,tt1441395,0,0
11575,the dead 2 india,2013,tt2917336,0,0
11576,the dead,2013,tt2917336,0,0
11577,dementamania,2013,tt2311776,0,0
11578,devil's pass,2013,tt1905040,0,0
11579,the paranormal diaries clophill,2013,tt1852137,0,0
11581,closed circuit,2013,tt2218003,0,0
11583,starred up,2013,tt2567712,0,0
11584,the invisible woman,2013,tt1700845,0,0
11585,locke,2013,tt2692904,0,0
11586,rush,2013,tt1979320,0,0
11587,the zero theorem,2013,tt2333804,0,0
11588,still life,2013,tt2395417,0,0
11589,diana,2013,tt1758595,0,0
11590,jadoo,2013,tt2180423,0,0
11591,the railway man,2013,tt2058107,0,0
11592,ida,2013,tt2718492,0,0
11593,jimi all is by my side,2013,tt2402085,0,0
11594,le week-end,2013,tt2392326,0,0
11595,the double,2013,tt1825157,0,0
11596,belle,2013,tt2404181,0,0
11597,dom hemingway,2013,tt2402105,0,0
11598,half of a yellow sun,2013,tt2215077,0,0
11599,coherence,2013,tt2866360,0,0
11600,one chance,2013,tt1196956,0,0
11601,sunshine on leith,2013,tt2481198,0,0
11602,third person,2013,tt2343793,0,0
11603,the love punch,2013,tt2234261,0,0
11604,filth,2013,tt1450321,0,0
11605,mandela long walk to freedom,2013,tt2304771,0,0
11606,long walk to freedom,2013,tt2304771,0,0
11607,believe,2013,tt2009606,0,0
11608,the counsellor,2013,tt2193215,0,0
11609,for those in peril,2013,tt2315628,0,0
11610,how i live now,2013,tt1894476,0,0
11611,the patrol,2013,tt2101507,0,0
11612,ten,2013,tt2309562,0,0
11614,romeo and juliet,2013,tt3205434,0,0
11616,gone too far!,2013,tt2451550,0,0
11617,last passenger,2013,tt1858481,0,0
11618,green street 3 never back down,2013,tt2628316,0,0
11620,lord of tears,2013,tt2367066,0,0
11622,strange factories,2013,tt2150487,0,0
11623,in the sands of babylon,2013,tt3312762,0,0
11624,huff! it's too much,2013,tt3175440,0,0
11625,another me,2013,tt1816608,0,0
11626,powder room,2013,tt2608726,0,0
11627,vendetta,2013,tt2572632,0,0
11628,the christmas candle,2013,tt2739338,0,0
11630,moshi monsters,2013,tt3280730,0,0
11631,the harry hill movie,2013,tt3013528,0,0
11632,the house of magic,2013,tt3148834,0,0
11633,nymphomaniac,2013,tt1937390,0,0
11635,art is...,2013,tt2214815,0,0
11636,ashens and the quest for the gamechild,2013,tt2902898,0,0
11637,behind the scenes of total hell,2013,tt1458408,0,0
11639,emeli sandé live at the royal albert hall,2013,tt2659342,0,0
11640,how to become a criminal mastermind,2013,tt1769297,0,0
11642,judas ghost,2013,tt2338027,0,0
11643,learning hebrew,2013,tt4342554,0,0
11645,onye ozi,2013,tt3249184,0,0
11646,sixteen,2013,tt2976172,0,0
11647,star wars the force unleashed,2013,tt3278680,0,0
11649,the zombie king,2013,tt2091455,0,0
11650,nymphomaniac vol. i,2013,tt1937390,0,0
11651,nymphomaniac vol. ii,2013,tt2382009,0,0
11652,paranormal activity the marked ones,2014,tt2473682,0,0
11656,dumbbells,2014,tt1978428,0,0
11657,the legend of hercules,2014,tt1043726,0,0
11659,back in the day,2014,tt2246887,0,0
11660,devil's due,2014,tt2752758,0,0
11661,jack ryan shadow recruit,2014,tt1205537,0,0
11662,jamesy boy,2014,tt1673734,0,0
11663,the nut job,2014,tt1821658,0,0
11664,ride along,2014,tt1408253,0,0
11665,black water vampire,2014,tt2853182,0,0
11666,"i, frankenstein",2014,tt1418377,0,0
11670,that awkward moment,2014,tt1800246,0,0
11672,android cop,2014,tt3393070,0,0
11673,the monuments men,2014,tt2177771,0,0
11674,the outsider,2014,tt2198241,0,0
11675,scorned,2014,tt4175742,0,0
11679,vampire academy,2014,tt1686821,0,0
11680,about last night,2014,tt1826590,0,0
11684,camp takota,2014,tt3097084,0,0
11685,date and switch,2014,tt1878942,0,0
11686,endless love,2014,tt2318092,0,0
11687,robocop,2014,tt1234721,0,0
11688,someone marry barry,2014,tt1978532,0,0
11689,apocalypse pompeii,2014,tt3384904,0,0
11690,3 days to kill,2014,tt2172934,0,0
11691,angels in stardust,2014,tt1640483,0,0
11692,barefoot,2014,tt2355495,0,0
11695,the bag man,2014,tt2212008,0,0
11696,non-stop,2014,tt2024469,0,0
11698,son of god,2014,tt3210686,0,0
11700,300 rise of an empire,2014,tt1253863,0,0
11701,300,2014,tt4066210,0,0
11703,better living through chemistry,2014,tt1609479,0,0
11704,need for speed,2014,tt2369135,0,0
11705,the single moms club,2014,tt2465140,0,0
11706,veronica mars,2014,tt2771372,0,0
11708,divergent,2014,tt1840309,0,0
11709,god's not dead,2014,tt2528814,0,0
11710,muppets most wanted,2014,tt2281587,0,0
11712,50 to 1,2014,tt1777595,0,0
11713,noah,2014,tt1959490,0,0
11714,sabotage,2014,tt1742334,0,0
11715,the ladies of the house,2014,tt2397573,0,0
11716,alien abduction,2014,tt2510434,0,0
11717,captain america the winter soldier,2014,tt1843866,0,0
11719,in the blood,2014,tt2101570,0,0
11720,jinn,2014,tt1562899,0,0
11721,draft day,2014,tt2223990,0,0
11723,rio 2,2014,tt2357291,0,0
11724,rio,2014,tt2357291,0,0
11725,asian school girls,2014,tt3421270,0,0
11726,heaven is for real,2014,tt1929263,0,0
11727,authors anonymous,2014,tt2114461,0,0
11728,a haunted house 2,2014,tt2828996,0,0
11729,a haunted house,2014,tt2828996,0,0
11730,kid cannabis,2014,tt0780548,0,0
11731,transcendence,2014,tt2209764,0,0
11732,13 sins,2014,tt2059171,0,0
11734,brick mansions,2014,tt1430612,0,0
11736,the other woman,2014,tt2203939,0,0
11738,the amazing spider-man 2,2014,tt1872181,0,0
11739,the amazing spider-man,2014,tt1872181,0,0
11740,bad johnson,2014,tt2091325,0,0
11742,walk of shame,2014,tt2463288,0,0
11744,god's pocket,2014,tt2920808,0,0
11745,neighbors,2014,tt2004420,0,0
11746,stage fright,2014,tt2190838,0,0
11747,godzilla,2014,tt0831387,0,0
11748,million dollar arm,2014,tt1647668,0,0
11749,the angriest man in brooklyn,2014,tt1294970,0,0
11750,blended,2014,tt1086772,0,0
11751,cold in july,2014,tt1179031,0,0
11753,x-men days of future past,2014,tt1877832,0,0
11755,maleficent,2014,tt1587310,0,0
11756,a million ways to die in the west,2014,tt2557490,0,0
11757,edge of tomorrow,2014,tt1631867,0,0
11759,the fault in our stars,2014,tt2582846,0,0
11760,ping pong summer,2014,tt2402985,0,0
11761,22 jump street,2014,tt2294449,0,0
11763,hellion,2014,tt3186318,0,0
11764,how to train your dragon 2,2014,tt1646971,0,0
11765,how to train your dragon,2014,tt1646971,0,0
11766,lullaby,2014,tt2210781,0,0
11768,obvious child,2014,tt2910274,0,0
11769,the signal,2014,tt2910814,0,0
11770,jersey boys,2014,tt1742044,0,0
11772,think like a man too,2014,tt2239832,0,0
11774,think like a man,2014,tt2239832,0,0
11775,rebound,2014,tt2837194,0,0
11776,america imagine the world without her,2014,tt2785390,0,0
11777,they came together,2014,tt2398249,0,0
11778,transformers age of extinction,2014,tt2109248,0,0
11779,transformers,2014,tt2109248,0,0
11781,deliver us from evil,2014,tt2377322,0,0
11782,earth to echo,2014,tt2183034,0,0
11783,school dance,2014,tt2179936,0,0
11784,tammy,2014,tt2103254,0,0
11785,boyhood,2014,tt1065073,1,5
11786,dawn of the planet of the apes,2014,tt2103281,0,0
11788,rage,2014,tt2401807,0,0
11789,road to paloma,2014,tt2386285,0,0
11790,i origins,2014,tt2884206,0,0
11791,persecuted,2014,tt1761005,0,0
11792,planes fire & rescue,2014,tt2980706,0,0
11793,planes,2014,tt2980706,0,0
11794,the purge anarchy,2014,tt2975578,0,0
11795,the purge,2014,tt2975578,0,0
11796,sex tape,2014,tt1956620,0,0
11797,tiger orange,2014,tt2866824,0,0
11798,wish i was here,2014,tt2870708,0,0
11799,and so it goes,2014,tt2465146,0,0
11800,happy christmas,2014,tt2955096,0,0
11801,hercules,2014,tt1267297,0,0
11803,magic in the moonlight,2014,tt2870756,0,0
11804,my man is a loser,2014,tt2166934,0,0
11805,get on up,2014,tt2473602,0,0
11806,guardians of the galaxy,2014,tt2015381,0,0
11807,mercenaries,2014,tt3598222,0,0
11808,4 minute mile,2014,tt2217895,0,0
11809,the hundred-foot journey,2014,tt2980648,0,0
11810,into the storm,2014,tt2106361,0,0
11811,step up all in,2014,tt2626350,0,0
11813,teenage mutant ninja turtles,2014,tt1291150,0,0
11814,let's be cops,2014,tt1924435,0,0
11815,the expendables 3,2014,tt2333784,0,0
11817,the giver,2014,tt0435651,0,0
11818,life after beth,2014,tt2581244,0,0
11819,the one i love,2014,tt2756032,0,0
11820,if i stay,2014,tt1355630,0,0
11821,leprechaun origins,2014,tt2345613,0,0
11823,love is strange,2014,tt2639344,0,0
11824,the prince,2014,tt1085492,0,0
11825,sin city a dame to kill for,2014,tt0458481,0,0
11826,a dame to kill for,2014,tt0458481,0,0
11827,sin city,2014,tt0458481,0,0
11828,"as above, so below",2014,tt2870612,0,0
11829,cake,2014,tt3442006,0,0
11831,atlas shrugged,2014,tt2800038,0,0
11833,dolphin tale 2,2014,tt2978462,0,0
11834,dolphin tale,2014,tt2978462,0,0
11835,honeymoon,2014,tt3177316,0,0
11836,no good deed,2014,tt2011159,0,0
11837,the guest,2014,tt2980592,0,0
11838,a walk among the tombstones,2014,tt0365907,0,0
11839,the maze runner,2014,tt1790864,0,0
11840,the scribbler,2014,tt2396721,0,0
11841,the skeleton twins,2014,tt1571249,0,0
11842,this is where i leave you,2014,tt1371150,0,0
11843,tusk,2014,tt3099498,0,0
11844,the boxtrolls,2014,tt0787474,0,0
11846,the equalizer,2014,tt0455944,0,0
11847,the song,2014,tt2517044,0,0
11848,the two faces of january,2014,tt1976000,0,0
11849,annabelle,2014,tt3322940,0,0
11851,gone girl,2014,tt2267998,0,1
11852,the good lie,2014,tt2652092,0,0
11853,left behind,2014,tt2467046,0,0
11854,last shift,2014,tt2965466,0,0
11855,addicted,2014,tt2205401,0,0
11856,"alexander and the terrible, horrible, no good, very bad day",2014,tt1698641,0,0
11857,dracula untold,2014,tt0829150,0,0
11858,the judge,2014,tt1872194,0,1
11859,whiplash,2014,tt2582802,1,3
11860,you're not you,2014,tt1198156,0,0
11861,birdman or (the unexpected virtue of ignorance),2014,tt2562232,3,6
11862,the book of life,2014,tt2262227,0,0
11863,camp x-ray,2014,tt2994190,0,0
11865,dear white people,2014,tt2235108,0,0
11866,fury,2014,tt2713180,0,0
11867,listen up philip,2014,tt3093546,0,0
11868,nightcrawler,2014,tt2872718,0,1
11869,pernicious,2014,tt2187444,0,0
11870,young ones,2014,tt2693664,0,0
11871,laggies,2014,tt2034031,0,0
11872,ouija,2014,tt1204977,0,0
11873,interstellar,2014,tt0816692,0,0
11874,a merry friggin' christmas,2014,tt0910885,0,0
11875,the better angels,2014,tt2316868,0,0
11876,big hero 6,2014,tt2245084,0,0
11877,elsa & fred,2014,tt2113659,0,0
11878,jessabelle,2014,tt2300975,0,0
11879,the peripheral,2014,tt4229750,0,0
11881,beyond the lights,2014,tt3125324,0,0
11882,dumb and dumber to,2014,tt2096672,0,0
11883,dumb and dumber,2014,tt2096672,0,0
11884,foxcatcher,2014,tt1100089,0,4
11885,the homesman,2014,tt2398231,0,0
11886,saving christmas,2014,tt4009460,0,0
11887,the hunger games mockingjay – part 1,2014,tt1951265,0,0
11888,mockingjay,2014,tt1951265,0,0
11890,horrible bosses 2,2014,tt2170439,0,0
11891,horrible bosses,2014,tt2170439,0,0
11892,penguins of madagascar,2014,tt1911658,0,0
11893,comet,2014,tt2965412,0,0
11894,wild,2014,tt2305051,0,2
11896,exodus gods and kings,2014,tt1528100,0,0
11897,inherent vice,2014,tt1791528,0,1
11899,top five,2014,tt2784678,0,0
11900,goodbye to all that,2014,tt2437548,0,0
11901,annie,2014,tt1823664,0,0
11902,night at the museum secret of the tomb,2014,tt2692250,0,0
11904,big eyes,2014,tt1126590,0,0
11905,the interview,2014,tt2788710,0,0
11906,into the woods,2014,tt2180411,0,1
11907,unbroken,2014,tt1809398,0,0
11908,redirected,2014,tt2275946,0,0
11910,lilting,2014,tt2560102,0,0
11911,frank,2014,tt1605717,0,0
11912,appropriate behaviour,2014,tt3077108,0,0
11913,god help the girl,2014,tt2141751,0,0
11914,a most wanted man,2014,tt1972571,0,0
11915,calvary,2014,tt2234003,0,0
11917,"20,000 days on earth",2014,tt2920540,0,0
11918,the trip to italy,2014,tt2967006,0,0
11919,noble,2014,tt2626090,0,0
11920,the grand budapest hotel,2014,tt2278388,0,3
11921,'71,2014,tt2614684,0,0
11922,a long way down,2014,tt0458413,0,0
11923,cuban fury,2014,tt2390237,0,0
11924,little happiness,2014,tt2717162,0,0
11925,before i disappear,2014,tt3060492,0,0
11926,ironclad battle for blood,2014,tt2404583,0,0
11927,the ninth cloud,2014,tt0424859,0,0
11928,the quiet ones,2014,tt2235779,0,0
11929,deadly virtues,2014,tt2824852,0,0
11930,let us prey,2014,tt3148348,0,0
11931,virunga,2014,tt3455224,0,0
11932,the canal,2014,tt2517658,0,0
11933,beyond,2014,tt2377414,0,0
11934,"27, memory lane",2014,tt2374711,0,0
11935,plastic,2014,tt2556874,0,0
11937,catch me daddy,2014,tt2626964,0,0
11938,the salvation,2014,tt2720680,0,0
11939,snow in paradise,2014,tt2147521,0,0
11940,jimmy's hall,2014,tt3110960,0,0
11942,chef,2014,tt2883512,0,0
11943,pride,2014,tt3169706,0,0
11944,downhill,2014,tt2701390,0,0
11945,top dog,2014,tt2626460,0,0
11946,tamanna,2014,tt2716194,0,0
11947,hyena,2014,tt1837574,0,0
11948,the anomaly,2014,tt2962726,0,0
11949,hide and seek,2014,tt4442216,0,0
11950,secret sharer,2014,tt2179211,0,0
11951,set fire to the stars,2014,tt3455740,0,0
11952,the guvnors,2014,tt2992524,0,0
11954,walking on sunshine,2014,tt2107861,0,0
11955,play with me,2014,tt3670670,0,0
11956,desert dancer,2014,tt2403393,0,0
11957,ramanujan,2014,tt3037162,0,0
11958,the hooligan factory,2014,tt2360446,0,0
11960,the inbetweeners 2,2014,tt3097204,0,0
11962,hector and the search for happiness,2014,tt1626146,0,0
11963,the forgotten,2014,tt2145909,0,0
11964,the last showing,2014,tt2179239,0,0
11965,the sleeping room,2014,tt3298190,0,0
11966,the november man,2014,tt2402157,0,0
11967,the imitation game,2014,tt2084970,1,5
11968,before i go to sleep,2014,tt1726592,0,0
11969,the dead lands,2014,tt3399916,0,0
11970,theeb,2014,tt3170902,0,0
11971,big game,2014,tt2088003,0,0
11972,x+y,2014,tt2790182,0,0
11973,gemma bovery,2014,tt2788556,0,0
11974,roger waters the wall,2014,tt3970482,0,0
11975,the duke of burgundy,2014,tt2570858,0,0
11976,the face of an angel,2014,tt2967008,0,0
11977,meet me in montenegro,2014,tt2151739,0,0
11978,miss julie,2014,tt2667960,0,0
11979,the theory of everything,2014,tt2980516,1,4
11980,the mirror,2014,tt3547900,0,0
11981,learning to drive,2014,tt3062976,0,0
11982,an bronntanas,2014,tt2792326,0,0
11983,my old lady,2014,tt2908856,0,0
11984,one night in istanbul,2014,tt1800351,0,0
11985,a little chaos,2014,tt2639254,0,0
11986,devil's tower,2014,tt2290534,0,0
11988,the riot club,2014,tt2717860,0,0
11990,what we did on our holiday,2014,tt2725962,0,0
11991,bonobo,2014,tt2712990,0,0
11992,the quiet hour,2014,tt2645188,0,0
11993,effie gray,2014,tt1605798,0,0
11994,monsters dark continent,2014,tt1935302,0,0
11995,trash,2014,tt1921149,0,0
11996,candlestick,2014,tt2660294,0,0
11997,testament of youth,2014,tt1441953,0,0
11998,son of a gun,2014,tt2452200,0,0
11999,"love, rosie",2014,tt1638002,0,0
12000,northern soul,2014,tt1837613,0,0
12001,robot overlords,2014,tt2145829,0,0
12002,the smoke,2014,tt3143398,0,0
12003,treehouse,2014,tt1791681,0,0
12005,the knife that killed me,2014,tt2087982,0,0
12006,allies,2014,tt3204734,0,0
12007,bhopal a prayer for rain,2014,tt0839742,0,0
12009,"nativity 3 dude, where's my donkey?",2014,tt3558642,0,0
12010,the journey,2014,tt3144678,0,0
12011,paddington,2014,tt1109624,0,0
12012,dry,2014,tt4630332,0,0
12013,black sea,2014,tt2261331,0,0
12014,get santa,2014,tt1935940,0,0
12015,kingsman the secret service,2014,tt2802144,0,0
12016,seventh son,2014,tt1121096,0,0
12017,selma,2014,tt1020072,0,1
12018,altar,2014,tt3484800,0,0
12021,from here to eternity the musical,2014,tt4253462,0,0
12022,highway to dhampus,2014,tt2296799,0,0
12023,lee evans monsters,2014,tt4220474,0,0
12024,lost in karastan,2014,tt2316627,0,0
12025,monty python live (mostly),2014,tt3872778,0,0
12026,the president,2014,tt3966942,0,0
12027,star wars the force unleashed ii,2014,tt3510476,0,0
12029,what goes up,2014,tt3335210,0,0
12035,blackhat,2015,tt2717822,0,0
12038,spare parts,2015,tt3233418,0,0
12039,the wedding ringer,2015,tt0884732,0,0
12040,vice,2015,tt3480796,0,0
12042,the boy next door,2015,tt3181822,0,0
12044,mortdecai,2015,tt3045616,0,0
12046,strange magic,2015,tt4191054,0,0
12049,the loft,2015,tt4058650,0,0
12050,project almanac,2015,tt2436386,0,0
12051,wild card,2015,tt2231253,0,0
12054,jupiter ascending,2015,tt1617661,0,0
12058,the spongebob movie sponge out of water,2015,tt2279373,0,0
12060,accidental love,2015,tt1137470,0,0
12062,fifty shades of grey,2015,tt2322441,0,0
12063,kingsman the secret service,2015,tt5026378,0,0
12064,the secret service,2015,tt5026378,0,0
12066,the duff,2015,tt1666801,0,0
12067,hot tub time machine 2,2015,tt2637294,0,0
12068,hot tub time machine,2015,tt2637294,0,0
12069,"mcfarland, usa",2015,tt2097298,0,0
12071,focus,2015,tt2381941,0,0
12072,the lazarus effect,2015,tt2918436,0,0
12075,bad asses on the bayou,2015,tt3525346,0,0
12076,bad asses,2015,tt3525346,0,0
12077,chappie,2015,tt1823672,0,0
12078,road hard,2015,tt3110770,0,0
12079,the second best exotic marigold hotel,2015,tt2555736,0,0
12080,unfinished business,2015,tt2358925,0,0
12081,cinderella,2015,tt1661199,0,0
12084,home sweet hell,2015,tt2802136,0,0
12086,muck,2015,tt2207484,0,0
12087,run all night,2015,tt2199571,0,0
12088,danny collins,2015,tt1772288,0,0
12090,insurgent,2015,tt2908446,0,0
12091,divergent,2015,tt5251060,0,0
12092,do you believe,2015,tt4056738,0,0
12093,the gunman,2015,tt2515034,0,0
12094,tracers,2015,tt2401097,0,0
12095,the walking deceased,2015,tt3499458,0,0
12096,get hard,2015,tt2561572,0,0
12097,home,2015,tt2224026,0,0
12101,furious 7,2015,tt2820852,0,0
12102,fast & furious 6,2015,tt3757982,0,0
12103,woman in gold,2015,tt2404425,0,0
12104,the longest ride,2015,tt2726560,0,0
12106,1915,2015,tt3781762,0,0
12110,child 44,2015,tt1014763,0,0
12111,monkey kingdom,2015,tt3660770,0,0
12112,paul blart mall cop 2,2015,tt3450650,0,0
12113,paul blart mall cop,2015,tt3450650,0,0
12115,true story,2015,tt2273657,0,0
12116,unfriended,2015,tt4836716,0,0
12118,blackbird,2015,tt4936018,0,0
12119,brotherly love,2015,tt3262990,0,0
12121,little boy,2015,tt1810683,0,0
12122,the age of adaline,2015,tt1655441,0,0
12123,avengers age of ultron,2015,tt2395427,0,0
12124,far from the madding crowd,2015,tt2935476,0,0
12125,the d train,2015,tt2690138,0,0
12126,maggie,2015,tt1881002,0,0
12127,mad max fury road,2015,tt1392190,0,2
12128,pitch perfect 2,2015,tt2848292,0,0
12129,poltergeist,2015,tt1029360,0,0
12130,tomorrowland,2015,tt1964418,0,0
12132,aloha,2015,tt1243974,0,0
12133,spy,2015,tt3079380,0,0
12134,insidious chapter 3,2015,tt3195644,0,0
12135,jurassic world,2015,tt0369610,0,0
12136,inside out,2015,tt2096673,0,1
12137,ted 2,2015,tt2637276,0,0
12138,terminator genisys,2015,tt1340138,0,0
12140,minions,2015,tt2293640,0,0
12143,ant-man,2015,tt0478970,0,0
12144,trainwreck,2015,tt3152624,0,0
12145,pixels,2015,tt2120120,0,0
12146,the vatican tapes,2015,tt1524575,0,0
12148,no escape,2015,tt1781922,0,0
12149,agent 47,2015,tt2679042,0,0
12150,black mass,2015,tt1355683,0,0
12151,everest,2015,tt2719848,0,0
12152,war pigs,2015,tt3779300,0,0
12153,the martian,2015,tt3659388,0,3
12155,crimson peak,2015,tt2554274,0,0
12156,the peanuts movie,2015,tt2452042,0,0
12158,mockingjay,2015,tt1951266,0,0
12159,the good dinosaur,2015,tt1979388,0,0
12160,victor frankenstein,2015,tt1976009,0,0
12161,in the heart of the sea,2015,tt1390411,0,0
12163,concussion,2015,tt3322364,0,0
12164,daddy's home,2015,tt1528854,0,0
12165,joy,2015,tt2446980,0,1
12166,point break,2015,tt2058673,0,0
12167,the revenant,2015,tt1663202,2,4
12168,ex machina,2015,tt5262674,0,1
12170,shaun the sheep movie,2015,tt2872750,0,0
12171,shaun the sheep,2015,tt2872750,0,0
12172,slow west,2015,tt3205376,0,0
12173,the hallow,2015,tt2474976,0,0
12174,brooklyn,2015,tt2381111,0,3
12175,45 years,2015,tt3544082,0,1
12178,life,2015,tt2948840,0,0
12181,a dark reflection,2015,tt2662218,0,0
12184,nina forever,2015,tt2885628,0,0
12185,dark places,2015,tt2402101,0,0
12186,molly moon and the incredible book of hypnotism,2015,tt2445178,0,0
12188,tale of tales,2015,tt3278330,0,0
12191,man up,2015,tt3064298,0,0
12195,a royal night out,2015,tt1837562,0,0
12196,the lobster,2015,tt3464902,0,0
12197,amy,2015,tt2870648,0,0
