,imdbID,title,year,n_votes,imdb_rating,box_office,cast,genre,running_time,inflation_factor,box_office_adjusted,metscore,rotten_tomatoes,other_wins,other_noms
2605,tt0073113,the hindenburg,1975,4759,6.3,27.9,3.0,3.0,125.0,1.858736059479554,51.858736059479554,,3.3,2.0,1.0
2606,tt0084865,victor victoria,1982,18184,7.6,28.22,5.0,2.0,132.0,1.0362694300518136,29.243523316062173,8.4,9.7,10.0,15.0
2607,tt0085678,high road to china,1983,4611,6.1,28.45,7.0,5.0,105.0,1.0040160642570282,28.56425702811245,4.2,,0.0,2.0
2608,tt0099204,cadillac man,1990,12612,5.7,27.6,4.0,2.0,97.0,0.7651109410864576,21.117061973986228,5.0,5.5,0.0,0.0
2609,tt1821549,nebraska,2013,107093,7.7,27.7,5.0,3.0,115.0,0.4292637697085728,11.890606420927467,8.6,9.1,29.0,159.0
2610,tt0088242,teachers,1984,3581,6.0,27.77,7.0,2.0,106.0,0.9624639076034648,26.727622714148215,,6.2,0.0,0.0
2611,tt0107659,loaded weapon 1,1993,42708,6.2,28.0,6.0,3.0,83.0,0.6920415224913494,19.377162629757787,,1.7,0.0,0.0
2612,tt0181984,boiler room,2000,47097,7.0,28.0,6.0,3.0,120.0,0.5807200929152149,16.260162601626018,6.3,6.6,1.0,9.0
2613,tt0074860,marathon man,1976,53960,7.5,28.2,5.0,2.0,125.0,1.7574692442882252,49.56063268892794,6.4,8.0,4.0,9.0
2614,tt0095107,ernest saves christmas,1988,9416,5.6,28.2,1.0,2.0,95.0,0.8453085376162299,23.837700760777683,4.4,3.6,0.0,0.0
2615,tt0107554,menace ii society,1993,47962,7.5,27.9,4.0,3.0,97.0,0.6920415224913494,19.30795847750865,7.6,8.4,2.0,4.0
2617,tt0060665,a man for all seasons,1966,28716,7.7,28.4,6.0,2.0,120.0,3.08641975308642,87.6543209876543,7.2,8.2,27.0,8.0
2618,tt0061385,barefoot in the park,1967,15101,7.0,28.0,2.0,2.0,106.0,2.9940119760479047,83.83233532934132,5.5,8.3,0.0,6.0
2619,tt0075314,taxi driver,1976,665169,8.3,28.3,7.0,4.0,113.0,1.7574692442882252,49.73637961335678,9.4,9.7,21.0,15.0
2620,tt0071424,dirty mary crazy larry,1974,5820,6.7,28.4,4.0,4.0,92.0,2.028397565922921,57.60649087221096,5.2,4.7,0.0,0.0
2621,tt0120735,"lock, stock and two smoking barrels",1998,503727,8.2,28.1,7.0,2.0,106.0,0.6134969325153374,17.239263803680984,6.6,7.5,13.0,7.0
2622,tt0119051,the edge,1997,64382,6.9,,6.0,4.0,95.0,0.6230529595015576,,,6.3,0.0,3.0
2623,tt0367959,hannibal rising,2007,98910,6.2,82.2,4.0,4.0,121.0,0.482392667631452,39.65267727930536,3.5,1.6,0.0,2.0
2625,tt0087892,a passage to india,1984,15793,7.3,27.2,7.0,4.0,163.0,0.9624639076034648,26.179018286814237,,8.3,20.0,26.0
2626,tt0160916,the story of us,1999,20441,6.0,58.9,2.0,3.0,95.0,0.6002400960384154,35.35414165666268,3.7,2.8,1.0,4.0
2627,tt0119081,event horizon,1997,147425,6.7,26.7,4.0,3.0,96.0,0.6230529595015576,16.635514018691588,3.5,2.7,1.0,1.0
2628,tt4731136,a cure for wellness,2016,73912,6.4,26.6,3.0,4.0,146.0,0.4166545142433346,11.083010078872702,4.7,4.2,4.0,5.0
2629,tt0465602,shoot 'em up,2007,140994,6.7,26.8,4.0,1.0,86.0,0.482392667631452,12.928123492522914,4.9,6.7,0.0,3.0
2630,tt0120841,species ii,1998,26123,4.4,26.8,7.0,4.0,93.0,0.6134969325153374,16.441717791411044,1.9,0.9,0.0,0.0
2631,tt0435670,the invisible,2007,33683,6.2,26.8,5.0,4.0,102.0,0.482392667631452,12.928123492522914,3.6,2.0,0.0,1.0
2632,tt1017460,splice,2009,89349,5.7,26.9,3.0,3.0,104.0,0.4661200632058805,12.538629700238184,6.6,7.6,4.0,23.0
2633,tt0118929,dark city,1998,180119,7.6,27.2,6.0,3.0,111.0,0.6134969325153374,16.687116564417177,6.6,,10.0,15.0
2634,tt0870111,frost/nixon,2008,97964,7.7,27.4,8.0,3.0,122.0,0.4644617120987632,12.72625091150611,8.0,9.3,23.0,73.0
2635,tt0493405,chips,2017,38971,6.0,26.8,5.0,3.0,101.0,0.40796344647519583,10.933420365535248,2.8,1.8,2.0,1.0
2636,tt0100133,memphis belle,1990,25665,6.9,27.0,11.0,3.0,107.0,0.7651109410864576,20.657995409334355,,6.7,1.0,3.0
2637,tt0080745,flash gordon,1980,47038,6.5,27.1,9.0,4.0,114.0,1.2135922330097086,32.8883495145631,5.8,8.0,2.0,9.0
2638,tt0082350,an eye for an eye,1981,3299,5.5,26.9,5.0,5.0,101.0,1.1001100110011002,29.59295929592959,,,0.0,0.0
2639,tt0116260,eye for an eye,1996,12421,6.2,26.9,5.0,4.0,101.0,0.6373486297004461,17.144678138942,,,0.0,0.0
2640,tt0097441,glory,1989,114530,7.8,27.0,4.0,3.0,122.0,0.8064516129032259,21.774193548387103,7.8,9.3,11.0,18.0
2641,tt0117723,spy hard,1996,34644,5.4,26.9,6.0,4.0,81.0,0.6373486297004461,17.144678138942,2.5,0.8,0.0,0.0
2642,tt0089841,prizzi's honor,1985,21457,6.7,26.66,3.0,3.0,130.0,0.9293680297397772,24.776951672862452,8.4,8.6,25.0,24.0
2643,tt0083530,airplane ii: the sequel,1982,46062,6.2,27.2,5.0,3.0,85.0,1.0362694300518136,28.18652849740933,4.8,4.2,0.0,0.0
2644,tt0096787,all dogs go to heaven,1989,33228,6.8,27.1,7.0,5.0,85.0,0.8064516129032259,21.854838709677423,5.0,5.8,0.0,1.0
2645,tt0107840,poetic justice,1993,11632,6.0,27.0,5.0,2.0,109.0,0.6920415224913494,18.685121107266433,5.1,3.7,4.0,4.0
2646,tt1571222,a dangerous method,2011,94438,6.4,27.46,4.0,4.0,99.0,0.4445649709476792,12.20775410222327,7.6,7.8,18.0,27.0
2647,tt0120609,the big hit,1998,27452,6.1,27.01,10.0,3.0,91.0,0.6134969325153374,16.570552147239265,3.1,4.1,0.0,0.0
2648,tt0085694,the house on sorority row,1983,6421,6.0,10.6,2.0,3.0,91.0,1.0040160642570282,10.6425702811245,5.0,5.6,0.0,0.0
2649,tt0104940,the muppet christmas carol,1992,43270,7.7,27.2,10.0,4.0,86.0,0.7127583749109052,19.38702779757662,6.4,7.5,1.0,1.0
2650,tt0116493,harriet the spy,1996,9142,5.9,26.6,2.0,3.0,102.0,0.6373486297004461,16.95347355003187,,4.8,3.0,2.0
2651,tt3715320,irrational man,2015,52590,6.6,27.4,4.0,4.0,95.0,0.42191066463587,11.560352211022836,5.3,4.6,0.0,2.0
2652,tt0082416,the french lieutenant's woman,1981,10834,7.0,26.89,3.0,2.0,127.0,1.1001100110011002,29.58195819581959,6.4,7.8,9.0,15.0
2653,tt0054847,el cid,1961,11925,7.2,26.62,8.0,5.0,184.0,3.3444816053511706,89.03010033444815,7.9,9.2,7.0,10.0
2654,tt0083929,fast times at ridgemont high,1982,87227,7.2,27.1,7.0,2.0,90.0,1.0362694300518136,28.08290155440415,6.7,7.8,1.0,1.0
2655,tt0424345,clerks ii,2006,125589,7.3,27.0,6.0,1.0,97.0,0.4960317460317461,13.392857142857142,6.5,6.3,3.0,3.0
2656,tt1727388,the way way back,2013,134313,7.4,26.9,10.0,2.0,103.0,0.4292637697085728,11.547195405160608,6.8,8.3,5.0,30.0
2657,tt0089017,desperately seeking susan,1985,19598,6.0,27.3,4.0,2.0,104.0,0.9293680297397772,25.371747211895915,7.1,8.3,1.0,3.0
2658,tt1853739,you're next,2011,82005,6.5,26.9,7.0,4.0,94.0,0.4445649709476792,11.95879771849257,6.6,7.8,11.0,20.0
2659,tt1449283,winnie the pooh,2011,20211,7.2,50.1,9.0,4.0,63.0,0.4445649709476792,22.272705044478727,7.4,9.1,2.0,25.0
2660,tt0985694,machete,2010,184554,6.6,44.1,9.0,3.0,105.0,0.4585977913930367,20.224162600432923,6.0,7.2,2.0,6.0
2661,tt0118604,an american werewolf in paris,1997,22133,5.1,26.6,8.0,3.0,102.0,0.6230529595015576,16.573208722741434,3.1,0.7,3.0,1.0
2662,tt0110099,i.q.,1994,22590,6.2,26.38,4.0,3.0,95.0,0.6747638326585695,17.800269905533067,6.6,4.4,0.0,0.0
2663,tt0119223,great expectations,1998,49138,6.9,55.5,6.0,3.0,111.0,0.6134969325153374,34.04907975460123,5.5,3.7,1.0,3.0
2664,tt3750872,the wife,2017,28751,7.2,18.4,7.0,1.0,100.0,0.40796344647519583,7.506527415143603,7.7,,16.0,21.0
2665,tt0435625,the descent,2005,188809,7.2,57.1,6.0,3.0,100.0,0.5120327700972862,29.237071172555048,7.1,8.5,8.0,18.0
2666,tt0084335,missing,1982,16921,7.7,16.0,4.0,3.0,122.0,1.0362694300518136,16.580310880829018,7.8,9.7,10.0,18.0
2667,tt0462396,the last legion,2007,33063,5.4,25.67,5.0,3.0,102.0,0.482392667631452,12.383019778099374,3.7,1.5,0.0,2.0
2668,tt0087089,the cotton club,1984,15061,6.5,25.9,9.0,2.0,128.0,0.9624639076034648,24.927815206929736,6.8,7.5,1.0,6.0
2670,tt0116225,escape from l.a.,1996,65425,5.7,25.5,7.0,4.0,101.0,0.6373486297004461,16.252390057361378,5.4,5.2,0.0,3.0
2671,tt0327247,the whole ten yards,2004,52018,5.5,26.0,5.0,3.0,98.0,0.5293806246691372,13.763896241397564,2.4,0.4,1.0,1.0
2672,tt5390504,detroit,2017,42723,7.3,26.0,13.0,2.0,143.0,0.40796344647519583,10.607049608355092,7.7,8.4,5.0,19.0
2673,tt0118768,the brave,1997,8770,6.3,,5.0,1.0,123.0,0.6230529595015576,,,3.3,0.0,3.0
2674,tt3829920,only the brave,2017,49133,7.7,25.8,6.0,3.0,133.0,0.40796344647519583,10.525456919060053,7.2,8.7,0.0,3.0
2675,tt0204175,boys and girls,2000,15365,5.4,25.8,5.0,3.0,94.0,0.5807200929152149,14.982578397212546,2.9,1.1,0.0,0.0
2676,tt0119675,mimic,1997,43729,5.9,25.5,7.0,2.0,106.0,0.6230529595015576,15.887850467289717,5.5,6.1,3.0,7.0
2677,tt0210616,center stage,2000,17762,6.7,26.3,6.0,2.0,111.0,0.5807200929152149,15.272938443670151,5.2,4.2,1.0,0.0
2678,tt4537896,white boy rick,2018,19964,6.4,26.0,12.0,3.0,111.0,0.3982366082984544,10.354151815759817,5.9,5.9,0.0,1.0
2679,tt0064418,"hello, dolly!",1969,12433,7.1,26.0,6.0,4.0,148.0,2.7247956403269757,70.84468664850135,5.1,4.3,1.0,13.0
2680,tt1966359,father figures,2017,15697,5.5,25.6,10.0,2.0,113.0,0.40796344647519583,10.443864229765014,2.2,1.7,0.0,1.0
2681,tt0108101,shadowlands,1993,15594,7.3,25.84,2.0,3.0,131.0,0.6920415224913494,17.88235294117647,,9.7,7.0,11.0
2682,tt0239948,saving silverman,2001,37213,5.9,26.0,7.0,3.0,90.0,0.564652738565782,14.680971202710333,2.2,1.8,0.0,0.0
2683,tt0951216,mad money,2008,19594,5.8,26.4,4.0,3.0,104.0,0.4644617120987632,12.261789199407348,4.1,2.2,0.0,2.0
2684,tt2547584,the light between oceans,2016,47833,7.2,26.0,5.0,2.0,132.0,0.4166545142433346,10.8330173703267,6.0,6.2,1.0,11.0
2685,tt1712261,triple 9,2016,61893,6.3,25.9,9.0,3.0,115.0,0.4166545142433346,10.791351918902366,5.2,5.3,0.0,4.0
2686,tt0094731,betrayed,1988,5110,6.3,25.8,4.0,3.0,127.0,0.8453085376162299,21.808960270498734,,4.2,0.0,0.0
2687,tt0095188,funny farm,1988,18332,6.2,25.54,6.0,2.0,101.0,0.8453085376162299,21.58918005071851,5.0,6.5,0.0,0.0
2688,tt0092605,baby boom,1987,12929,6.2,26.0,4.0,3.0,103.0,0.8802816901408451,22.887323943661972,5.3,7.4,0.0,3.0
2689,tt0113819,mighty aphrodite,1995,36236,7.0,26.0,10.0,3.0,95.0,0.6561679790026247,17.060367454068242,5.9,7.7,11.0,13.0
2690,tt0116311,first kid,1996,9592,5.2,26.49,3.0,1.0,101.0,0.6373486297004461,16.883365200764818,4.8,2.3,0.0,1.0
2691,tt0102517,necessary roughness,1991,9703,6.2,26.3,5.0,1.0,108.0,0.7342143906020558,19.30983847283407,4.5,3.1,0.0,0.0
2692,tt0106308,army of darkness,1992,154948,7.5,25.5,2.0,2.0,81.0,0.7127583749109052,18.175338560228084,5.7,7.3,10.0,7.0
2693,tt0088683,agnes of god,1985,6413,6.6,25.6,3.0,2.0,98.0,0.9293680297397772,23.791821561338296,,4.3,1.0,2.0
2694,tt0112508,billy madison,1995,123787,6.4,26.4,6.0,1.0,89.0,0.6561679790026247,17.322834645669293,1.6,4.0,0.0,1.0
2695,tt0127723,can't hardly wait,1998,42774,6.5,25.61,6.0,2.0,101.0,0.6134969325153374,15.711656441717789,5.2,4.0,0.0,2.0
2696,tt0195234,saving grace,2000,16953,6.9,26.33,4.0,2.0,93.0,0.5807200929152149,15.290360046457607,6.2,6.3,4.0,8.0
2697,tt0103919,candyman,1992,62029,6.6,25.7,4.0,2.0,101.0,0.7127583749109052,18.317890235210267,6.1,7.5,5.0,7.0
2698,tt0082763,modern problems,1981,4579,5.1,26.15,6.0,3.0,89.0,1.1001100110011002,28.76787678767877,2.7,,0.0,1.0
2699,tt0087755,the muppets take manhattan,1984,18184,6.9,25.5,12.0,4.0,94.0,0.9624639076034648,24.542829643888354,6.4,8.3,0.0,2.0
2700,tt0104454,howards end,1992,26523,7.4,26.1,8.0,2.0,142.0,0.7127583749109052,18.60299358517463,8.9,9.4,29.0,48.0
2701,tt1174732,an education,2009,124167,7.3,26.1,7.0,1.0,100.0,0.4661200632058805,12.165733649673484,8.5,9.4,36.0,93.0
2702,tt0080678,the elephant man,1980,205275,8.1,26.0,5.0,3.0,124.0,1.2135922330097086,31.553398058252426,7.7,9.1,10.0,13.0
2703,tt0284837,ali g indahouse,2002,80572,6.2,25.9,2.0,1.0,88.0,0.555864369093941,14.396887159533069,,5.6,0.0,0.0
2704,tt0064117,cactus flower,1969,8691,7.2,25.8,3.0,2.0,103.0,2.7247956403269757,70.29972752043597,6.7,8.8,2.0,6.0
2705,tt0073092,hard times,1975,8660,7.3,26.5,4.0,3.0,93.0,1.858736059479554,49.256505576208184,6.9,9.2,0.0,0.0
2706,tt0082948,private lessons,1981,3046,5.2,26.3,3.0,1.0,87.0,1.1001100110011002,28.932893289328927,3.4,0.0,0.0,1.0
2707,tt0063829,"yours, mine and ours",1968,7203,7.2,25.91,3.0,1.0,111.0,2.8735632183908053,74.45402298850577,,5.0,2.0,2.0
2708,tt0082495,halloween ii,1981,68469,6.5,25.5,2.0,2.0,92.0,1.1001100110011002,28.052805280528048,4.0,2.8,1.0,3.0
2709,tt0087800,a nightmare on elm street,1984,191650,7.5,25.5,5.0,1.0,91.0,0.9624639076034648,24.542829643888354,7.6,9.4,3.0,5.0
2710,tt0089686,a nightmare on elm street 2: freddy's revenge,1985,57069,5.5,25.5,5.0,1.0,91.0,0.9293680297397772,23.698884758364315,4.3,4.1,0.0,1.0
2711,tt0099800,house party,1990,12191,6.4,26.4,3.0,2.0,100.0,0.7651109410864576,20.19892884468248,7.6,9.3,2.0,10.0
2712,tt0102065,house party 2,1991,5642,5.3,638.0,9.0,2.0,94.0,0.7342143906020558,468.42878120411166,,2.1,0.0,0.0
2713,tt0443295,"yours, mine & ours",2005,25272,5.5,72.0,7.0,2.0,88.0,0.5120327700972862,36.86635944700461,3.8,0.6,2.0,4.0
2714,tt0077889,magic,1978,8313,6.8,23.8,5.0,3.0,107.0,1.5337423312883436,36.50306748466258,,8.3,2.0,4.0
2715,tt0120679,frida,2002,75876,7.4,56.3,7.0,3.0,123.0,0.555864369093941,31.295163979988875,6.1,7.5,15.0,46.0
2716,tt0089461,the last dragon,1985,12155,6.9,33.0,7.0,3.0,107.0,0.9293680297397772,30.669144981412643,,5.8,0.0,2.0
2717,tt0112851,desperado,1995,163480,7.2,25.4,6.0,2.0,105.0,0.6561679790026247,16.666666666666668,5.5,6.1,1.0,4.0
2718,tt0238112,captain corelli's mandolin,2001,31742,5.9,62.11,4.0,3.0,129.0,0.564652738565782,35.07058159232072,3.6,2.8,2.0,5.0
2719,tt0090738,black widow,1987,8090,6.3,25.21,5.0,3.0,102.0,0.8802816901408451,22.191901408450708,,4.8,0.0,0.0
2720,tt1390411,in the heart of the sea,2015,111835,6.9,93.9,6.0,4.0,121.0,0.42191066463587,39.617411409308204,4.7,4.3,1.0,5.0
2721,tt0462322,grindhouse,2007,172381,7.5,25.4,25.0,3.0,191.0,0.482392667631452,12.252773757838881,7.7,8.4,7.0,15.0
2722,tt0111756,wyatt earp,1994,42705,6.7,25.1,3.0,3.0,190.0,0.6747638326585695,16.936572199730097,4.7,4.4,3.0,5.0
2723,tt1124037,free state of jones,2016,46835,6.9,25.0,4.0,5.0,140.0,0.4166545142433346,10.416362856083364,5.3,4.6,3.0,4.0
2724,tt0120824,the shipping news,2001,31128,6.7,25.0,4.0,1.0,111.0,0.564652738565782,14.116318464144552,4.7,5.5,2.0,11.0
2725,tt0395972,north country,2005,37722,7.3,25.2,8.0,1.0,126.0,0.5120327700972862,12.903225806451614,6.8,6.9,6.0,17.0
2726,tt3381008,the brothers grimsby,2016,84750,6.2,25.2,6.0,4.0,83.0,0.4166545142433346,10.499693758932034,4.4,3.8,0.0,1.0
2727,tt0110932,quiz show,1994,61915,7.5,24.8,5.0,3.0,133.0,0.6747638326585695,16.734143049932523,8.8,9.6,6.0,28.0
2728,tt0119668,midnight in the garden of good and evil,1997,35427,6.6,25.1,2.0,3.0,155.0,0.6230529595015576,15.638629283489097,5.7,4.9,1.0,4.0
2729,tt0308383,the human stain,2003,28294,6.2,24.9,4.0,3.0,106.0,0.5434782608695652,13.532608695652172,5.7,4.2,3.0,5.0
2730,tt0093260,innerspace,1987,50848,6.8,25.0,4.0,4.0,120.0,0.8802816901408451,22.007042253521128,6.6,8.2,1.0,4.0
2731,tt0272338,punch-drunk love,2002,136708,7.3,24.7,5.0,3.0,95.0,0.555864369093941,13.729849916620342,7.8,8.0,14.0,36.0
2732,tt0116329,fly away home,1996,22331,6.8,25.14,4.0,2.0,107.0,0.6373486297004461,16.022944550669216,,8.7,5.0,6.0
2733,tt0060164,the bible: in the beginning...,1966,4420,6.3,25.3,6.0,2.0,174.0,3.08641975308642,78.08641975308642,,,6.0,4.0
2734,tt0065528,catch-22,1970,20764,7.2,24.91,10.0,3.0,122.0,2.5773195876288657,64.20103092783505,7.0,7.9,0.0,4.0
2735,tt0094890,cocoon: the return,1988,14596,5.4,25.0,12.0,6.0,116.0,0.8453085376162299,21.132713440405745,4.5,3.3,0.0,4.0
2736,tt0292963,before the devil knows you're dead,2007,91348,7.3,25.0,4.0,3.0,117.0,0.482392667631452,12.059816690786299,8.4,8.8,17.0,27.0
2737,tt0091188,heartburn,1986,8516,6.1,25.3,2.0,3.0,109.0,0.9124087591240876,23.083941605839424,4.9,4.7,1.0,1.0
2738,tt0975645,hitchcock,2012,69341,6.8,24.7,8.0,3.0,98.0,0.4355514516929884,10.758120856816811,5.5,6.0,5.0,28.0
2739,tt0087747,moscow on the hudson,1984,10286,6.5,25.07,3.0,3.0,115.0,0.9624639076034648,24.128970163618867,6.7,8.6,0.0,1.0
2740,tt0091554,the morning after,1986,5501,5.9,25.1,3.0,3.0,103.0,0.9124087591240876,22.901459854014607,,7.1,0.0,0.0
2741,tt0059243,the great race,1965,15028,7.2,25.33,7.0,3.0,160.0,3.1746031746031744,80.4126984126984,7.1,7.4,2.0,14.0
2742,tt0387575,seed of chucky,2004,36395,4.8,24.8,6.0,4.0,86.0,0.5293806246691372,13.128639491794601,4.6,3.3,1.0,6.0
2743,tt0250310,corky romano,2001,12068,4.7,25.3,10.0,2.0,86.0,0.564652738565782,14.285714285714285,2.0,0.7,0.0,1.0
2744,tt0102316,little man tate,1991,13184,6.6,25.0,4.0,1.0,99.0,0.7342143906020558,18.3553597650514,7.1,7.3,2.0,1.0
2745,tt0101757,don't tell mom the babysitter's dead,1991,25962,6.2,25.1,5.0,1.0,102.0,0.7342143906020558,18.4287812041116,3.5,,0.0,4.0
2746,tt0076507,the other side of midnight,1977,1469,6.2,24.7,4.0,4.0,165.0,1.6501650165016502,40.759075907590756,,,0.0,0.0
2747,tt0074812,logan's run,1976,48744,6.8,25.0,6.0,2.0,118.0,1.7574692442882252,43.93673110720563,5.3,6.1,7.0,2.0
2748,tt0064615,mackenna's gold,1969,7409,6.8,25.0,13.0,4.0,128.0,2.7247956403269757,68.11989100817438,,2.0,0.0,1.0
2749,tt1315981,a single man,2009,101195,7.6,25.0,4.0,2.0,100.0,0.4661200632058805,11.653001580147011,7.7,8.5,39.0,55.0
2750,tt0082340,escape from new york,1981,115555,7.2,25.2,7.0,3.0,99.0,1.1001100110011002,27.722772277227726,7.6,8.5,0.0,4.0
2751,tt0057187,irma la douce,1963,15579,7.4,25.25,2.0,3.0,147.0,3.2679738562091503,82.51633986928104,,7.9,5.0,7.0
2752,tt0075268,stay hungry,1976,3748,5.6,24.85,2.0,2.0,102.0,1.7574692442882252,43.6731107205624,6.0,7.1,0.0,1.0
2753,tt0072288,thunderbolt and lightfoot,1974,20544,7.1,25.0,4.0,3.0,115.0,2.028397565922921,50.70993914807303,6.2,8.9,0.0,0.0
2754,tt0053604,the apartment,1960,149612,8.3,24.6,4.0,3.0,125.0,3.378378378378378,83.10810810810811,9.4,9.4,19.0,8.0
2755,tt0054594,the absent minded professor,1961,6645,6.8,25.4,2.0,2.0,97.0,3.3444816053511706,84.94983277591973,7.5,8.2,1.0,5.0
2756,tt0070034,enter the dragon,1973,90807,7.7,90.0,6.0,3.0,102.0,2.2522522522522523,202.70270270270268,8.3,9.4,1.0,0.0
2757,tt0399295,lord of war,2005,282366,7.6,72.6,5.0,4.0,121.0,0.5120327700972862,37.17357910906298,6.2,6.2,2.0,2.0
2758,tt0100029,lionheart,1990,30699,6.2,24.3,5.0,3.0,105.0,0.7651109410864576,18.59219586840092,4.1,2.7,0.0,0.0
2759,tt0875034,nine,2009,41217,5.8,54.0,8.0,3.0,118.0,0.4661200632058805,25.17048341311755,4.9,3.9,8.0,56.0
2760,tt0089961,santa claus: the movie,1985,10613,6.2,23.7,5.0,3.0,108.0,0.9293680297397772,22.026022304832715,,2.0,0.0,0.0
2761,tt0110971,renaissance man,1994,15956,6.2,24.33,4.0,2.0,128.0,0.6747638326585695,16.417004048582996,4.4,1.2,0.0,0.0
2762,tt0457495,alex rider: operation stormbreaker,2006,22538,5.1,23.9,13.0,3.0,93.0,0.4960317460317461,11.85515873015873,4.2,3.5,0.0,3.0
2763,tt0102603,oscar,1991,28217,6.5,23.5,1.0,2.0,109.0,0.7342143906020558,17.254038179148314,,1.2,0.0,3.0
2764,tt1655460,wanderlust,2012,70162,5.6,24.2,7.0,2.0,98.0,0.4355514516929884,10.540345130970321,5.3,5.9,0.0,0.0
2765,tt0271263,eight crazy nights,2002,20659,5.4,23.8,4.0,4.0,76.0,0.555864369093941,13.229571984435795,2.3,1.2,1.0,5.0
2766,tt0108238,striking distance,1993,38483,5.8,24.0,4.0,4.0,101.0,0.6920415224913494,16.608996539792386,,1.7,0.0,0.0
2767,tt0114857,virtuosity,1995,26584,5.6,24.1,6.0,3.0,106.0,0.6561679790026247,15.813648293963256,3.9,3.2,0.0,1.0
2768,tt0221218,the glass house,2001,30373,5.8,23.6,7.0,5.0,103.0,0.564652738565782,13.325804630152454,3.4,2.1,0.0,3.0
2769,tt0264796,life as a house,2001,41922,7.5,23.9,5.0,1.0,124.0,0.564652738565782,13.495200451722187,4.5,4.7,2.0,8.0
2770,tt1798603,bad santa 2,2016,20795,5.6,24.1,6.0,3.0,92.0,0.4166545142433346,10.041373793264363,3.8,2.2,1.0,2.0
2771,tt4276820,the founder,2016,103730,7.2,24.1,7.0,3.0,115.0,0.4166545142433346,10.041373793264363,6.6,8.1,1.0,4.0
2772,tt0120586,american history x,1998,973701,8.5,23.9,7.0,2.0,119.0,0.6134969325153374,14.662576687116564,6.2,8.3,4.0,13.0
2773,tt0091278,iron eagle,1986,12601,5.5,24.16,6.0,2.0,117.0,0.9124087591240876,22.04379562043796,4.1,2.0,0.0,0.0
2774,tt0325258,dickie roberts: former child star,2003,13078,5.5,23.8,3.0,1.0,98.0,0.5434782608695652,12.934782608695652,3.6,2.2,1.0,1.0
2775,tt0086494,two of a kind,1983,3622,4.8,23.65,6.0,3.0,88.0,1.0040160642570282,23.744979919678716,0.5,2.0,0.0,6.0
2776,tt0199626,in the cut,2003,20712,5.3,23.7,3.0,2.0,119.0,0.5434782608695652,12.880434782608695,4.6,3.3,1.0,2.0
2777,tt5322012,wish upon,2017,16090,5.0,23.5,6.0,3.0,90.0,0.40796344647519583,9.587140992167102,3.2,2.0,0.0,2.0
2778,tt0112819,dead presidents,1995,18434,6.9,24.1,6.0,4.0,119.0,0.6561679790026247,15.813648293963256,,4.4,0.0,2.0
2779,tt0082089,body heat,1981,28710,7.4,24.0,3.0,4.0,113.0,1.1001100110011002,26.4026402640264,7.7,9.8,0.0,5.0
2780,tt0119215,good burger,1997,24535,5.7,23.7,3.0,1.0,95.0,0.6230529595015576,14.766355140186914,4.1,3.2,0.0,0.0
2781,tt0080472,bronco billy,1980,10036,6.1,24.27,2.0,4.0,116.0,1.2135922330097086,29.453883495145632,6.6,7.5,0.0,2.0
2782,tt0088128,sixteen candles,1984,97043,7.1,23.7,4.0,2.0,93.0,0.9624639076034648,22.810394610202113,6.1,8.7,2.0,1.0
2783,tt0106223,the adventures of huck finn,1993,7258,6.2,24.1,4.0,3.0,107.0,0.6920415224913494,16.678200692041518,,7.3,0.0,0.0
2784,tt0108451,untamed heart,1993,11985,6.8,24.0,3.0,3.0,102.0,0.6920415224913494,16.608996539792386,,5.4,2.0,1.0
2785,tt0307901,25th hour,2002,163869,7.6,23.9,6.0,1.0,135.0,0.555864369093941,13.285158421345189,6.7,7.8,4.0,15.0
2786,tt0070239,jesus christ superstar,1973,23504,7.4,24.5,4.0,2.0,106.0,2.2522522522522523,55.18018018018018,6.4,5.2,3.0,11.0
2787,tt0086352,spring break,1983,2496,4.9,24.07,10.0,2.0,102.0,1.0040160642570282,24.16666666666667,1.7,2.2,0.0,0.0
2788,tt0078444,an unmarried woman,1978,4227,7.1,24.0,4.0,3.0,125.0,1.5337423312883436,36.809815950920246,,9.1,6.0,14.0
2789,tt0092974,ernest goes to camp,1987,10350,5.5,23.5,1.0,1.0,92.0,0.8802816901408451,20.68661971830986,2.4,6.2,0.0,1.0
2790,tt0061811,in the heat of the night,1967,62234,8.0,24.3,2.0,3.0,109.0,2.9940119760479047,72.7544910179641,7.5,9.6,17.0,14.0
2791,tt0117666,sling blade,1996,83153,8.0,24.4,7.0,1.0,135.0,0.6373486297004461,15.551306564690886,8.4,9.6,13.0,15.0
2792,tt0397065,house of wax,2005,109570,5.3,70.1,7.0,3.0,113.0,0.5120327700972862,35.893497183819754,4.1,2.6,5.0,11.0
2793,tt1179034,from paris with love,2010,108419,6.5,52.83,4.0,3.0,92.0,0.4585977913930367,24.22772131929413,4.2,3.8,0.0,0.0
2794,tt0082467,graduation day,1981,3009,4.8,23.8,4.0,4.0,96.0,1.1001100110011002,26.182618261826182,,5.7,0.0,0.0
2795,tt0395169,hotel rwanda,2004,318661,8.1,33.9,4.0,2.0,121.0,0.5293806246691372,17.94600317628375,7.9,9.1,16.0,45.0
2796,tt0080491,caligula,1979,31931,5.4,23.4,5.0,2.0,156.0,1.3774104683195594,32.23140495867769,,2.3,0.0,2.0
