,imdbID,title,year,n_votes,imdb_rating,box_office,cast,genre,running_time,inflation_factor,box_office_adjusted,metscore,rotten_tomatoes,other_wins,other_noms
886,tt0471042,tower heist,2011,127084,6.2,152.9,8.0,3.0,104.0,0.4445649709476792,67.97398405790014,5.9,6.7,0.0,3.0
887,tt0118971,the devil's advocate,1997,309078,7.5,153.0,6.0,4.0,144.0,0.6230529595015576,95.32710280373831,6.0,6.7,1.0,5.0
888,tt0087363,gremlins,1984,183812,7.3,153.1,5.0,3.0,106.0,0.9624639076034648,147.35322425409046,7.0,8.5,7.0,6.0
889,tt2873282,red sparrow,2018,146584,6.6,151.6,6.0,4.0,140.0,0.3982366082984544,60.372669818045686,5.3,4.5,3.0,8.0
890,tt1279935,date night,2010,146857,6.3,152.3,7.0,3.0,88.0,0.4585977913930367,69.8444436291595,5.6,6.6,4.0,8.0
891,tt0112715,congo,1995,39818,5.2,152.0,6.0,4.0,108.0,0.6561679790026247,99.73753280839895,2.2,2.2,2.0,11.0
892,tt0408236,sweeney todd: the demon barber of fleet street,2007,328522,7.3,152.5,5.0,3.0,116.0,0.482392667631452,73.56488181379643,8.3,8.5,34.0,75.0
893,tt0145681,the bone collector,1999,145067,6.7,151.5,8.0,4.0,118.0,0.6002400960384154,90.93637454981994,4.5,2.8,1.0,3.0
894,tt0101393,backdraft,1991,67727,6.7,152.4,7.0,4.0,137.0,0.7342143906020558,111.89427312775331,3.8,7.4,1.0,8.0
895,tt0117913,a time to kill,1996,122337,7.5,152.0,10.0,3.0,149.0,0.6373486297004461,96.8769917144678,5.4,6.6,7.0,11.0
896,tt0117333,phenomenon,1996,71890,6.4,152.0,5.0,3.0,123.0,0.6373486297004461,96.8769917144678,4.1,5.0,7.0,8.0
897,tt0090264,a view to a kill,1985,82164,6.4,152.4,5.0,4.0,131.0,0.9293680297397772,141.63568773234203,4.0,3.6,2.0,4.0
898,tt0378194,kill bill: vol. 2,2004,638515,8.0,152.2,6.0,4.0,136.0,0.5293806246691372,80.57173107464267,8.3,8.4,22.0,82.0
899,tt6019206,kill bill: the whole bloody affair,2011,4232,8.8,152.2,6.0,4.0,136.0,0.4445649709476792,67.66278857823676,,,0.0,0.0
900,tt0094737,big,1988,184525,7.3,40.15,2.0,3.0,97.0,0.8453085376162299,33.93913778529163,7.3,9.7,11.0,12.0
901,tt2404233,gods of egypt,2016,98213,5.4,150.7,7.0,3.0,127.0,0.4166545142433346,62.78983529647053,2.5,1.6,2.0,14.0
902,tt1093357,the darkest hour,2011,55650,4.9,64.6,4.0,5.0,89.0,0.4445649709476792,28.71889712322007,1.8,1.2,0.0,1.0
903,tt4555426,darkest hour,2017,145579,7.4,150.9,6.0,3.0,125.0,0.40796344647519583,61.561684073107045,7.5,8.5,50.0,76.0
904,tt0120185,spice world,1997,31972,3.5,151.0,11.0,2.0,93.0,0.6230529595015576,94.0809968847352,3.2,3.5,3.0,11.0
905,tt1023481,step up 2: the streets,2008,77053,6.2,150.8,4.0,3.0,98.0,0.4644617120987632,70.0408261844935,5.0,2.7,2.0,3.0
906,tt1605783,midnight in paris,2011,364185,7.7,151.1,7.0,3.0,94.0,0.4445649709476792,67.17376711019432,8.1,9.3,25.0,101.0
907,tt1402488,happy feet two,2011,39109,5.9,150.4,11.0,3.0,100.0,0.4445649709476792,66.86257163053095,5.0,4.5,3.0,9.0
908,tt1111422,the taking of pelham 123,2009,177176,6.4,150.0,4.0,3.0,106.0,0.4661200632058805,69.91800948088208,5.5,5.1,1.0,7.0
909,tt0144214,the general's daughter,1999,50163,6.3,149.7,6.0,3.0,116.0,0.6002400960384154,89.85594237695078,4.7,2.2,3.0,5.0
910,tt0115759,broken arrow,1996,86964,6.0,150.2,7.0,3.0,108.0,0.6373486297004461,95.729764181007,6.1,5.3,1.0,3.0
911,tt1464540,i am number four,2011,220414,6.1,150.0,6.0,3.0,109.0,0.4445649709476792,66.68474564215187,3.6,3.3,1.0,1.0
912,tt0432021,resident evil: extinction,2007,175903,6.3,149.9,9.0,3.0,94.0,0.482392667631452,72.31066087795466,4.1,2.4,2.0,1.0
913,tt1632708,friends with benefits,2011,323424,6.5,150.4,7.0,2.0,109.0,0.4445649709476792,66.86257163053095,6.3,6.8,1.0,5.0
914,tt0078788,apocalypse now,1979,564955,8.4,150.0,8.0,4.0,153.0,1.3774104683195594,206.6115702479339,9.4,9.8,18.0,31.0
915,tt0108185,sommersby,1993,18282,6.2,150.1,4.0,4.0,114.0,0.6920415224913494,103.87543252595154,,6.2,2.0,0.0
916,tt0054997,the hustler,1961,71805,8.0,156.0,7.0,3.0,110.0,3.3444816053511706,521.7391304347826,9.0,9.8,11.0,20.0
917,tt0087928,police academy,1984,105800,6.7,149.8,4.0,1.0,96.0,0.9624639076034648,144.17709335899903,4.1,5.4,1.0,0.0
918,tt0448694,puss in boots,2011,136091,6.6,555.0,5.0,3.0,90.0,0.4445649709476792,246.73355887596196,6.5,8.6,9.0,42.0
919,tt0349683,king arthur,2004,153904,6.3,148.7,6.0,5.0,126.0,0.5293806246691372,78.71889888830069,4.6,3.1,4.0,8.0
920,tt1972591,king arthur: legend of the sword,2017,175650,6.7,148.7,6.0,5.0,126.0,0.40796344647519583,60.664164490861616,4.1,3.0,0.0,9.0
921,tt0423294,surf's up,2007,64108,6.7,149.0,7.0,2.0,85.0,0.482392667631452,71.87650747708635,6.4,7.9,2.0,17.0
922,tt0104070,death becomes her,1992,96182,6.6,149.0,4.0,3.0,104.0,0.7127583749109052,106.20099786172487,5.6,,4.0,16.0
923,tt0183505,"me, myself & irene",2000,212572,6.6,149.0,5.0,3.0,116.0,0.5807200929152149,86.52729384436701,4.9,4.7,2.0,4.0
924,tt0329575,seabiscuit,2003,63999,7.3,148.3,6.0,2.0,141.0,0.5434782608695652,80.59782608695653,7.2,7.8,6.0,37.0
925,tt1821694,red 2,2013,151952,6.6,148.1,8.0,3.0,116.0,0.4292637697085728,63.57396429383964,4.7,4.4,0.0,3.0
926,tt0236493,the mexican,2001,98891,6.1,147.8,3.0,3.0,123.0,0.564652738565782,83.45567476002259,4.3,5.5,3.0,1.0
927,tt0227538,spy kids,2001,101738,5.4,147.9,10.0,4.0,88.0,0.564652738565782,83.51214003387916,7.1,9.3,2.0,10.0
928,tt0432348,saw ii,2005,222061,6.6,147.7,9.0,2.0,93.0,0.5120327700972862,75.62724014336916,4.0,3.7,4.0,8.0
929,tt0244244,swordfish,2001,171059,6.5,147.1,6.0,3.0,99.0,0.564652738565782,83.06041784302653,3.2,2.6,5.0,8.0
930,tt1430607,arthur christmas,2011,46635,7.1,147.0,6.0,3.0,97.0,0.4445649709476792,65.35105072930884,6.9,9.2,3.0,22.0
931,tt1618442,the last witch hunter,2015,88871,6.0,146.9,5.0,3.0,106.0,0.42191066463587,61.97867663500931,3.4,1.7,0.0,1.0
932,tt0945513,source code,2011,461339,7.5,147.3,4.0,5.0,93.0,0.4445649709476792,65.48442022059315,7.4,9.2,1.0,8.0
933,tt0492956,the game plan,2007,54786,6.1,146.6,5.0,1.0,110.0,0.482392667631452,70.71876507477086,4.4,2.8,0.0,3.0
934,tt0103786,beethoven,1992,61733,5.6,147.2,5.0,2.0,87.0,0.7127583749109052,104.91803278688525,,3.3,1.0,4.0
935,tt0445934,blades of glory,2007,149469,6.3,145.7,7.0,1.0,93.0,0.482392667631452,70.28461167390255,6.4,7.0,3.0,10.0
936,tt0117731,star trek: first contact,1996,112377,7.6,146.0,10.0,4.0,111.0,0.6373486297004461,93.05289993626512,7.1,9.3,8.0,20.0
937,tt0758766,music and lyrics,2007,92964,6.5,145.9,6.0,2.0,104.0,0.482392667631452,70.38109020742884,5.9,6.3,0.0,6.0
938,tt0062622,2001: a space odyssey,1968,559687,8.3,146.0,2.0,3.0,142.0,2.8735632183908053,419.5402298850575,8.2,9.3,15.0,10.0
939,tt0097239,driving miss daisy,1989,91559,7.4,145.8,5.0,2.0,100.0,0.8064516129032259,117.58064516129032,8.1,8.1,17.0,24.0
941,tt0053137,on the beach,1959,10956,7.2,144.1,5.0,4.0,119.0,3.436426116838488,495.1890034364261,5.5,7.6,4.0,7.0
942,tt0400497,herbie fully loaded,2005,42763,4.8,144.1,6.0,2.0,101.0,0.5120327700972862,73.78392217101893,4.7,4.1,2.0,6.0
943,tt0404032,the exorcism of emily rose,2005,113119,6.7,144.2,8.0,4.0,121.0,0.5120327700972862,73.83512544802866,4.6,2.0,4.0,9.0
944,tt1436562,rio,2011,195115,6.9,484.6,8.0,4.0,96.0,0.4445649709476792,215.4361849212453,6.3,7.2,3.0,30.0
945,tt4779682,the meg,2018,127291,5.7,530.2,6.0,3.0,113.0,0.3982366082984544,211.14504971984056,4.6,4.6,4.0,4.0
946,tt0266987,spy game,2001,138043,7.1,143.0,5.0,5.0,126.0,0.564652738565782,80.74534161490682,6.3,6.6,0.0,3.0
947,tt0119643,meet joe black,1998,199824,7.2,142.9,6.0,3.0,181.0,0.6134969325153374,87.66871165644173,4.3,5.3,3.0,6.0
948,tt1570728,"crazy, stupid, love.",2011,445830,7.4,142.9,6.0,3.0,118.0,0.4445649709476792,63.52833434842336,6.8,7.9,3.0,22.0
949,tt3717490,power rangers,2017,96226,5.9,142.3,8.0,4.0,121.0,0.40796344647519583,58.05319843342036,4.4,5.1,0.0,6.0
950,tt1598822,new year's eve,2011,77829,5.7,142.0,19.0,2.0,118.0,0.4445649709476792,63.12822587457044,2.2,0.7,2.0,8.0
951,tt0348836,gothika,2003,101936,5.8,141.6,6.0,4.0,98.0,0.5434782608695652,76.95652173913042,3.8,1.5,3.0,7.0
953,tt0088939,the color purple,1985,72497,7.8,142.0,8.0,1.0,153.0,0.9293680297397772,131.97026022304834,7.8,8.0,14.0,12.0
954,tt0118972,the devil's own,1997,54395,6.2,140.81,6.0,4.0,111.0,0.6230529595015576,87.73208722741433,5.3,3.4,0.0,1.0
955,tt0257106,scary movie 2,2001,142046,5.3,141.2,16.0,2.0,82.0,0.564652738565782,79.72896668548843,2.9,1.5,3.0,4.0
956,tt0256380,shallow hal,2001,122111,5.9,141.1,5.0,4.0,113.0,0.564652738565782,79.67250141163184,4.8,5.0,0.0,3.0
957,tt3152624,trainwreck,2015,124123,6.2,140.8,9.0,3.0,125.0,0.42191066463587,59.4050215807305,7.5,8.5,5.0,25.0
958,tt0134067,the rugrats movie,1998,17034,5.9,140.9,5.0,3.0,80.0,0.6134969325153374,86.44171779141104,,5.9,2.0,6.0
959,tt3564472,girls trip,2017,31136,6.2,140.9,4.0,3.0,122.0,0.40796344647519583,57.482049608355105,7.1,9.1,13.0,38.0
960,tt1700841,sausage party,2016,164145,6.2,140.7,14.0,3.0,89.0,0.4166545142433346,58.62329015403717,6.6,8.3,1.0,24.0
961,tt0059800,thunderball,1965,96971,7.0,141.2,5.0,4.0,130.0,3.1746031746031744,448.2539682539682,6.4,8.8,4.0,5.0
962,tt0780653,the wolfman,2010,99351,5.8,139.8,4.0,3.0,103.0,0.4585977913930367,64.11197123674654,4.3,3.5,3.0,8.0
963,tt1219342,legend of the guardians: the owls of ga'hoole,2010,74921,6.9,140.1,12.0,4.0,97.0,0.4585977913930367,64.24955057416443,5.3,5.1,4.0,23.0
964,tt0385880,monster house,2006,92608,6.6,140.2,13.0,5.0,91.0,0.4960317460317461,69.54365079365078,6.8,7.5,4.0,22.0
965,tt0118617,anastasia,1997,104942,7.1,139.8,8.0,6.0,94.0,0.6230529595015576,87.10280373831776,6.1,8.5,10.0,21.0
966,tt1800741,step up revolution,2012,51944,6.4,140.5,8.0,3.0,99.0,0.4355514516929884,61.194978962864866,4.3,4.2,0.0,1.0
967,tt0072308,the towering inferno,1974,36332,6.9,139.7,11.0,4.0,165.0,2.028397565922921,283.36713995943205,6.9,7.0,9.0,13.0
968,tt0104389,the hand that rocks the cradle,1992,35396,6.6,140.0,4.0,3.0,110.0,0.7127583749109052,99.78617248752673,6.4,6.3,5.0,6.0
969,tt0069704,american graffiti,1973,76613,7.4,140.0,8.0,2.0,112.0,2.2522522522522523,315.31531531531533,9.7,9.6,9.0,8.0
970,tt0073629,the rocky horror picture show,1975,124970,7.4,140.2,3.0,3.0,100.0,1.858736059479554,260.59479553903344,5.8,7.9,3.0,4.0
971,tt0079945,star trek: the motion picture,1979,76680,6.4,139.0,10.0,3.0,132.0,1.3774104683195594,191.4600550964188,4.8,4.2,4.0,17.0
972,tt0099141,bird on a wire,1990,37489,6.0,138.7,4.0,2.0,110.0,0.7651109410864576,106.1208875286917,3.6,3.2,0.0,0.0
973,tt0890870,saw iv,2007,133492,5.9,139.4,5.0,3.0,92.0,0.482392667631452,67.2455378678244,3.6,1.9,2.0,6.0
974,tt0104231,far and away,1992,55946,6.6,137.8,2.0,4.0,140.0,0.7127583749109052,98.21810406272274,4.9,4.8,0.0,3.0
975,tt0265029,america's sweethearts,2001,52857,5.7,160.6,8.0,2.0,103.0,0.564652738565782,90.6832298136646,4.4,3.2,1.0,2.0
976,tt0398808,bridge to terabithia,2007,134719,7.1,138.0,5.0,3.0,95.0,0.482392667631452,66.57018813314038,7.4,8.5,6.0,5.0
977,tt1924435,let's be cops,2014,123063,6.4,138.2,6.0,3.0,104.0,0.422411462557448,58.37726412543931,3.0,1.9,0.0,2.0
978,tt0091763,platoon,1986,358749,8.1,138.5,3.0,2.0,120.0,0.9124087591240876,126.36861313868614,9.2,8.8,20.0,14.0
979,tt0107362,last action hero,1993,128417,6.4,137.3,11.0,4.0,131.0,0.6920415224913494,95.01730103806229,4.4,3.6,1.0,16.0
980,tt0118883,conspiracy theory,1997,89278,6.7,137.0,3.0,4.0,135.0,0.6230529595015576,85.35825545171339,4.9,5.6,4.0,1.0
981,tt1211956,escape plan,2013,216667,6.7,137.3,10.0,2.0,115.0,0.4292637697085728,58.937915580987045,4.9,5.0,0.0,2.0
982,tt0210945,remember the titans,2000,187784,7.8,136.7,6.0,2.0,113.0,0.5807200929152149,79.38443670150987,4.8,7.3,8.0,18.0
983,tt0099674,the godfather part iii,1990,332956,7.6,136.8,9.0,2.0,162.0,0.7651109410864576,104.6671767406274,6.0,6.8,6.0,16.0
984,tt0120738,lost in space,1998,67090,5.2,136.2,8.0,3.0,130.0,0.6134969325153374,83.55828220858895,4.2,2.8,3.0,17.0
985,tt1598778,contagion,2011,204101,6.6,135.5,6.0,3.0,106.0,0.4445649709476792,60.23855356341053,7.0,8.4,2.0,13.0
986,tt1205537,jack ryan: shadow recruit,2014,116951,6.2,135.5,4.0,4.0,105.0,0.422411462557448,57.23675317653421,5.7,5.5,0.0,3.0
987,tt0974661,17 again,2009,170537,6.3,136.3,5.0,3.0,105.0,0.4661200632058805,63.532164614961516,4.8,5.6,3.0,5.0
988,tt1477076,saw: the final chapter,2010,84981,5.6,136.2,5.0,2.0,90.0,0.4585977913930367,62.4610191877316,2.4,1.0,0.0,3.0
989,tt0084522,porky's,1981,35979,6.2,136.0,6.0,1.0,98.0,1.1001100110011002,149.61496149614962,4.0,3.3,1.0,1.0
990,tt0066011,love story,1970,27829,6.9,136.4,2.0,2.0,100.0,2.5773195876288657,351.5463917525773,8.4,6.7,9.0,16.0
991,tt1027718,wall street: money never sleeps,2010,94559,6.2,134.7,7.0,1.0,133.0,0.4585977913930367,61.77312250064204,5.9,5.5,1.0,3.0
992,tt0107478,made in america,1993,14786,5.0,104.0,3.0,1.0,111.0,0.6920415224913494,71.97231833910034,,3.1,1.0,1.0
993,tt0227005,made,2001,16287,6.4,5.48,4.0,3.0,94.0,0.564652738565782,3.0942970073404856,6.2,7.1,0.0,1.0
994,tt0452598,cheaper by the dozen 2,2005,51661,5.5,135.0,8.0,2.0,94.0,0.5120327700972862,69.12442396313364,3.4,0.6,1.0,5.0
995,tt0396171,perfume: the story of a murderer,2006,223460,7.5,135.0,4.0,4.0,147.0,0.4960317460317461,66.96428571428572,5.6,5.9,15.0,19.0
996,tt3532216,american made,2017,141379,7.1,134.9,5.0,4.0,115.0,0.40796344647519583,55.03426892950392,6.5,8.6,0.0,3.0
997,tt0368933,the princess diaries 2: royal engagement,2004,69271,5.8,134.7,6.0,2.0,113.0,0.5293806246691372,71.30757014293278,4.3,2.6,1.0,2.0
998,tt0102713,the prince of tides,1991,14925,6.7,135.0,8.0,2.0,132.0,0.7342143906020558,99.11894273127754,6.5,6.8,3.0,11.0
999,tt0107808,a perfect world,1993,69165,7.6,135.1,3.0,3.0,138.0,0.6920415224913494,93.4948096885813,7.1,7.9,1.0,0.0
1000,tt0114388,sense and sensibility,1995,94459,7.6,135.0,4.0,2.0,136.0,0.6561679790026247,88.58267716535434,8.4,9.8,31.0,44.0
1001,tt0493464,wanted,2008,345795,6.7,341.4,6.0,4.0,110.0,0.4644617120987632,158.56722851051774,6.4,7.1,4.0,20.0
1002,tt0312528,the cat in the hat,2003,47436,3.9,134.0,5.0,3.0,82.0,0.5434782608695652,72.82608695652173,1.9,0.9,7.0,21.0
1003,tt0141369,inspector gadget,1999,42833,4.1,134.4,8.0,4.0,78.0,0.6002400960384154,80.67226890756305,3.6,2.1,1.0,13.0
1004,tt0083564,annie,1982,37497,6.6,133.8,5.0,3.0,118.0,1.0362694300518136,138.65284974093268,3.9,5.6,2.0,11.0
1005,tt0107144,hot shots! part deux,1993,79906,6.6,133.8,5.0,3.0,86.0,0.6920415224913494,92.59515570934255,,5.7,1.0,0.0
1006,tt1596363,the big short,2015,321450,7.8,133.4,4.0,3.0,130.0,0.42191066463587,56.28288266242506,8.1,8.8,37.0,80.0
1007,tt1790885,zero dark thirty,2012,255941,7.4,132.8,8.0,2.0,157.0,0.4355514516929884,57.84123278482886,9.5,9.1,87.0,171.0
1008,tt0092007,star trek iv: the voyage home,1986,73953,7.3,133.0,7.0,3.0,122.0,0.9124087591240876,121.35036496350368,7.1,8.5,4.0,14.0
1009,tt1430132,the wolverine,2013,410353,6.7,414.8,4.0,4.0,126.0,0.4292637697085728,178.05861167511605,6.1,7.1,2.0,11.0
1010,tt1272878,2 guns,2013,185071,6.7,131.9,7.0,3.0,109.0,0.4292637697085728,56.61989122456076,5.5,6.4,3.0,0.0
1011,tt0434409,v for vendetta,2005,973444,8.2,132.5,4.0,6.0,132.0,0.5120327700972862,67.84434203789043,6.2,7.2,7.0,27.0
1012,tt0104694,a league of their own,1992,85938,7.2,132.4,8.0,2.0,128.0,0.7127583749109052,94.36920883820387,6.7,7.8,6.0,11.0
1013,tt0450385,1408,2007,245755,6.8,132.0,4.0,4.0,104.0,0.482392667631452,63.675832127351654,6.4,8.0,4.0,10.0
1014,tt0206275,save the last dance,2001,54595,6.2,131.7,4.0,3.0,112.0,0.564652738565782,74.36476566911348,5.3,,6.0,8.0
1015,tt0374536,bewitched,2005,65949,4.8,131.4,11.0,3.0,102.0,0.5120327700972862,67.28110599078343,3.4,2.5,2.0,13.0
1016,tt0111742,wolf,1994,50073,6.2,131.0,5.0,3.0,125.0,0.6747638326585695,88.39406207827261,,6.0,2.0,7.0
1017,tt0120611,blade,1998,232211,7.1,131.2,5.0,4.0,120.0,0.6134969325153374,80.49079754601227,4.5,5.4,4.0,8.0
1018,tt0332379,school of rock,2003,250259,7.1,131.3,4.0,1.0,109.0,0.5434782608695652,71.35869565217392,8.2,9.1,8.0,22.0
1019,tt6359956,a bad moms christmas,2017,36013,5.6,130.6,6.0,1.0,104.0,0.40796344647519583,53.280026109660575,4.2,3.1,1.0,1.0
1020,tt1371111,cloud atlas,2012,331728,7.4,130.5,13.0,5.0,172.0,0.4355514516929884,56.83946444593497,5.5,6.6,16.0,75.0
1021,tt0116705,jingle all the way,1996,85959,5.6,129.8,6.0,1.0,89.0,0.6373486297004461,82.7278521351179,3.4,1.5,2.0,4.0
1022,tt0076245,julia,1977,8197,7.2,129.5,5.0,2.0,123.0,1.6501650165016502,213.69636963696368,5.8,7.4,18.0,24.0
1023,tt0276751,about a boy,2002,164771,7.0,130.5,4.0,3.0,101.0,0.555864369093941,72.5403001667593,7.5,9.3,11.0,29.0
1024,tt0084434,an officer and a gentleman,1982,45252,7.0,130.0,4.0,2.0,124.0,1.0362694300518136,134.71502590673578,7.5,7.9,7.0,13.0
1025,tt0964517,the fighter,2010,321668,7.8,129.2,5.0,2.0,116.0,0.4585977913930367,59.25083464798035,7.9,9.1,72.0,122.0
1026,tt0298130,the ring,2002,304872,7.1,249.3,3.0,2.0,115.0,0.555864369093941,138.5769872151195,5.7,7.1,14.0,12.0
1027,tt0359013,blade: trinity,2004,159218,5.9,128.9,8.0,4.0,112.0,0.5293806246691372,68.23716251985178,3.8,2.6,0.0,1.0
1028,tt0186566,space cowboys,2000,69938,6.4,128.9,9.0,4.0,130.0,0.5807200929152149,74.8548199767712,7.3,7.8,4.0,8.0
1029,tt0318627,resident evil: apocalypse,2004,178186,6.2,129.3,6.0,3.0,94.0,0.5293806246691372,68.44891476971944,3.5,2.0,6.0,3.0
1030,tt0758730,aliens vs. predator: requiem,2007,111190,4.7,128.9,5.0,4.0,94.0,0.482392667631452,62.18041485769417,2.9,1.1,0.0,4.0
1031,tt0783233,atonement,2007,233453,7.8,129.3,5.0,4.0,123.0,0.482392667631452,62.37337192474675,8.5,8.3,50.0,148.0
1032,tt0101862,father of the bride,1991,64542,6.5,129.0,4.0,2.0,105.0,0.7342143906020558,94.7136563876652,5.1,7.0,1.0,4.0
1033,tt0377092,mean girls,2004,309956,7.0,129.0,6.0,1.0,97.0,0.5293806246691372,68.29010058231869,6.6,8.4,7.0,25.0
1035,tt0838283,step brothers,2008,251667,6.9,128.1,6.0,2.0,98.0,0.4644617120987632,59.49754531985156,5.1,5.5,3.0,2.0
1036,tt0113071,first knight,1995,64458,6.0,127.6,4.0,4.0,134.0,0.6561679790026247,83.72703412073491,,4.4,0.0,0.0
1037,tt0427229,failure to launch,2006,68860,5.6,128.4,7.0,2.0,97.0,0.4960317460317461,63.69047619047621,4.7,2.4,0.0,5.0
1038,tt1385826,the adjustment bureau,2011,231206,7.0,127.9,5.0,3.0,106.0,0.4445649709476792,56.859859784208176,6.0,7.1,1.0,9.0
1039,tt1086772,blended,2014,109541,6.5,128.0,7.0,2.0,117.0,0.422411462557448,54.06866720735334,3.1,1.4,1.0,10.0
1040,tt0083987,gandhi,1982,210267,8.0,127.8,7.0,4.0,191.0,1.0362694300518136,132.43523316062178,7.9,8.4,27.0,20.0
1041,tt1197624,law abiding citizen,2009,256917,7.4,126.7,7.0,4.0,118.0,0.4661200632058805,59.05741200818506,3.4,2.6,3.0,5.0
1042,tt1650062,super 8,2011,323941,7.0,260.1,10.0,4.0,112.0,0.4445649709476792,115.63134894349136,7.2,8.1,11.0,70.0
1043,tt1424381,predators,2010,203167,6.4,127.2,5.0,3.0,107.0,0.4585977913930367,58.333639065194276,5.1,6.5,2.0,4.0
1044,tt1596365,the woman in black,2012,167313,6.4,127.0,4.0,3.0,95.0,0.4355514516929884,55.315034365009524,6.2,6.7,5.0,14.0
1045,tt1706593,chronicle,2012,232380,7.0,126.6,5.0,4.0,83.0,0.4355514516929884,55.14081378433233,6.9,8.5,2.0,7.0
1046,tt1731141,ender's game,2013,214816,6.6,125.5,6.0,4.0,114.0,0.4292637697085728,53.87260309842589,5.1,6.1,1.0,6.0
1047,tt1956620,sex tape,2014,102329,5.1,126.1,5.0,2.0,94.0,0.422411462557448,53.26608542849418,3.6,1.6,2.0,3.0
1048,tt3522806,mechanic: resurrection,2016,69882,5.7,125.7,5.0,3.0,98.0,0.4166545142433346,52.373472440387154,3.8,3.2,0.0,1.0
1049,tt0119488,l.a. confidential,1997,502984,8.2,126.2,7.0,4.0,138.0,0.6230529595015576,78.62928348909657,9.0,9.9,89.0,84.0
1050,tt1245492,this is the end,2013,367571,6.6,126.5,8.0,2.0,107.0,0.4292637697085728,54.30186686813446,6.7,8.3,10.0,20.0
1051,tt0098067,parenthood,1989,42092,7.0,126.0,8.0,2.0,124.0,0.8064516129032259,101.61290322580645,8.2,9.1,4.0,12.0
1052,tt2647586,resurrection,2014,14546,7.3,125.7,5.0,4.0,98.0,0.422411462557448,53.097120843471224,,,0.0,1.0
1053,tt0218967,the family man,2000,98096,6.8,124.7,5.0,4.0,126.0,0.5807200929152149,72.4157955865273,4.2,5.3,4.0,6.0
1054,tt0327597,coraline,2009,182967,7.7,124.6,8.0,4.0,100.0,0.4661200632058805,58.07855987545271,8.0,9.1,7.0,43.0
1055,tt0333780,"legally blonde 2: red, white & blonde",2003,58106,4.8,124.9,9.0,1.0,95.0,0.5434782608695652,67.88043478260869,4.7,3.7,3.0,4.0
1056,tt0119008,donnie brasco,1997,259891,7.7,124.9,6.0,3.0,127.0,0.6230529595015576,77.81931464174454,7.6,8.8,3.0,14.0
1057,tt0119345,i know what you did last summer,1997,125396,5.7,125.2,4.0,2.0,101.0,0.6230529595015576,78.00623052959502,5.2,4.2,3.0,7.0
1058,tt0083944,first blood,1982,211442,7.7,125.2,3.0,3.0,93.0,1.0362694300518136,129.74093264248705,6.1,8.7,1.0,2.0
1059,tt0058150,goldfinger,1964,161791,7.7,125.0,3.0,4.0,110.0,3.2258064516129035,403.22580645161287,8.7,9.7,4.0,6.0
1060,tt0454876,life of pi,2012,549011,7.9,609.0,6.0,3.0,127.0,0.4355514516929884,265.25083408102995,7.9,8.7,79.0,129.0
1061,tt0350258,ray,2004,129858,7.7,124.7,1.0,2.0,152.0,0.5293806246691372,66.0137638962414,7.3,8.0,52.0,54.0
1062,tt0181865,traffic,2000,188344,7.6,208.3,6.0,3.0,147.0,0.5807200929152149,120.96399535423927,8.6,9.2,70.0,86.0
1063,tt0089218,the goonies,1985,224668,7.8,124.0,7.0,2.0,109.0,0.9293680297397772,115.24163568773236,6.2,7.1,3.0,6.0
1064,tt2980516,the theory of everything,2014,370412,7.7,123.7,6.0,3.0,123.0,0.422411462557448,52.25229791835633,7.2,7.9,25.0,122.0
1065,tt0093105,"good morning, vietnam",1987,118540,7.3,123.9,2.0,4.0,121.0,0.8802816901408451,109.06690140845072,6.7,9.0,7.0,3.0
1066,tt0120461,volcano,1997,68735,5.5,122.8,5.0,4.0,104.0,0.6230529595015576,76.51090342679127,5.5,5.0,1.0,1.0
1067,tt0166813,spirit: stallion of the cimarron,2002,59289,7.1,122.6,3.0,3.0,84.0,0.555864369093941,68.14897165091716,5.2,7.0,10.0,21.0
1068,tt0319061,big fish,2003,395669,8.0,122.9,10.0,3.0,125.0,0.5434782608695652,66.79347826086956,5.8,7.5,0.0,68.0
1069,tt1987680,the upside,2017,34612,6.9,125.9,4.0,2.0,126.0,0.40796344647519583,51.36259791122716,4.6,,2.0,3.0
1070,tt0382077,hide and seek,2005,79030,6.0,122.7,4.0,3.0,101.0,0.5120327700972862,62.82642089093702,3.5,1.3,1.0,5.0
1071,tt0120888,the wedding singer,1998,127420,6.8,123.3,3.0,2.0,96.0,0.6134969325153374,75.64417177914109,5.9,6.8,5.0,7.0
1072,tt0099810,the hunt for red october,1990,167031,7.6,200.5,5.0,4.0,135.0,0.7651109410864576,153.40474368783475,5.8,8.9,2.0,8.0
1073,tt1860357,deepwater horizon,2016,137598,7.1,121.8,6.0,3.0,107.0,0.4166545142433346,50.74851983483815,6.8,8.3,3.0,13.0
1074,tt0986263,surrogates,2009,164588,6.3,122.4,7.0,4.0,89.0,0.4661200632058805,57.05309573639978,4.5,3.7,0.0,0.0
1075,tt0116253,executive decision,1996,47809,6.4,122.1,7.0,3.0,133.0,0.6373486297004461,77.82026768642447,6.2,6.4,2.0,2.0
1076,tt1392214,prisoners,2013,545396,8.1,122.1,7.0,4.0,153.0,0.4292637697085728,52.41310628141674,7.4,8.0,10.0,36.0
1077,tt0119715,mousehunt,1997,48619,6.4,122.4,4.0,1.0,98.0,0.6230529595015576,76.26168224299066,5.4,4.2,2.0,2.0
