imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast,genre,running_time,other_wins,other_noms
tt0094142,throw momma from the train,1987,31684.0,6.2,5.6,6.3,,,4,3,88 min,2.0,3.0
tt0100114,marked for death,1990,18566.0,6.0,4.9,2.2,,,4,5,93 min,0,0
tt0110598,muriel's wedding,1994,32947.0,7.2,6.3,7.8,,,4,2,106 min,9.0,10.0
tt0094812,bull durham,1988,44918.0,7.1,7.3,9.7,,,4,3,108 min,7.0,5.0
tt0118799,life is beautiful,1997,576583.0,8.6,5.9,8.0,,,4,4,116 min,67.0,51.0
tt0108147,sister act 2: back in the habit,1993,45996.0,5.6,3.8,0.7,,,4,3,107 min,1.0,3.0
tt0100403,predator 2,1990,137791.0,6.3,4.6,2.9,,,4,3,108 min,1.0,4.0
tt0094715,beaches,1988,21891.0,6.9,4.6,3.9,,,4,3,123 min,1.0,5.0
tt0475394,smokin' aces,2006,133362.0,6.7,4.5,3.0,,35.6,4,4,108 min,4.0,0
tt0080756,foxes,1980,3701.0,6.1,,6.7,,,4,1,106 min,0,2.0
tt0087032,cannonball run ii,1984,14155.0,5.1,1.3,1.3,,,4,2,108 min,1.0,8.0
tt0938330,silent hill: revelation,2012,57887.0,5.0,1.6,1.0,,17.53,4,1,95 min,0,8.0
tt0085244,the big chill,1983,30830.0,7.2,6.1,6.8,,,4,2,105 min,3.0,5.0
tt0433383,"good night, and good luck.",2005,91452.0,7.4,8.0,9.3,,31.5,4,3,93 min,38.0,121.0
tt0477302,extremely loud & incredibly close,2011,94348.0,6.9,4.6,4.6,,31.84,4,3,129 min,8.0,23.0
tt0098141,the punisher,1989,20520.0,5.7,6.3,2.8,,,4,4,89 min,0,0
tt0120694,halloween h20: 20 years later,1998,62931.0,5.7,5.2,5.2,,,4,2,86 min,1.0,11.0
tt0091541,the money pit,1986,47311.0,6.4,4.9,4.5,,,4,1,91 min,0,0
tt2094766,assassin's creed,2016,173206.0,5.7,3.6,1.8,,54.65,4,3,115 min,2.0,1.0
tt0084855,the verdict,1982,33374.0,7.7,7.7,9.0,,,4,1,129 min,3.0,9.0
tt0095882,police academy 5: assignment: miami beach,1988,30857.0,4.6,1.8,0.0,,,4,2,90 min,0,1.0
tt0093378,la bamba,1987,25938.0,6.9,6.5,9.6,,,4,3,108 min,3.0,2.0
tt0454649,ying xiong,2002,51.0,6.7,,,,,4,1,164 min,0,0
tt0099052,arachnophobia,1990,59767.0,6.4,6.7,9.2,,,4,4,109 min,2.0,5.0
tt0081696,urban cowboy,1980,12291.0,6.3,6.1,6.7,,,4,3,132 min,0,4.0
tt0080365,american gigolo,1980,19986.0,6.2,5.7,6.8,,,4,5,117 min,0,0
tt0090770,the boys next door,1985,2328.0,6.4,,,,,4,3,91 min,0,0
tt0087837,old enough,1984,477.0,6.5,,,,,4,1,92 min,1.0,0
tt0093215,hot pursuit,1987,3193.0,5.9,2.9,,,,4,1,93 min,0,0
tt0057637,the night before christmas,1961,1196.0,7.7,,,,,4,3,68 min,0,0
tt0095730,the night before,1988,2324.0,6.4,,,,,4,1,90 min,0,0
tt0080402,the awakening,1980,1741.0,4.8,,0.0,,,4,1,101 min,0,1.0
tt0099077,awakenings,1990,115076.0,7.8,7.4,8.8,,,4,2,121 min,6.0,8.0
tt0093300,jaws: the revenge,1987,38514.0,2.9,1.5,0.0,,,4,3,89 min,1.0,7.0
tt0086879,amadeus,1984,347929.0,8.3,8.8,9.3,,,4,4,160 min,34.0,14.0
tt0420294,the texas chainsaw massacre: the beginning,2006,65385.0,5.8,3.0,1.3,,39.42,4,2,91 min,0,5.0
tt0090863,the color of money,1986,69436.0,7.0,7.7,8.9,,,4,2,119 min,1.0,10.0
tt0092005,stand by me,1986,342239.0,8.1,7.5,9.1,,,4,2,89 min,5.0,10.0
tt0088847,the breakfast club,1985,326753.0,7.9,6.2,8.9,,,4,2,97 min,2.0,0
tt1071875,ghost rider: spirit of vengeance,2011,105871.0,4.3,3.4,1.8,,51.77,4,3,96 min,0,4.0
tt0372588,team america: world police,2004,153841.0,7.2,6.4,7.7,,32.7,4,2,98 min,1.0,11.0
tt0110622,naked gun 33 1/3: the final insult,1994,91232.0,6.5,6.3,5.4,,,4,2,83 min,3.0,0
tt0119707,mortal kombat: annihilation,1997,43952.0,3.7,1.1,0.2,,,4,5,95 min,0,0
tt0433362,daybreakers,2009,118532.0,6.4,5.7,6.8,,30.0,4,5,98 min,3.0,6.0
tt5052474,sicario: day of the soldado,2018,107733.0,7.1,6.1,6.3,,,4,4,122 min,1.0,4.0
tt4572514,patriots day,2016,79866.0,7.4,6.9,8.0,,31.86,4,5,133 min,2.0,3.0
tt0093748,"planes, trains & automobiles",1987,113805.0,7.6,7.2,9.3,,,4,2,93 min,0,1.0
tt0084827,tron,1982,108180.0,6.8,5.8,7.2,,,4,3,96 min,2.0,6.0
tt0465551,notes on a scandal,2006,72222.0,7.4,7.3,8.7,,17.4,4,4,92 min,15.0,70.0
tt0078320,breakthrough,1979,818.0,5.0,,,,,4,2,115 min,0,0
tt0937375,this christmas,2007,7876.0,6.3,6.3,5.4,,49.12,4,3,117 min,0,4.0
tt0097815,major league,1989,58320.0,7.2,6.2,8.3,,,4,2,107 min,0,1.0
tt0093148,harry and the hendersons,1987,29400.0,6.0,4.2,4.2,,,4,3,110 min,1.0,7.0
tt0082405,the four seasons,1981,3391.0,7.2,,7.7,,,4,2,107 min,1.0,1.0
tt0084296,the man from snowy river,1982,7402.0,7.3,,8.3,,,4,4,102 min,2.0,2.0
tt0082198,conan the barbarian,1982,131149.0,6.9,4.3,6.6,,,4,3,129 min,1.0,9.0
tt1674771,entourage,2015,72852.0,6.6,3.8,3.3,,,4,1,104 min,0,0
tt0096734,the 'burbs,1989,63725.0,6.9,4.5,5.3,,,4,3,102 min,0,1.0
tt0089670,national lampoon's european vacation,1985,53831.0,6.2,4.7,3.6,,,4,2,95 min,1.0,1.0
tt0099365,darkman,1990,55298.0,6.4,6.5,8.4,,,4,3,96 min,2.0,8.0
tt0887912,the hurt locker,2008,400802.0,7.6,9.5,9.7,,15.7,4,3,131 min,118.0,128.0
tt0095489,the land before time,1988,75186.0,7.4,6.6,7.2,,,4,4,69 min,0,2.0
tt0087781,the natural,1984,40836.0,7.5,6.1,8.2,,,4,2,138 min,3.0,4.0
tt0081186,mother's day,1980,4057.0,5.4,,4.2,,,4,3,91 min,0,1.0
tt0229260,book of shadows: blair witch 2,2000,34506.0,3.9,1.5,1.4,,,4,5,90 min,2.0,8.0
tt1220198,the fourth kind,2009,71041.0,5.9,3.4,1.8,,25.5,4,3,98 min,0,1.0
tt0089560,mask,1985,24426.0,7.2,7.3,9.3,,,4,2,120 min,2.0,7.0
tt0100477,the rescuers down under,1990,35469.0,6.9,7.0,6.9,,,4,7,77 min,6.0,0
tt0084809,the toy,1982,10651.0,5.9,1.6,0.9,,,4,1,102 min,1.0,0
tt0099685,goodfellas,1990,942289.0,8.7,9.0,9.6,,,4,3,146 min,43.0,38.0
tt0098282,"see no evil, hear no evil",1989,45024.0,6.9,4.4,2.8,,,4,2,103 min,0,0
tt1028532,hachi: a dog's tale,2009,233188.0,8.1,,6.4,,,4,2,93 min,0,1.0
tt1817273,the place beyond the pines,2012,232009.0,7.3,6.8,7.9,,21.3,4,3,140 min,4.0,19.0
tt0099739,hard to kill,1990,26016.0,5.8,4.1,3.3,,,4,4,96 min,0,0
tt0412019,broken flowers,2005,94095.0,7.2,7.9,8.7,,13.58,4,4,106 min,5.0,14.0
tt0209994,the deep,1970,175.0,6.3,,,,,4,1,111 min,0,0
tt0099385,death warrant,1990,16084.0,5.7,,,,,4,4,89 min,0,0
tt0083943,firefox,1982,23828.0,5.9,4.4,3.8,,,4,3,136 min,0,0
tt0094894,colors,1988,22865.0,6.7,6.6,8.1,,,4,5,120 min,1.0,1.0
tt0057193,it's a mad mad mad mad world,1963,35624.0,7.5,5.9,6.9,,,4,4,205 min,2.0,10.0
tt0096933,black rain,1989,46836.0,6.7,5.6,5.2,,,4,3,125 min,1.0,2.0
tt0064118,the damned,1969,6807.0,7.6,,8.6,,,4,2,156 min,5.0,11.0
tt0087365,"greystoke: the legend of tarzan, lord of the apes",1984,16866.0,6.4,,7.1,,,4,2,135 min,3.0,13.0
tt1083452,eddie the eagle,2015,78603.0,7.4,5.4,8.2,,20.05,4,4,106 min,2.0,8.0
tt0088850,brewster's millions,1985,33478.0,6.5,3.7,3.6,,,4,1,102 min,0,0
tt0081505,the shining,1980,826831.0,8.4,6.6,8.5,,,4,2,146 min,4.0,7.0
tt0080749,the fog,1980,59235.0,6.8,5.5,7.6,,,4,2,89 min,1.0,2.0
tt0082949,the professional,1981,12017.0,7.6,,,,,4,4,108 min,2.0,1.0
tt0110413,léon: the professional,1994,964778.0,8.5,6.4,7.3,,,4,4,110 min,6.0,14.0
tt0168629,dancer in the dark,2000,96081.0,8.0,6.1,6.9,,2.84,4,3,140 min,34.0,46.0
tt0096487,young guns,1988,51445.0,6.9,5.0,4.1,,,4,2,107 min,1.0,2.0
tt0100318,pacific heights,1990,16847.0,6.4,5.5,4.6,,,4,1,102 min,0,0
tt1216496,mother,2009,40921.0,7.8,7.9,9.6,,0.5,4,3,129 min,40.0,46.0
tt4513674,café society,2016,65098.0,6.6,6.4,7.1,,11.08,4,3,96 min,0,7.0
tt0265632,recess: school's out,2001,8767.0,6.6,4.3,6.1,,34.8,4,3,82 min,0,0
tt0094291,wall street,1987,136950.0,7.4,5.6,7.9,,,4,2,126 min,9.0,5.0
tt0914798,the boy in the striped pajamas,2008,176295.0,7.8,5.5,6.3,,9.03,4,2,94 min,7.0,7.0
tt0100994,young guns ii,1990,29207.0,6.5,4.7,3.5,,,4,2,104 min,3.0,3.0
tt0092906,dolls,1987,8448.0,6.3,,6.2,,,4,1,77 min,1.0,1.0
tt3316960,still alice,2014,120493.0,7.5,7.2,8.5,,,4,1,101 min,32.0,33.0
tt0093389,the last emperor,1987,87166.0,7.7,7.6,9.1,,,4,3,163 min,49.0,18.0
tt0096794,always,1989,26541.0,6.4,5.0,6.7,,,4,2,122 min,0,3.0
tt2911666,john wick,2014,487422.0,7.4,6.8,8.6,,,4,3,101 min,5.0,8.0
tt0380599,oliver twist,2005,29696.0,6.8,6.5,,,,4,2,130 min,2.0,4.0
tt0109439,city slickers ii: the legend of curly's gold,1994,17181.0,5.5,4.3,1.8,,,4,1,116 min,0,2.0
tt0095253,the great outdoors,1988,36555.0,6.7,2.4,4.0,,,4,1,91 min,0,0
tt0093493,mannequin,1987,27356.0,5.9,2.1,2.2,,,4,3,90 min,5.0,3.0
tt0079540,meatballs,1979,17848.0,6.2,6.0,7.6,,,4,1,94 min,3.0,6.0
tt0099700,gremlins 2: the new batch,1990,87185.0,6.4,,6.9,,,4,3,106 min,0,6.0
tt2279339,love the coopers,2015,18465.0,5.8,3.1,1.8,,,4,3,107 min,0,2.0
tt0085255,blue thunder,1983,15790.0,6.4,6.6,8.0,,,4,5,109 min,1.0,2.0
tt0080716,fame,1980,18973.0,6.6,5.8,8.4,,,4,3,134 min,4.0,17.0
tt0081633,time bandits,1981,54887.0,7.0,7.9,8.9,,,4,4,110 min,1.0,8.0
tt0083791,the dark crystal,1982,58559.0,7.2,6.6,7.8,,,4,3,93 min,2.0,4.0
tt0051744,house on haunted hill,1959,21105.0,6.9,,8.8,,,4,2,75 min,0,0
tt0091778,poltergeist ii: the other side,1986,23446.0,5.7,4.9,3.7,,,4,1,91 min,1.0,4.0
tt0091738,peggy sue got married,1986,30988.0,6.3,7.4,8.5,,,4,4,103 min,4.0,8.0
tt0101329,an american tail: fievel goes west,1991,22208.0,6.5,,5.4,,,4,5,75 min,0,0
tt0098471,three fugitives,1989,10153.0,6.2,4.0,1.4,,,4,2,96 min,0,1.0
tt0081974,absence of malice,1981,11150.0,6.9,6.4,8.0,,,4,3,116 min,3.0,5.0
tt0091949,short circuit,1986,53575.0,6.7,5.0,5.8,,,4,3,98 min,1.0,3.0
tt0089791,pee-wee's big adventure,1985,46897.0,7.0,4.7,8.7,,,4,3,91 min,0,2.0
tt0089767,pale rider,1985,49103.0,7.3,6.1,9.2,,,4,2,115 min,2.0,1.0
tt0082979,reds,1981,19496.0,7.3,7.6,9.0,,,4,4,195 min,19.0,34.0
tt0086837,2010,1984,47557.0,6.8,5.3,6.5,,,4,4,116 min,1.0,3.0
tt0094739,big business,1988,11203.0,6.4,,4.4,,,4,1,97 min,1.0,1.0
tt0086619,yentl,1983,11791.0,6.5,,6.9,,,4,3,133 min,5.0,14.0
tt0089360,jagged edge,1985,12401.0,6.5,,8.0,,,4,3,108 min,0,3.0
tt0093886,roxanne,1987,38516.0,6.6,7.3,8.9,,,4,2,107 min,3.0,1.0
tt0091790,pretty in pink,1986,69489.0,6.8,5.7,7.9,,,4,3,97 min,1.0,0
tt0080487,caddyshack,1980,99747.0,7.3,4.8,7.4,,,4,2,98 min,0,1.0
tt0091167,hannah and her sisters,1986,62774.0,7.9,9.0,9.1,,,4,2,107 min,22.0,27.0
tt0096928,bill & ted's excellent adventure,1989,103223.0,6.9,4.4,7.9,,,4,5,90 min,0,3.0
tt0053291,some like it hot,1959,228361.0,8.2,9.7,9.5,,,4,3,121 min,14.0,15.0
tt1186830,agora,2009,62738.0,7.2,5.5,5.3,,0.6,4,5,127 min,11.0,15.0
tt0458481,sin city: a dame to kill for,2014,145249.0,6.5,4.6,4.3,,11.06,4,3,102 min,4.0,6.0
tt0450405,cirque du freak: the vampire's assistant,2009,41546.0,5.9,4.3,3.8,,13.84,4,4,109 min,1.0,0
tt0092086,¡three amigos!,1986,64289.0,6.5,5.2,4.6,,,4,2,104 min,0,0
tt0091419,little shop of horrors,1986,60618.0,7.0,8.1,9.0,,,4,5,94 min,2.0,12.0
tt0099892,joe versus the volcano,1990,32670.0,5.8,4.5,6.2,,,4,2,102 min,0,1.0
tt0100395,postcards from the edge,1990,14426.0,6.7,7.1,8.4,,,4,2,101 min,2.0,10.0
tt0329028,dumb and dumberer: when harry met lloyd,2003,35664.0,3.4,1.9,1.0,,26.1,4,1,85 min,1.0,7.0
tt0092666,blind date,1987,19676.0,6.0,4.9,2.1,,,4,2,95 min,1.0,0
tt0091149,the great mouse detective,1986,41650.0,7.2,7.3,7.9,,,4,5,74 min,1.0,3.0
tt0099528,the exorcist iii,1990,23203.0,6.4,4.8,5.9,,,4,3,110 min,2.0,5.0
tt0427944,thank you for smoking,2005,207994.0,7.6,7.1,8.6,,24.8,4,2,92 min,12.0,30.0
tt0090305,weird science,1985,75182.0,6.6,4.6,5.6,,,4,3,94 min,0,1.0
tt0090583,about last night...,1986,13571.0,6.2,7.0,6.1,,,4,3,113 min,1.0,0
tt0082766,mommie dearest,1981,13452.0,6.7,5.5,4.9,,,4,2,129 min,9.0,11.0
tt0084749,the sword and the sorcerer,1982,5275.0,5.6,3.9,6.7,,,4,4,99 min,1.0,5.0
tt0087182,dune,1984,114348.0,6.5,4.0,5.3,,,4,3,137 min,2.0,4.0
tt0110989,ri¢hie ri¢h,1994,59634.0,5.3,4.9,2.4,,,4,2,95 min,0,2.0
tt0091225,howard the duck,1986,40717.0,4.7,2.8,1.5,,,4,5,110 min,5.0,4.0
tt0094963,the dead pool,1988,37970.0,6.3,4.6,5.7,,,4,4,91 min,0,0
tt0087062,city heat,1984,8534.0,5.5,,1.9,,,4,3,93 min,0,1.0
tt0094012,spaceballs,1987,163186.0,7.1,4.6,5.9,,,4,3,96 min,1.0,0
tt1764234,killing them softly,2012,126236.0,6.2,6.4,7.3,,14.9,4,3,97 min,3.0,8.0
tt0220506,halloween: resurrection,2002,35286.0,4.0,1.9,1.1,,30.26,4,2,94 min,1.0,1.0
tt0090151,that was then... this is now,1985,2036.0,6.2,4.5,0.0,,,4,2,102 min,0,0
tt0090060,st. elmo's fire,1985,33529.0,6.4,3.5,4.4,,,4,2,110 min,1.0,1.0
tt0086927,bachelor party,1984,33648.0,6.3,5.6,5.4,,,4,1,105 min,0,0
tt0094608,the accused,1988,29663.0,7.1,6.5,9.1,,,4,2,111 min,5.0,5.0
tt0283111,van wilder,2002,99783.0,6.4,2.6,1.8,,21.01,4,2,92 min,0,2.0
tt2582782,hell or high water,2016,184353.0,7.6,8.8,9.7,,26.97,4,5,102 min,47.0,163.0
tt0457430,pan's labyrinth,2006,585347.0,8.2,9.8,9.5,,37.5,4,3,118 min,101.0,109.0
tt0083641,best friends,1982,2337.0,5.4,7.0,6.2,,,4,3,116 min,0,1.0
tt0470752,ex machina,2014,438898.0,7.7,7.8,9.2,,19.01,4,4,108 min,71.0,154.0
tt0080474,brubaker,1980,14854.0,7.2,5.4,7.5,,,4,2,131 min,1.0,0
tt0095379,intruder,1989,6699.0,6.3,,,,,4,2,83 min,0,0
tt0097216,do the right thing,1989,78009.0,7.9,9.2,9.3,,,4,2,120 min,20.0,15.0
tt0080380,the apple,1980,1643.0,4.3,3.9,2.0,,,4,3,90 min,2.0,5.0
tt0083972,friday the 13th: part iii,1982,43597.0,5.7,3.0,1.2,,,4,2,95 min,0,2.0
tt0098724,"sex, lies, and videotape",1989,45961.0,7.2,8.6,9.6,,,4,1,100 min,15.0,22.0
tt0091159,gung ho,1986,11089.0,6.3,4.8,3.3,,,4,2,111 min,1.0,0
tt1619029,jackie,2016,68495.0,6.7,8.1,8.7,,13.96,4,3,100 min,44.0,165.0
tt0070849,last tango in paris,1972,46522.0,7.0,7.7,8.4,,,4,2,129 min,7.0,9.0
tt1131729,pirate radio,2009,104016.0,7.4,5.8,6.1,,8.0,4,3,117 min,1.0,9.0
tt1972779,the best of me,2014,61567.0,6.7,2.9,1.0,,21.98,4,2,118 min,0,0
tt1270761,don't be afraid of the dark,2010,45252.0,5.6,5.6,6.0,,23.9,4,3,99 min,0,4.0
tt0053726,black tights,1961,160.0,6.4,,,,,4,2,140 min,0,0
tt0107977,robin hood: men in tights,1993,109902.0,6.7,4.4,4.0,,,4,4,104 min,0,1.0
tt1210042,brooklyn's finest,2009,59034.0,6.7,4.3,4.4,,26.75,4,3,132 min,1.0,10.0
tt0093640,no way out,1987,32736.0,7.1,7.7,9.1,,,4,6,114 min,0,0
tt0099253,child's play 2,1990,42061.0,5.8,3.7,4.4,,,4,2,84 min,1.0,0
tt0086312,silkwood,1983,16764.0,7.2,6.4,7.7,,,4,4,131 min,2.0,13.0
tt0089530,mad max beyond thunderdome,1985,120596.0,6.3,7.1,8.0,,,4,3,107 min,1.0,7.0
tt0498353,hostel: part ii,2007,81895.0,5.5,4.6,4.4,,17.54,4,1,94 min,0,5.0
tt0117631,shine,1996,49342.0,7.7,8.7,9.1,,,4,4,105 min,45.0,51.0
tt0267626,k-19: the widowmaker,2002,56698.0,6.7,5.8,6.1,,35.1,4,4,138 min,1.0,2.0
tt0088944,commando,1985,137890.0,6.7,5.1,7.0,,,4,3,90 min,0,2.0
tt0131704,the adventures of rocky & bullwinkle,2000,18575.0,4.1,3.6,4.4,,0.41,4,5,92 min,2.0,6.0
tt0100140,mermaids,1990,26956.0,6.7,5.6,7.3,,,4,3,110 min,4.0,0
tt1305806,the secret in their eyes,2009,178356.0,8.2,8.0,9.1,,6.39,4,4,129 min,52.0,42.0
tt1121931,crank: high voltage,2009,134362.0,6.2,4.1,6.4,,13.63,4,3,96 min,1.0,2.0
tt1741273,secret in their eyes,2015,39046.0,6.3,4.5,3.9,,,4,4,111 min,2.0,3.0
tt0838221,the darjeeling limited,2007,169179.0,7.2,6.7,6.8,,11.9,4,3,91 min,4.0,3.0
tt0095647,mississippi burning,1988,81383.0,7.8,6.5,8.7,,,4,5,128 min,16.0,24.0
tt0069536,white fang,1973,586.0,6.1,,,,,4,3,102 min,0,0
tt0094947,dangerous liaisons,1988,61107.0,7.6,7.4,9.3,,,4,2,119 min,16.0,20.0
tt0082348,excalibur,1981,54631.0,7.4,5.6,7.9,,,4,4,140 min,2.0,9.0
tt0101917,freddy's dead,1991,38865.0,4.9,3.9,2.0,,,4,2,89 min,1.0,4.0
tt0087921,places in the heart,1984,9572.0,7.3,7.0,9.3,,,4,1,111 min,11.0,14.0
tt0089200,ghoulies,1984,7587.0,4.2,2.6,0.0,,,4,3,81 min,0,0
tt0086154,psycho ii,1983,22005.0,6.5,5.4,5.9,,,4,4,113 min,0,2.0
tt0091991,soul man,1986,7173.0,5.2,3.3,1.4,,,4,2,104 min,0,0
tt0080707,the exterminator,1980,4586.0,5.7,,3.6,,,4,4,99 min,0,0
tt0073941,aloha bobby and rose,1975,431.0,6.4,,,,,4,1,88 min,0,0
tt0416315,wolf creek,2005,64810.0,6.2,5.4,5.3,,15.95,4,2,99 min,3.0,26.0
tt0095963,red heat,1988,60640.0,6.1,6.1,6.7,,,4,4,104 min,0,0
tt0087553,the killing fields,1984,48478.0,7.8,7.6,9.3,,,4,4,141 min,24.0,22.0
tt0092513,adventures in babysitting,1987,34813.0,6.9,4.5,7.5,,,4,4,102 min,2.0,4.0
tt0109836,frankenstein,1994,48995.0,6.4,,3.8,,,4,4,123 min,0,14.0
tt0086066,the outsiders,1983,69959.0,7.1,4.1,6.4,,,4,2,91 min,1.0,3.0
tt0086129,porky's ii: the next day,1983,10313.0,5.1,3.8,1.1,,,4,1,98 min,0,1.0
tt0088993,day of the dead,1985,59680.0,7.2,6.0,8.3,,,4,2,96 min,2.0,0
tt0211915,amélie,2001,669839.0,8.3,6.9,8.9,,,4,2,122 min,59.0,67.0
tt0077917,matilda,1978,283.0,3.3,,,,,4,4,105 min,0,0
tt0083658,blade runner,1982,650771.0,8.1,8.9,8.9,,,4,3,117 min,12.0,16.0
tt0411061,88 minutes,2007,72375.0,5.9,1.7,0.5,,16.93,4,4,108 min,0,3.0
tt0104254,ferngully: the last rainforest,1992,25561.0,6.5,6.7,6.3,,,4,4,76 min,3.0,1.0
tt1935179,mud,2012,159700.0,7.4,7.6,9.7,,21.59,4,1,130 min,11.0,36.0
tt0078718,and justice for all,1979,28330.0,7.4,5.8,8.1,,,4,3,119 min,1.0,1.0
tt0072867,sharon's baby,1975,925.0,4.0,,,,,4,1,95 min,0,0
tt0087298,friday the 13th: the final chapter,1984,40928.0,6.0,3.3,2.0,,,4,2,91 min,0,2.0
tt0113326,rumble in the bronx,1995,36662.0,6.7,6.1,8.0,,,4,4,87 min,2.0,11.0
tt0080907,the hunter,1980,4485.0,6.4,3.1,5.0,,,4,6,97 min,1.0,0
tt0401696,night killer,1990,307.0,3.8,,,,,4,3,90 min,0,0
tt0145503,sunshine,1999,12498.0,7.5,7.1,7.4,,,4,4,181 min,12.0,14.0
tt0090022,silverado,1985,34982.0,7.2,6.4,7.6,,33.2,4,5,133 min,1.0,2.0
tt4550098,nocturnal animals,2016,214805.0,7.5,6.7,7.4,,10.64,4,2,116 min,16.0,133.0
tt0094631,alien nation,1988,13480.0,6.3,4.5,5.3,,,4,2,91 min,1.0,4.0
tt0091653,nothing in common,1986,6084.0,5.9,6.2,5.7,,,4,3,118 min,0,1.0
tt0082517,history of the world: part i,1981,43689.0,6.9,4.7,6.0,,,4,2,92 min,1.0,1.0
tt0093437,the lost boys,1987,115738.0,7.3,6.3,7.4,,,4,2,97 min,3.0,5.0
tt0080661,dressed to kill,1980,31905.0,7.1,7.4,8.3,,,4,2,104 min,1.0,9.0
tt2101441,spring breakers,2012,129461.0,5.3,6.3,6.7,,13.9,4,2,94 min,11.0,33.0
tt0090830,children of a lesser god,1986,14065.0,7.2,8.0,8.1,,,4,2,119 min,5.0,11.0
tt1129442,transporter 3,2008,150445.0,6.1,5.1,3.9,,31.32,4,2,104 min,0,2.0
tt0099005,air america,1990,25707.0,5.8,3.3,1.3,,,4,3,113 min,0,1.0
tt1837709,winter's tale,2014,49889.0,6.2,3.1,1.3,,10.63,4,4,118 min,0,2.0
tt1028528,death proof,2007,254200.0,7.0,,6.3,,,4,1,113 min,0,7.0
tt0087078,conan the destroyer,1984,73165.0,5.9,5.3,,,,4,3,103 min,1.0,3.0
tt0088851,the bride,1985,2761.0,5.3,3.0,2.5,,,4,4,118 min,0,3.0
tt0093779,the princess bride,1987,371127.0,8.1,7.7,9.7,,,4,4,98 min,7.0,8.0
tt0086508,uncommon valor,1983,8372.0,6.4,3.8,5.6,,,4,4,105 min,0,0
tt0076009,exorcist ii: the heretic,1977,20416.0,3.8,3.9,1.5,,,4,1,117 min,0,3.0
tt0082474,the great muppet caper,1981,12536.0,7.2,7.0,7.6,,,4,6,97 min,0,1.0
tt0089643,murphy's romance,1985,5078.0,7.0,,7.3,,,4,3,107 min,0,2.0
tt0097722,lean on me,1989,17100.0,7.4,5.8,6.9,,,4,1,108 min,4.0,5.0
tt0084938,young doctors in love,1982,2808.0,5.4,,2.9,,,4,1,96 min,0,0
tt0059797,those magnificent men in their flying machines or how i flew from london to paris in 25 hours 11 minutes,1965,7060.0,7.0,,7.1,,,4,3,138 min,1.0,7.0
tt0098206,road house,1989,57415.0,6.6,3.6,3.7,,,4,2,114 min,0,5.0
tt0084707,sophie's choice,1982,38535.0,7.6,6.8,7.4,,,4,2,150 min,12.0,12.0
tt0080801,the gods must be crazy,1980,50132.0,7.3,7.3,8.5,,,4,1,109 min,2.0,3.0
tt0069293,solaris,1972,72396.0,8.1,9.0,9.5,,,4,3,167 min,2.0,4.0
tt0113114,free willy 2: the adventure home,1995,16142.0,5.0,,3.1,,,4,3,95 min,2.0,2.0
tt3316948,american ultra,2015,79191.0,6.1,5.0,4.3,,,4,3,96 min,0,0
tt2140379,self/less,2015,84063.0,6.5,3.4,1.9,,,4,4,117 min,0,0
tt0091306,jumpin' jack flash,1986,17296.0,5.9,5.2,2.9,,,4,3,105 min,0,2.0
tt0084917,the world according to garp,1982,23859.0,7.2,6.3,7.5,,,4,2,136 min,5.0,4.0
tt0098627,weekend at bernie's,1989,45630.0,6.4,3.2,5.4,,,4,3,97 min,0,1.0
tt0099699,green card,1990,21407.0,6.2,5.8,6.0,,,4,3,103 min,3.0,3.0
tt0109045,"the adventures of priscilla, queen of the desert",1994,44084.0,7.4,7.0,9.5,,,4,2,104 min,10.0,18.0
tt0086491,twilight zone: the movie,1983,31188.0,6.5,4.4,5.8,,,4,2,101 min,1.0,8.0
tt0059895,city in the sea,1965,1741.0,5.4,,,,,4,3,84 min,0,0
tt0088172,starman,1984,40224.0,7.0,7.1,8.4,,,4,2,115 min,1.0,5.0
tt0087597,the last starfighter,1984,36215.0,6.8,6.7,7.7,,,4,3,101 min,0,4.0
tt0096098,shoot to kill,1988,10884.0,6.8,,10.0,,,4,5,110 min,0,2.0
tt0097235,the dream team,1989,12035.0,6.5,5.4,5.4,,,4,3,113 min,0,0
tt0091217,hoosiers,1986,40539.0,7.5,7.6,8.9,,,4,2,114 min,3.0,3.0
tt0093822,raising arizona,1987,119155.0,7.3,6.8,9.1,,,4,2,94 min,0,4.0
tt0084865,victor victoria,1982,18377.0,7.6,8.4,9.7,,,4,4,134 min,10.0,15.0
tt0085678,high road to china,1983,4611.0,6.1,4.2,,,,4,4,105 min,0,2.0
tt0099204,cadillac man,1990,12612.0,5.7,5.0,5.5,,,4,2,97 min,0,0
tt0088242,teachers,1984,3581.0,6.0,,6.2,,,4,2,107 min,0,0
tt0074860,marathon man,1976,54343.0,7.5,6.4,8.0,,,4,2,125 min,4.0,9.0
tt0095107,ernest saves christmas,1988,9565.0,5.6,4.4,3.6,,,4,3,95 min,0,0
tt0118570,air bud,1997,15479.0,5.2,,4.5,,,4,4,98 min,3.0,3.0
tt0071424,dirty mary crazy larry,1974,5820.0,6.7,5.2,4.7,,,4,3,93 min,0,0
tt0367959,hannibal rising,2007,99440.0,6.2,3.5,1.6,,27.5,4,5,121 min,0,2.0
tt0087892,a passage to india,1984,16020.0,7.3,,8.3,,,4,3,164 min,20.0,26.0
