imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast,genre,running_time,other_wins,other_noms
tt0120179,speed 2: cruise control,1997,71182.0,3.9,2.3,0.4,,,4,5,121 min,1.0,9.0
tt0080934,the island,1980,3591.0,5.3,,4.0,,,4,6,109 min,0,2.0
tt0415306,talladega nights: the ballad of ricky bobby,2006,158027.0,6.6,6.6,7.1,,148.21,4,2,108 min,8.0,9.0
tt0099422,dick tracy,1990,54691.0,6.1,,6.3,,,4,6,105 min,6.0,36.0
tt0095719,the nest,1988,1531.0,5.3,,,,,4,2,89 min,0,0
tt0060897,return of the magnificent seven,1966,3407.0,5.5,,1.3,,,4,2,95 min,0,0
tt3393786,jack reacher: never go back,2016,127646.0,6.1,4.7,3.7,,58.68,4,2,118 min,1.0,0
tt0460791,the fall,2006,103234.0,7.9,6.4,6.1,,2.1,4,3,117 min,4.0,11.0
tt0096969,born on the fourth of july,1989,91961.0,7.2,7.5,8.7,,,4,3,145 min,13.0,25.0
tt0411477,hellboy ii: the golden army,2008,246975.0,7.0,7.8,8.6,,75.75,4,6,120 min,5.0,29.0
tt0086006,never say never again,1983,57370.0,6.2,6.8,6.7,,,4,3,134 min,1.0,2.0
tt0098621,the war of the roses,1989,45543.0,6.8,7.9,8.5,,,4,2,116 min,2.0,6.0
tt1172049,demolition,2015,81138.0,7.0,4.9,5.3,,1.66,4,2,101 min,1.0,2.0
tt1051904,goosebumps,2015,75447.0,6.3,6.0,7.8,,76.08,4,5,103 min,0,4.0
tt0099371,days of thunder,1990,74335.0,6.0,6.0,3.9,,,4,3,107 min,1.0,1.0
tt0080339,airplane!,1980,195911.0,7.7,7.8,9.7,,,4,1,88 min,2.0,6.0
tt0088007,the river,1984,6015.0,6.3,,,,,4,1,124 min,2.0,2.0
tt3460252,the hateful eight,2015,466791.0,7.8,6.8,7.4,,54.12,4,5,168 min,40.0,115.0
tt0097742,licence to kill,1989,88238.0,6.6,5.8,7.6,,,4,3,133 min,0,1.0
tt0099044,another 48 hrs.,1990,36387.0,5.9,2.3,1.8,,,4,6,93 min,0,0
tt0087363,gremlins,1984,183812.0,7.3,7.0,8.5,,,4,3,106 min,7.0,6.0
tt0408236,sweeney todd: the demon barber of fleet street,2007,328522.0,7.3,8.3,8.5,,52.9,4,4,116 min,34.0,75.0
tt0090264,a view to a kill,1985,82627.0,6.4,4.0,3.6,,,4,3,131 min,2.0,4.0
tt0378194,kill bill: vol. 2,2004,638515.0,8.0,8.3,8.4,,,4,3,137 min,22.0,82.0
tt6019206,kill bill: the whole bloody affair,2011,4232.0,8.8,,,,,4,3,247 min,0,0
tt0094737,big,1988,185722.0,7.3,7.3,9.7,,,4,4,104 min,11.0,12.0
tt0120185,spice world,1997,32191.0,3.5,3.2,3.5,,,4,3,93 min,3.0,11.0
tt1023481,step up 2: the streets,2008,77247.0,6.2,5.0,2.7,,58.01,4,3,98 min,2.0,3.0
tt0432021,resident evil: extinction,2007,175903.0,6.3,4.1,2.4,,50.65,4,4,94 min,2.0,1.0
tt0087928,police academy,1984,106160.0,6.7,4.1,5.4,,,4,1,96 min,1.0,0
tt0082031,arthur,1981,24410.0,6.9,6.9,8.8,,,4,2,97 min,9.0,6.0
tt1972591,king arthur: legend of the sword,2017,177167.0,6.7,4.1,3.0,,39.04,4,4,126 min,0,9.0
tt1618442,the last witch hunter,2015,89351.0,6.0,3.4,1.7,,,4,3,106 min,0,1.0
tt0117731,star trek: first contact,1996,112377.0,7.6,7.1,9.3,,,4,5,111 min,8.0,20.0
tt0062622,2001: a space odyssey,1968,563214.0,8.3,8.2,9.3,,0.14,4,2,149 min,15.0,10.0
tt0097239,driving miss daisy,1989,92097.0,7.4,8.1,8.1,,,4,1,99 min,17.0,24.0
tt0053137,on the beach,1959,10956.0,7.2,5.5,7.6,,,4,3,134 min,4.0,7.0
tt0088939,the color purple,1985,73128.0,7.8,7.8,8.0,,,4,1,154 min,14.0,12.0
tt0118972,the devil's own,1997,55136.0,6.2,5.3,3.4,,,4,4,111 min,0,1.0
tt0085210,bad boys,1983,13022.0,7.2,5.3,8.9,,,4,3,123 min,1.0,0
tt1219342,legend of the guardians: the owls of ga'hoole,2010,75164.0,6.9,5.3,5.1,,54.4,4,8,97 min,4.0,23.0
tt0079945,star trek: the motion picture,1979,76680.0,6.4,4.8,4.2,,,4,3,132 min,4.0,17.0
tt0099141,bird on a wire,1990,37664.0,6.0,3.6,3.2,,,4,2,110 min,0,0
tt0091763,platoon,1986,360034.0,8.1,9.2,8.8,,,4,2,120 min,20.0,14.0
tt0099674,the godfather part iii,1990,334561.0,7.6,6.0,6.8,,,4,2,162 min,6.0,16.0
tt1205537,jack ryan: shadow recruit,2014,117295.0,6.2,5.7,5.5,,43.0,4,3,105 min,0,3.0
tt0974661,17 again,2009,171174.0,6.3,4.8,5.6,,64.09,4,3,102 min,3.0,5.0
tt1477076,saw: the final chapter,2010,85556.0,5.6,2.4,1.0,,45.67,4,2,90 min,0,3.0
tt0084522,porky's,1981,35979.0,6.2,4.0,3.3,,,4,1,94 min,1.0,1.0
tt1027718,wall street: money never sleeps,2010,94850.0,6.2,5.9,5.5,,52.47,4,1,133 min,1.0,3.0
tt0227005,made,2001,16287.0,6.4,6.2,7.1,,3.67,4,4,95 min,0,1.0
tt0396171,perfume: the story of a murderer,2006,224290.0,7.5,5.6,5.9,,2.1,4,2,147 min,15.0,19.0
tt0368933,the princess diaries 2: royal engagement,2004,69721.0,5.8,4.3,2.6,,95.11,4,3,113 min,1.0,2.0
tt0083564,annie,1982,37497.0,6.6,3.9,5.6,,,4,4,127 min,2.0,11.0
tt0072037,scent of a woman,1974,3481.0,7.6,,,,,4,2,103 min,9.0,3.0
tt1596363,the big short,2015,323545.0,7.8,8.1,8.8,,,4,4,130 min,37.0,80.0
tt0092007,star trek iv: the voyage home,1986,74216.0,7.3,7.1,8.5,,,4,3,119 min,4.0,14.0
tt0084434,an officer and a gentleman,1982,45661.0,7.0,7.5,7.9,,,4,2,124 min,7.0,13.0
tt0359013,blade: trinity,2004,159218.0,5.9,3.8,2.6,,52.4,4,3,113 min,0,1.0
tt0318627,resident evil: apocalypse,2004,178755.0,6.2,3.5,2.0,,50.6,4,4,94 min,6.0,3.0
tt0758730,aliens vs. predator: requiem,2007,111513.0,4.7,2.9,1.1,,41.67,4,4,94 min,0,4.0
tt0190332,"crouching tiger, hidden dragon",2000,243787.0,7.8,9.4,9.7,,,4,4,120 min,97.0,133.0
tt0083987,gandhi,1982,210267.0,8.0,7.9,8.4,,,4,3,191 min,27.0,20.0
tt3522806,mechanic: resurrection,2016,70407.0,5.7,3.8,3.2,,21.2,4,3,98 min,0,1.0
tt0098067,parenthood,1989,42092.0,7.0,8.2,9.1,,,4,2,124 min,4.0,12.0
tt2647586,resurrection,2014,14546.0,7.3,,,,,4,2,43 min,0,1.0
tt0333780,"legally blonde 2: red, white & blonde",2003,58381.0,4.8,4.7,3.7,,89.81,4,1,95 min,3.0,4.0
tt0083944,first blood,1982,213009.0,7.7,6.1,8.7,,,4,2,93 min,1.0,2.0
tt0089218,the goonies,1985,226280.0,7.8,6.2,7.1,,,4,3,114 min,3.0,6.0
tt0093105,"good morning, vietnam",1987,119032.0,7.3,6.7,9.0,,,4,4,121 min,7.0,3.0
tt0166813,spirit: stallion of the cimarron,2002,59747.0,7.1,5.2,7.0,,73.22,4,5,83 min,10.0,21.0
tt1987680,the upside,2017,34612.0,6.9,4.6,,,,4,2,126 min,2.0,3.0
tt0099810,the hunt for red october,1990,168116.0,7.6,5.8,8.9,,,4,3,135 min,2.0,8.0
tt0091187,heartbreak ridge,1986,37369.0,6.9,5.3,7.9,,,4,2,130 min,3.0,0
tt2268016,magic mike xxl,2015,49468.0,5.6,6.0,6.6,,,4,3,115 min,2.0,5.0
tt0084516,poltergeist,1982,133183.0,7.3,7.9,8.5,,,4,2,114 min,4.0,4.0
tt0100507,rocky v,1990,119931.0,5.3,5.5,2.9,,,4,2,104 min,0,9.0
tt0287717,spy kids 2: island of lost dreams,2002,56603.0,5.1,6.6,7.5,,,4,5,100 min,3.0,3.0
tt0093058,full metal jacket,1987,628975.0,8.3,7.6,9.1,,,4,2,116 min,8.0,12.0
tt0082846,on golden pond,1981,25996.0,7.6,6.8,9.3,,,4,1,109 min,11.0,23.0
tt0120844,star trek: insurrection,1998,66571.0,6.4,6.4,5.4,,,4,4,103 min,3.0,8.0
tt4501244,why him?,2016,94117.0,6.2,3.9,3.9,,60.31,4,1,111 min,1.0,0
tt1611224,abraham lincoln: vampire hunter,2012,144868.0,5.9,4.2,3.4,,37.3,4,4,105 min,0,1.0
tt0075922,the house by the lake,1976,771.0,6.2,,,,,4,2,87 min,3.0,0
tt0080455,the blues brothers,1980,171723.0,7.9,6.0,8.4,,,4,5,133 min,1.0,0
tt0091326,the karate kid part ii,1986,67502.0,6.0,5.5,4.2,,,4,4,113 min,4.0,2.0
tt0089822,police academy 2: their first assignment,1985,48289.0,5.8,3.9,2.9,,,4,1,87 min,1.0,0
tt0119375,insomnia,1997,12370.0,7.3,,9.7,,,4,3,96 min,0,2.0
tt1711525,office christmas party,2016,61851.0,5.8,4.2,4.0,,54.73,4,1,105 min,1.0,1.0
tt3195644,insidious: chapter 3,2015,86425.0,6.1,5.2,5.9,,,4,3,97 min,3.0,10.0
tt0098084,pet sematary,1989,88234.0,6.6,3.8,5.0,,,4,2,103 min,1.0,5.0
tt2975578,the purge: anarchy,2014,129784.0,6.4,5.0,5.6,,,4,4,103 min,3.0,6.0
tt0098273,sea of love,1989,35727.0,6.8,6.6,7.9,,,4,5,113 min,0,3.0
tt0093936,the secret of my success,1987,27543.0,6.5,3.6,5.7,,,4,2,111 min,1.0,0
tt0452681,the santa clause 3: the escape clause,2006,30380.0,4.7,3.2,1.7,,84.44,4,4,97 min,4.0,9.0
tt1063669,the wave,2008,97205.0,7.6,,6.7,,,4,2,107 min,9.0,8.0
tt0096446,willow,1988,95104.0,7.3,4.7,5.0,,,4,5,126 min,1.0,9.0
tt0280030,peter pan 2: return to never land,2002,17088.0,5.8,4.9,4.5,,48.33,4,4,72 min,0,4.0
tt4438848,neighbors 2: sorority rising,2016,106540.0,5.7,5.8,6.3,,,4,1,92 min,3.0,5.0
tt0091777,police academy 3: back in training,1986,40077.0,5.4,3.3,4.0,,,4,1,83 min,1.0,0
tt0086425,terms of endearment,1983,50918.0,7.4,7.9,8.4,,,4,2,132 min,27.0,18.0
tt0109040,ace ventura: pet detective,1994,261300.0,6.9,3.7,4.7,,,4,1,86 min,5.0,5.0
tt0094226,the untouchables,1987,263337.0,7.9,7.9,8.2,,,4,3,119 min,10.0,16.0
tt0096244,tequila sunrise,1988,27254.0,6.1,6.2,4.0,,,4,4,115 min,2.0,2.0
tt0085995,vacation,1983,89395.0,7.4,5.5,9.3,,,4,2,98 min,0,0
tt0114781,under siege 2: dark territory,1995,41828.0,5.5,5.2,3.7,,,4,2,100 min,0,0
tt0056874,man in the dark,1964,52.0,7.0,,,,,4,2,80 min,0,0
tt0063465,project x,1968,319.0,5.5,,,,,4,2,97 min,0,0
tt0085127,project a,1983,13757.0,7.4,,8.3,,,4,2,105 min,1.0,3.0
tt0080319,9 to 5,1980,25461.0,6.8,5.8,8.2,,,4,1,109 min,3.0,6.0
tt0859163,the mummy: tomb of the dragon emperor,2008,144336.0,5.2,3.1,1.3,,101.6,4,5,112 min,2.0,6.0
tt0070927,the working girls,1974,225.0,5.6,,,,,4,1,81 min,0,0
tt0096463,working girl,1988,48818.0,6.8,7.3,8.3,,,4,3,113 min,8.0,17.0
tt0856288,inside,2007,35322.0,6.8,,8.5,,,4,1,82 min,9.0,5.0
tt0081562,stir crazy,1980,23525.0,6.8,5.6,6.7,,,4,2,111 min,0,1.0
tt0082136,the cannonball run,1981,31223.0,6.3,2.8,3.0,,,4,3,95 min,1.0,2.0
tt0079501,mad max,1979,180789.0,6.9,7.3,9.0,,,4,4,88 min,4.0,7.0
tt0088323,the neverending story,1984,123608.0,7.4,4.6,8.0,,,4,4,102 min,5.0,7.0
tt0110647,the neverending story iii,1994,10482.0,3.2,,,,,4,4,95 min,0,1.0
tt0073756,the street fighter,1974,3901.0,7.1,,8.0,,,4,3,91 min,0,0
tt0384537,silent hill,2006,206265.0,6.5,3.1,3.1,,46.98,4,1,125 min,0,8.0
tt0120631,ever after: a cinderella story,1998,66042.0,7.0,6.6,9.1,,,4,3,121 min,6.0,15.0
tt1895587,spotlight,2015,382865.0,8.1,9.3,9.7,,,4,3,129 min,123.0,141.0
tt0093773,predator,1987,353017.0,7.8,4.5,8.1,,,4,4,107 min,3.0,5.0
tt0183649,phone booth,2002,241467.0,7.0,5.6,7.2,,46.52,4,2,81 min,1.0,8.0
tt0115964,crash,1996,48712.0,6.4,4.7,5.9,,3.17,4,1,100 min,8.0,4.0
tt0102975,star trek vi: the undiscovered country,1991,66376.0,7.2,6.5,8.1,,,4,4,110 min,2.0,7.0
tt0089370,the jewel of the nile,1985,47704.0,6.1,,5.0,,,4,4,106 min,0,0
tt0098384,steel magnolias,1989,43411.0,7.3,5.6,7.0,,,4,3,117 min,2.0,6.0
tt0084726,star trek ii: the wrath of khan,1982,107033.0,7.7,6.7,8.7,,,4,3,113 min,3.0,9.0
tt0082122,butterfly,1982,1147.0,4.7,,,,,4,2,108 min,3.0,9.0
tt0099710,the guardian,1990,4690.0,5.4,,2.2,,,4,4,92 min,0,3.0
tt1538403,the mortal instruments: city of bones,2013,123641.0,5.9,3.3,1.4,,31.17,4,5,130 min,6.0,11.0
tt0097481,harlem nights,1989,18762.0,6.1,1.6,2.1,,,4,3,116 min,2.0,1.0
tt0052618,ben-hur,1959,207163.0,8.1,9.0,8.6,,,4,3,212 min,18.0,16.0
tt1798684,southpaw,2015,205933.0,7.4,5.7,6.0,,42.37,4,2,124 min,0,11.0
tt0091396,legal eagles,1986,9401.0,6.0,,4.7,,,4,3,116 min,1.0,0
tt0205000,deuce bigalow: male gigolo,1999,67773.0,5.7,3.0,2.2,,,4,2,88 min,0,2.0
tt0098635,when harry met sally...,1989,182069.0,7.6,7.6,9.0,,,4,3,95 min,4.0,16.0
tt0834001,underworld: rise of the lycans,2009,144722.0,6.6,4.4,3.0,,45.8,4,5,92 min,0,0
tt0357413,anchorman: the legend of ron burgundy,2004,314622.0,7.2,6.3,6.6,,84.14,4,1,94 min,1.0,13.0
tt0090685,back to school,1986,26151.0,6.6,6.8,8.5,,,4,3,96 min,1.0,2.0
tt0087538,the karate kid,1984,163122.0,7.2,6.0,8.8,,,4,4,126 min,2.0,2.0
tt0096754,the abyss,1989,154545.0,7.6,6.2,8.9,,,4,5,145 min,8.0,15.0
tt0086465,trading places,1983,126231.0,7.5,6.9,8.7,,,4,1,116 min,3.0,4.0
tt0081283,ordinary people,1980,43521.0,7.7,8.7,8.9,,,4,1,124 min,15.0,14.0
tt0398375,rumor has it...,2005,50492.0,5.5,3.5,2.0,,42.9,4,3,97 min,0,0
tt0052950,the journey,1959,1271.0,7.0,,,,,4,3,126 min,0,1.0
tt4682786,collateral beauty,2016,83279.0,6.8,2.3,1.4,,30.98,4,2,97 min,1.0,6.0
tt0085750,jaws 3-d,1983,36860.0,3.7,2.7,1.0,,,4,3,99 min,0,5.0
tt0089755,out of africa,1985,67127.0,7.2,6.9,6.0,,,4,3,161 min,23.0,27.0
tt0070791,theater of blood,1973,8284.0,7.2,,9.3,,,4,3,104 min,0,2.0
tt0090568,8 million ways to die,1986,4186.0,5.8,2.9,0.0,,1.31,4,4,115 min,0,1.0
tt0102510,the naked gun 2½: the smell of fear,1991,98852.0,6.9,6.5,5.7,,,4,2,85 min,2.0,1.0
tt0088170,star trek iii: the search for spock,1984,70655.0,6.7,5.6,8.0,,,4,3,105 min,1.0,7.0
tt0099487,edward scissorhands,1990,425496.0,7.9,7.4,9.0,,,4,3,105 min,9.0,23.0
tt3622592,paper towns,2015,89925.0,6.3,5.6,5.7,,,4,4,109 min,4.0,3.0
tt0088011,romancing the stone,1984,77496.0,6.9,6.3,8.6,,,4,4,106 min,8.0,3.0
tt0190641,pokémon: the first movie - mewtwo strikes back,1998,37404.0,6.2,3.5,1.5,,,4,7,96 min,3.0,6.0
tt0173840,final fantasy: the spirits within,2001,78636.0,6.4,4.9,4.5,,,4,6,106 min,3.0,11.0
tt3397884,sicario,2015,340339.0,7.6,8.2,9.2,,,4,5,121 min,15.0,150.0
tt0088933,cocoon,1985,53649.0,6.7,6.5,7.7,,,4,3,117 min,3.0,11.0
tt0083131,stripes,1981,60783.0,6.9,6.8,8.6,,,4,2,106 min,0,0
tt0388482,transporter 2,2005,183941.0,6.3,5.6,,,,4,2,87 min,0,0
tt0075097,the premonition,1976,493.0,4.6,,,,,4,3,94 min,0,0
tt0097351,field of dreams,1989,102132.0,7.5,5.7,8.6,,,4,4,107 min,7.0,10.0
tt0090633,an american tail,1986,46111.0,6.9,3.8,7.0,,,4,6,80 min,6.0,6.0
tt0095016,die hard,1988,737566.0,8.2,7.2,9.3,,,4,2,132 min,8.0,2.0
tt0464154,piranha 3d,2010,82821.0,5.4,5.3,7.4,,24.9,4,2,88 min,2.0,12.0
tt0158983,"south park: bigger, longer & uncut",1999,185416.0,7.7,7.3,8.1,,,4,4,81 min,7.0,10.0
tt0289043,28 days later...,2002,353519.0,7.6,7.3,8.6,,44.9,4,4,113 min,10.0,31.0
tt0103874,dracula,1992,178730.0,7.4,5.7,7.3,,,4,1,128 min,21.0,20.0
tt0095631,midnight run,1988,66702.0,7.5,7.8,9.6,,,4,4,126 min,2.0,2.0
tt2679042,hitman: agent 47,2015,82269.0,5.7,2.8,0.9,,,4,3,96 min,0,2.0
tt0165982,sinbad: legend of the seven seas,2003,46100.0,6.7,4.8,4.5,,26.3,4,4,86 min,0,9.0
tt3717252,underworld: blood wars,2016,65078.0,5.8,2.3,1.9,,30.35,4,7,91 min,0,0
tt0100514,the rookie,1990,24063.0,5.9,,2.9,,,4,4,120 min,0,0
tt0093565,moonstruck,1987,45221.0,7.1,8.3,9.3,,,4,3,102 min,15.0,19.0
tt0091129,the golden child,1986,48449.0,6.0,3.7,2.6,,,4,5,94 min,0,2.0
tt0086567,wargames,1983,85443.0,7.1,7.7,9.3,,,4,2,114 min,4.0,11.0
tt0087277,footloose,1984,65444.0,6.6,4.2,5.1,,,4,3,107 min,1.0,4.0
tt0090142,teen wolf,1985,42832.0,6.1,2.5,4.4,,,4,2,91 min,0,0
tt1114677,hannah montana: the movie,2009,37722.0,4.4,4.7,4.4,,79.48,4,5,102 min,6.0,10.0
tt0098554,uncle buck,1989,78242.0,7.0,5.1,6.1,,,4,1,100 min,0,0
tt0083511,48 hrs.,1982,64573.0,6.9,7.1,9.3,,,4,5,96 min,2.0,1.0
tt0095705,the naked gun: from the files of police squad!,1988,140680.0,7.6,7.6,8.7,,,4,2,85 min,0,1.0
tt3707106,by the sea,2015,16976.0,5.3,4.4,3.5,,0.32,4,2,122 min,1.0,2.0
tt4034228,manchester by the sea,2016,222957.0,7.8,9.6,9.6,,47.7,4,1,137 min,127.0,250.0
tt0094889,cocktail,1988,75597.0,5.9,1.2,0.5,,,4,3,104 min,5.0,5.0
tt0097637,k-9,1989,30068.0,6.0,4.4,2.2,,,4,3,101 min,0,0
tt0088247,the terminator,1984,757806.0,8.0,8.4,10.0,,,4,2,107 min,7.0,6.0
tt1601913,the grey,2011,232168.0,6.8,6.4,7.9,,51.53,4,4,117 min,2.0,7.0
tt0090056,spies like us,1985,41849.0,6.4,2.2,3.2,,,4,2,102 min,0,0
tt0091605,the name of the rose,1986,96188.0,7.7,,7.4,,,4,4,130 min,15.0,5.0
tt0093756,police academy 4: citizens on patrol,1987,38055.0,5.0,2.6,0.0,,,4,2,88 min,0,2.0
tt1322269,august: osage county,2013,80901.0,7.2,5.8,6.5,,29.2,4,2,121 min,16.0,63.0
tt0414055,elizabeth: the golden age,2007,63643.0,6.8,4.5,3.4,,16.26,4,4,114 min,6.0,33.0
tt0095776,oliver & company,1988,40712.0,6.7,5.8,5.0,,,4,5,74 min,1.0,2.0
tt0094721,beetlejuice,1988,242552.0,7.5,7.0,8.4,,,4,2,92 min,6.0,11.0
tt3682448,bridge of spies,2015,269858.0,7.6,8.1,9.1,,,4,3,142 min,30.0,101.0
tt0100419,problem child,1990,26807.0,5.4,2.7,0.0,,,4,2,81 min,0,1.0
tt0091877,ruthless people,1986,24505.0,6.9,7.8,9.4,,,4,2,93 min,1.0,2.0
tt0329774,xxx: state of the union,2005,64957.0,4.4,3.7,1.7,,26.08,4,5,101 min,0,1.0
tt0052902,the horse soldiers,1959,8610.0,7.2,,9.0,,,4,4,120 min,0,1.0
tt0097958,national lampoon's christmas vacation,1989,137586.0,7.6,4.9,6.6,,,4,1,97 min,0,0
tt0366174,anacondas: the hunt for the blood orchid,2004,27062.0,4.6,4.0,2.6,,31.5,4,4,97 min,0,2.0
tt0080377,any which way you can,1980,16396.0,6.2,5.1,2.0,,,4,2,116 min,1.0,1.0
tt0266697,kill bill: vol. 1,2003,936179.0,8.1,6.9,8.5,,,4,3,111 min,27.0,101.0
tt0381849,3:10 to yuma,2007,274864.0,7.7,7.6,8.9,,53.57,4,4,122 min,3.0,30.0
tt0090840,the christmas star,1986,345.0,6.5,,,,,4,2,94 min,0,0
tt0083642,the best little whorehouse in texas,1982,9309.0,5.9,4.0,5.6,,,4,2,114 min,0,2.0
tt0081375,private benjamin,1980,22198.0,6.2,5.9,8.1,,,4,2,109 min,1.0,3.0
tt0088161,splash,1984,64781.0,6.2,7.1,9.0,,,4,3,111 min,2.0,8.0
tt0087957,purple rain,1984,17995.0,6.6,5.5,6.9,,,4,4,111 min,4.0,4.0
tt0091042,ferris bueller's day off,1986,297706.0,7.8,6.1,8.0,,,4,1,103 min,1.0,0
tt0120595,babe: pig in the city,1998,30115.0,5.7,6.8,6.5,,,4,5,97 min,1.0,16.0
tt0424774,the adventures of sharkboy and lavagirl 3-d,2005,28559.0,3.5,3.8,1.9,,,4,6,93 min,1.0,10.0
tt0090329,witness,1985,80408.0,7.4,7.6,9.2,,,4,4,112 min,11.0,25.0
tt0318155,looney tunes: back in action,2003,30847.0,5.7,6.4,5.6,,21.0,4,6,91 min,0,10.0
tt0245674,thir13en ghosts,2001,75885.0,5.6,3.0,1.5,,41.6,4,2,91 min,0,3.0
tt0443701,the x files: i want to believe,2008,86700.0,5.9,4.7,3.1,,20.85,4,5,104 min,0,0
tt0086383,sudden impact,1983,38246.0,6.6,5.2,5.7,,,4,3,117 min,0,1.0
tt0118655,austin powers: international man of mystery,1997,211486.0,7.0,5.1,7.0,,,4,2,89 min,3.0,8.0
tt1185834,star wars: the clone wars,2008,52544.0,5.9,3.5,1.8,,35.09,4,6,98 min,0,2.0
tt0151137,the messenger: the story of joan of arc,1999,61993.0,6.4,5.4,3.0,,,4,5,148 min,5.0,13.0
tt0253754,star trek: nemesis,2002,69607.0,6.4,5.1,3.8,,43.06,4,4,116 min,1.0,4.0
tt0060429,frankie and johnny,1966,1628.0,5.7,,,,,4,3,87 min,0,1.0
tt0095655,moonwalker,1988,15145.0,6.1,,,,,4,5,93 min,2.0,2.0
tt0092925,dragnet,1987,30124.0,6.0,6.2,5.1,,,4,2,106 min,0,0
tt0080549,coal miner's daughter,1980,15633.0,7.5,8.7,8.9,,,4,3,124 min,9.0,13.0
tt0092699,broadcast news,1987,25337.0,7.2,8.4,9.8,,,4,3,133 min,14.0,16.0
tt0086250,scarface,1983,685174.0,8.3,6.5,8.1,,0.66,4,2,170 min,0,4.0
tt1259521,the cabin in the woods,2011,349595.0,7.0,7.2,9.1,,42.04,4,1,95 min,20.0,34.0
tt0081529,smokey and the bandit ii,1980,13932.0,5.3,4.1,1.7,,,4,2,100 min,1.0,4.0
tt0113820,mighty morphin power rangers: the movie,1995,24004.0,5.2,4.0,3.7,,,4,5,95 min,0,1.0
tt0094025,stakeout,1987,22029.0,6.6,6.9,8.8,,,4,4,117 min,2.0,0
tt0093409,lethal weapon,1987,225088.0,7.6,6.8,8.2,,,4,3,109 min,7.0,1.0
tt0092494,*batteries not included,1987,29609.0,6.7,5.4,6.0,,,4,4,106 min,2.0,1.0
tt0086361,staying alive,1983,13616.0,4.6,2.3,0.0,,,4,3,93 min,0,5.0
tt4975722,moonlight,2016,243114.0,7.4,9.9,9.8,,27.85,4,1,111 min,225.0,284.0
tt0092675,bloodsport,1988,71121.0,6.8,2.9,3.9,,,4,4,92 min,0,1.0
tt0406375,zathura: a space adventure,2005,86652.0,6.1,6.7,7.5,,28.05,4,6,101 min,2.0,3.0
tt2671706,fences,2016,90123.0,7.2,7.9,9.2,,57.64,4,1,139 min,52.0,106.0
tt0094332,the witches of eastwick,1987,57989.0,6.5,6.7,7.6,,,4,3,118 min,5.0,11.0
tt0106770,dragon: the bruce lee story,1993,25969.0,7.0,,7.1,,,4,4,120 min,1.0,3.0
tt0082406,the fox and the hound,1981,79329.0,7.3,6.5,7.0,,,4,4,83 min,1.0,2.0
tt0111222,the smile of the fox,1992,322.0,4.5,,,,,4,1,86 min,0,0
tt0086200,risky business,1983,75450.0,6.8,7.5,9.4,,,4,4,99 min,0,2.0
tt3713166,unfriended,2014,63940.0,5.5,5.9,6.2,,31.35,4,3,83 min,3.0,6.0
tt1980929,begin again,2013,133587.0,7.4,6.2,8.2,,12.08,4,4,104 min,5.0,17.0
tt0098439,tango & cash,1989,90751.0,6.4,4.1,3.1,,,4,4,104 min,0,3.0
tt0098382,star trek v: the final frontier,1989,53069.0,5.5,4.3,2.2,,,4,5,107 min,4.0,3.0
tt0301470,jeepers creepers 2,2003,55537.0,5.6,3.6,2.4,,35.2,4,1,104 min,0,6.0
tt0463985,the fast and the furious: tokyo drift,2006,225642.0,6.0,4.5,3.8,,62.5,4,3,104 min,1.0,4.0
tt0401855,underworld: evolution,2006,182858.0,6.7,3.6,1.7,,62.32,4,5,106 min,2.0,6.0
tt0099582,flatliners,1990,76449.0,6.6,5.5,4.8,,,4,4,115 min,0,2.0
tt0090966,down and out in beverly hills,1986,14753.0,6.2,8.2,8.1,,,4,1,103 min,1.0,3.0
tt0095159,a fish called wanda,1988,124828.0,7.5,8.0,9.4,,,4,2,108 min,8.0,18.0
tt0082010,an american werewolf in london,1981,85534.0,7.5,6.0,8.7,,,4,2,97 min,2.0,3.0
tt0095243,gorillas in the mist,1988,22737.0,7.0,,8.3,,,4,2,129 min,6.0,4.0
tt0100157,misery,1990,170211.0,7.8,7.5,9.0,,,4,2,107 min,4.0,10.0
tt0090888,crossroads,1986,13202.0,7.1,5.5,7.3,,,4,4,99 min,1.0,0
tt1022603,500 days of summer,2009,451336.0,7.7,7.6,8.5,,32.12,4,3,95 min,17.0,56.0
tt0091064,the fly,1986,149227.0,7.5,7.9,9.2,,,4,3,96 min,6.0,10.0
tt0086393,superman iii,1983,61129.0,5.0,4.4,2.6,,,4,4,125 min,2.0,7.0
tt0096061,scrooged,1988,79519.0,7.0,3.8,7.0,,,4,4,101 min,1.0,4.0
tt0081353,popeye,1980,27698.0,5.2,6.4,6.1,,,4,6,114 min,3.0,4.0
tt0088000,revenge of the nerds,1984,46609.0,6.6,4.4,7.0,,,4,1,90 min,0,0
tt0093857,revenge of the nerds ii: nerds in paradise,1987,12634.0,5.1,2.8,0.7,,,4,1,88 min,0,0
tt0103594,1492: conquest of paradise,1992,26667.0,6.5,4.7,3.2,,,4,4,154 min,0,1.0
tt0089155,fletch,1985,44914.0,6.9,6.8,7.7,,,4,3,98 min,0,1.0
tt0082158,chariots of fire,1981,50527.0,7.2,7.8,8.4,,,4,3,125 min,14.0,19.0
tt0080453,the blue lagoon,1980,59338.0,5.8,3.1,0.9,,,4,3,104 min,3.0,7.0
