,title,year,imdbID,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound
3666,lost and found,1979,tt0079486,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3667,love and bullets,1979,tt0079488,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3668,love at first bite,1979,tt0079489,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3669,the main event,1979,tt0079510,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3670,the magician of lublin,1979,tt0079504,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3671,manhattan,1979,tt0079522,O,O,O,O,O,O,O,O,O,O,N,N,O,O
3672,meteor,1979,tt0079550,O,O,O,O,O,O,O,O,O,O,O,O,O,N
3673,more american graffiti,1979,tt0079576,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3674,american graffiti,1979,tt0079576,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3675,the muppet movie,1979,tt0079588,O,O,O,O,O,O,O,N,O,O,O,O,N,O
3676,murder by decree,1979,tt0079592,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3677,a nightingale sang in berkeley square,1979,tt0079630,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3678,nightwing,1979,tt0079631,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3679,norma rae,1979,tt0079638,O,W,O,O,O,O,O,O,N,O,O,N,W,O
3680,the north avenue irregulars,1979,tt0079639,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3681,north dallas forty,1979,tt0079640,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3682,the onion field,1979,tt0079668,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3683,over the edge,1979,tt0079688,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3684,penitentiary,1979,tt0079709,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3685,a perfect couple,1979,tt0079710,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3686,phantasm,1979,tt0079714,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3687,the prisoner of zenda,1979,tt0079753,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3688,the prize fighter,1979,tt0079754,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3689,the promise,1979,tt0079756,O,O,O,O,O,O,O,O,O,O,O,O,N,O
3690,promises in the dark,1979,tt0079757,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3691,prophecy,1979,tt0079758,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3692,quintet,1979,tt0079770,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3693,real life,1979,tt0079781,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3694,rich kids,1979,tt0079806,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3695,richard pryor live in concert,1979,tt0079807,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3696,rock 'n' roll high school,1979,tt0079813,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3697,rocky ii,1979,tt0079817,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3698,rocky,1979,tt0079817,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3699,roller boogie,1979,tt0079822,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3700,the rose,1979,tt0079826,O,N,O,O,O,N,O,O,O,N,O,O,O,N
3701,saint jack,1979,tt0079843,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3702,savage water,1979,tt0376868,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3703,scavenger hunt,1979,tt0079858,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3704,the seduction of joe tynan,1979,tt0079875,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3705,seven,1979,tt0079882,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3706,"skatetown, u.s.a.",1979,tt0079912,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3707,something short of paradise,1979,tt0079931,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3708,star trek the motion picture,1979,tt0079945,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3709,starting over,1979,tt0079948,O,N,O,O,O,O,O,O,O,O,N,O,O,O
3710,sunburn,1979,tt0079966,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3711,take down,1979,tt0078358,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3712,tilt,1979,tt0078400,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3713,time after time,1979,tt0080025,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3714,tourist trap,1979,tt0080040,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3715,the villain,1979,tt0080097,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3716,the visitor,1979,tt0080100,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3717,wanda nevada,1979,tt0080116,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3718,the wanderers,1979,tt0080117,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3719,the war at home,1979,tt0080118,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3720,the warriors,1979,tt0080120,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3721,"when you comin' back, red ryder?",1979,tt0080129,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3722,when a stranger calls,1979,tt0080130,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3723,winter kills,1979,tt0080139,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3724,wise blood,1979,tt0080140,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3725,wolfman,1979,tt0141996,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3726,yanks,1979,tt0080157,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3727,anti-clock,1979,tt0166996,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3728,arabian adventure,1979,tt0078792,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3729,bear island,1979,tt0078836,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3730,the bitch,1979,tt0078867,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3731,confessions from the david galaxy affair,1979,tt0078991,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3732,derek and clive get the horn,1979,tt0216682,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3733,eagle's wing,1979,tt0079094,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3734,escape to athena,1979,tt0079117,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3735,firepower,1979,tt0079153,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3736,the golden lady,1979,tt0079224,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3737,the human factor,1979,tt0080903,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3738,the kids are alright,1979,tt0079400,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3739,le pétomane,1979,tt0271609,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3740,meetings with remarkable men,1979,tt0079542,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3741,monty python's life of brian,1979,tt0079470,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3742,moonraker,1979,tt0079574,O,O,O,O,O,O,N,O,O,O,O,O,O,O
3743,the music machine,1979,tt0079595,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3744,the passage,1979,tt0079700,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3745,the plank,1979,tt0079722,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3746,quadrophenia,1979,tt0079766,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3747,the quatermass conclusion,1979,tt0823523,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3748,quatermass,1979,tt0078129,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3749,quincy's quest,1979,tt0290819,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3750,radio on,1979,tt0079773,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3751,the riddle of the sands,1979,tt0079808,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3752,scum,1979,tt0079871,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3753,a sense of freedom,1979,tt0194350,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3754,the tempest,1979,tt0081613,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3755,tess,1979,tt0080009,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3756,that summer,1979,tt0080013,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3757,the world is full of married men,1979,tt0080147,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3758,yesterday's hero,1979,tt0080158,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3759,29th street,1991,tt0101252,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3760,the addams family,1991,tt0101272,O,O,O,N,O,O,O,O,O,O,O,O,O,O
3761,all i want for christmas,1991,tt0101301,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3762,an american tail fievel goes west,1991,tt0101329,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3763,an american tail,1991,tt0101329,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3764,and the sea will tell,1991,tt0101345,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3765,another you,1991,tt0101356,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3766,at play in the fields of the lord,1991,tt0101373,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3767,backdraft,1991,tt0101393,O,O,O,O,O,N,N,O,O,O,O,O,O,N
3768,barton fink,1991,tt0101410,O,O,O,N,O,O,O,O,O,N,O,O,O,O
3769,beauty and the beast,1991,tt0101414,O,O,O,O,O,O,O,W,N,O,O,O,WN,N
3770,bill & ted's bogus journey,1991,tt0101452,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3771,bill & ted's excellent adventure,1991,tt0101452,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3772,billy bathgate,1991,tt0101453,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3773,bingo,1991,tt0101455,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3774,body parts,1991,tt0101492,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3775,the boneyard,1991,tt0101497,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3776,boyz n the hood,1991,tt0101507,O,O,O,O,N,O,O,O,O,O,O,N,O,O
3777,breathing fire,1991,tt0101509,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3778,a brief history of time,1991,tt0103882,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3779,brother future,1991,tt0264441,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3780,bugsy,1991,tt0101516,N,O,N,W,N,O,O,N,N,N,O,N,O,O
3781,the butcher's wife,1991,tt0101523,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3782,by the sword,1991,tt0101524,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3783,cape fear,1991,tt0101540,N,O,O,O,O,O,O,O,O,O,N,O,O,O
3784,career opportunities,1991,tt0101545,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3785,the chase,1991,tt0101566,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3786,children of the night,1991,tt0103957,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3787,child's play 3,1991,tt0103956,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3788,chuck amuck the movie,1991,tt0299674,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3789,city of hope,1991,tt0101588,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3790,city slickers,1991,tt0101587,O,O,O,O,O,O,O,O,O,W,O,O,O,O
3791,class action,1991,tt0101590,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3792,class of nuke 'em high,1991,tt0101591,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3793,closet land,1991,tt0101597,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3794,cold heaven,1991,tt0103982,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3795,the commitments,1991,tt0101605,O,O,O,O,O,N,O,O,O,O,O,O,O,O
3796,company business,1991,tt0101606,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3797,cool as ice,1991,tt0101615,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3798,curly sue,1991,tt0101635,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3799,the dark backward,1991,tt0101660,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3800,the dark wind,1991,tt0101664,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3801,daughters of the dust,1991,tt0104057,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3802,dead again,1991,tt0101669,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3803,deceived,1991,tt0101694,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3804,defending your life,1991,tt0101698,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3805,defenseless,1991,tt0099397,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3806,delirious,1991,tt0101701,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3807,do or die,1991,tt0101744,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3808,guns,1991,tt7107276,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3809,doc hollywood,1991,tt0101745,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3810,the doctor,1991,tt0101746,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3811,dogfight,1991,tt0101748,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3812,don't tell mom the babysitter's dead,1991,tt0101757,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3813,the doors,1991,tt0101761,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3814,double impact,1991,tt0101764,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3815,drop dead fred,1991,tt0101775,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3816,dutch,1991,tt0101786,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3817,dying young,1991,tt0101787,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3818,edge of honor,1991,tt0101797,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3819,ernest scared stupid,1991,tt0101821,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3820,eve of destruction,1991,tt0101831,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3821,eyes of an angel,1991,tt0101844,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3822,f/x2,1991,tt0101846,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3823,father of the bride,1991,tt0101862,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3824,final approach,1991,tt0101874,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3825,the fisher king,1991,tt0101889,N,O,O,O,O,O,O,N,O,O,W,N,O,O
3826,the five heartbeats,1991,tt0101891,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3827,flight of the intruder,1991,tt0099587,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3828,for the boys,1991,tt0101902,O,N,O,O,O,O,O,O,O,O,O,O,O,O
3829,frankie and johnny,1991,tt0101912,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3830,freddy's dead the final nightmare,1991,tt1748238,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3831,fried green tomatoes,1991,tt0101921,O,O,O,O,O,O,O,O,O,O,N,N,O,O
3832,grand canyon,1991,tt0101969,O,O,O,O,O,O,O,O,O,O,O,N,O,O
3833,guilty by suspicion,1991,tt0101984,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3834,hangin' with the homeboys,1991,tt0101998,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3835,hard promises,1991,tt0102002,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3836,the hard way,1991,tt0102004,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3837,harley davidson and the marlboro man,1991,tt0102005,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3838,"he said, she said",1991,tt0102011,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3839,hear my song,1991,tt0102014,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3840,hearts of darkness a filmmaker's apocalypse,1991,tt0102015,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3841,the heroes of desert storm,1991,tt0104413,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3842,highlander ii the quickening,1991,tt0102034,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3843,highlander,1991,tt0102034,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3844,highway 61,1991,tt0102035,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3845,the hitman,1991,tt0102045,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3846,homicide,1991,tt0102048,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3847,hook,1991,tt0102057,O,O,O,N,O,O,N,O,O,O,O,O,N,O
3848,peter pan,1991,tt0264516,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3849,hot shots!,1991,tt0102059,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3850,the hours and times,1991,tt0104448,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3851,house party 2,1991,tt0102065,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3852,hudson hawk,1991,tt0102070,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3853,if looks could kill,1991,tt0102095,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3854,the indian runner,1991,tt0102116,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3855,the inner circle,1991,tt0103838,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3856,jfk,1991,tt0102138,O,O,W,O,N,W,O,N,N,N,O,N,O,N
3857,johnny suede,1991,tt0104567,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3858,jungle fever,1991,tt0102175,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3859,kafka,1991,tt0102181,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3860,king ralph,1991,tt0102216,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3861,a kiss before dying,1991,tt0102220,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3862,l.a. story,1991,tt0102250,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3863,the last boy scout,1991,tt0102266,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3864,liebestraum,1991,tt0102299,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3865,life stinks,1991,tt0102303,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3866,the linguini incident,1991,tt0102313,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3867,little man tate,1991,tt0102316,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3868,madonna truth or dare,1991,tt0102370,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3869,the man in the moon,1991,tt0102388,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3870,the marrying man,1991,tt0102411,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3871,mcbain,1991,tt0102422,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3872,mississippi masala,1991,tt0102456,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3873,mobsters,1991,tt0102460,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3874,mortal thoughts,1991,tt0102469,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3875,my girl,1991,tt0102492,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3876,my own private idaho,1991,tt0102494,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3877,mystery date,1991,tt0102500,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3878,the naked gun 2½ the smell of fear,1991,tt0102510,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3879,naked lunch,1991,tt0102511,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3880,necessary roughness,1991,tt0102517,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3881,new jack city,1991,tt0102526,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3882,night on earth,1991,tt0102536,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3883,not without my daughter,1991,tt0102555,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3884,nothing but trouble,1991,tt0102558,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3885,the object of beauty,1991,tt0102573,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3886,once around,1991,tt0102590,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3887,one good cop,1991,tt0102593,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3888,only the lonely,1991,tt0102598,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3889,oscar,1991,tt0102603,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3890,other people's money,1991,tt0102609,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3891,out for justice,1991,tt0102614,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3892,paradise,1991,tt0102631,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3893,paris trout,1991,tt0102638,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3894,the people under the stairs,1991,tt0105121,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3895,perfect harmony,1991,tt0102653,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3896,the perfect weapon,1991,tt0102655,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3897,point break,1991,tt0102685,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3898,poison,1991,tt0102687,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3899,the prince of tides,1991,tt0102713,N,O,N,O,O,O,O,N,N,O,N,N,O,O
3900,problem child 2,1991,tt0102719,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3901,problem child,1991,tt0102719,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3902,puppet master iii toulon's revenge,1991,tt0102728,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3903,pure luck,1991,tt0102729,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3904,a rage in harlem,1991,tt0102749,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3905,rambling rose,1991,tt0102753,O,N,O,O,O,O,O,O,O,O,N,O,O,O
3906,the rapture,1991,tt0102757,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3907,regarding henry,1991,tt0102768,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3908,return to the blue lagoon,1991,tt0102782,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3909,the blue lagoon,1991,tt0102782,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3910,ricochet,1991,tt0102789,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3911,road to ruin,1991,tt0102795,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3912,robin hood prince of thieves,1991,tt0102798,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3913,the rocketeer,1991,tt0102803,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3914,rover dangerfield,1991,tt0102813,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3915,run,1991,tt0102818,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3916,rush,1991,tt0102820,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3917,scenes from a mall,1991,tt0102849,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3918,scissors,1991,tt0102860,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3919,scorchers,1991,tt0102861,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3920,shadows and fog,1991,tt0105378,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3921,shattered,1991,tt0102900,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3922,shout,1991,tt0102913,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3923,showdown in little tokyo,1991,tt0102915,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3924,the silence of the lambs,1991,tt0102926,W,W,O,O,W,N,O,O,W,O,O,W,O,N
3925,sleeping with the enemy,1991,tt0102945,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3926,soapdish,1991,tt0102951,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3927,sometimes they come back,1991,tt0102960,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3928,star trek vi the undiscovered country,1991,tt0102975,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3929,stepping out,1991,tt0102979,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3930,stone cold,1991,tt0102984,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3931,straight out of brooklyn,1991,tt0102989,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3932,strictly business,1991,tt0102996,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3933,suburban commando,1991,tt0103003,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3934,the super,1991,tt0103007,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3935,switch,1991,tt0103016,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3936,the taking of beverly hills,1991,tt0105526,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3937,talent for the game,1991,tt0103036,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3938,talkin' dirty after dark,1991,tt0103039,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3939,teenage mutant ninja turtles ii the secret of the ooze,1991,tt0103060,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3940,teenage mutant ninja turtles,1991,tt0103060,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3941,terminator 2 judgment day,1991,tt0103064,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3942,thelma & louise,1991,tt0103074,O,N,N,O,N,N,O,O,O,O,O,W,O,O
3943,there's nothing out there,1991,tt0103077,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3944,together alone,1991,tt0105611,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3945,toy soldiers,1991,tt0103112,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3946,triple bogey on a par five hole,1991,tt0103121,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3947,true colors,1991,tt0103125,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3948,true identity,1991,tt0103128,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3949,victim of love,1991,tt0103205,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3950,what about bob?,1991,tt0103241,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3951,white fang,1991,tt0103247,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3952,whore,1991,tt0103253,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3953,wild hearts can't be broken,1991,tt0103262,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3954,year of the gun,1991,tt0103303,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3955,afraid of the dark,1991,tt0101276,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3956,american friends,1991,tt0101324,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3957,the ballad of the sad café,1991,tt0101404,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3958,blonde fist,1991,tt0101473,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3959,buddy's song,1991,tt0099184,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3960,close my eyes,1991,tt0101595,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3961,edward ii,1991,tt0101798,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3962,howling vi the freaks,1991,tt0102067,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3963,impromptu,1991,tt0102103,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3964,let him have it,1991,tt0102288,O,O,O,O,O,O,O,O,O,O,O,O,O,O
3965,london kills me,1991,tt0102328,O,O,O,O,O,O,O,O,O,O,O,O,O,O
