imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms
tt0060483,gunpoint,1966,373.0,6.4,,,,,4,1,86 min,0,0
tt0060488,hallucination generation,1966,32.0,5.1,,,,,4,1,90 min,0,0
tt0060490,harper,1966,7634.0,6.9,5.1,10.0,,,4,4,121 min,1.0,3.0
tt0060491,hawaii,1966,2439.0,6.6,,6.7,,,4,1,189 min,2.0,3.0
tt0060511,hold me while i'm naked,1966,1292.0,5.5,,,,,4,3,17 min,0,0
tt0060512,hold on!,1966,248.0,4.7,,,,,4,2,85 min,0,0
tt0060522,how to steal a million,1966,22790.0,7.6,,10.0,,,4,3,123 min,0,1.0
tt0060533,the idol,1966,57.0,5.4,,,,,4,1,109 min,0,0
tt0060537,incident at phantom hill,1966,279.0,6.1,,,,,4,4,88 min,0,0
tt0060814,is paris burning?,1966,3617.0,6.9,,7.1,,,4,3,173 min,0,2.0
tt0060558,jesse james meets frankenstein's daughter,1966,1405.0,3.0,,1.4,,,4,3,88 min,0,0
tt0060564,johnny reno,1966,365.0,5.7,,,,,4,1,83 min,0,0
tt0060568,judith,1966,293.0,5.6,,2.0,,,4,2,109 min,0,0
tt0060592,kiss the girls and make them die,1966,205.0,6.3,,,,,4,2,106 min,0,0
tt0060619,the last of the secret agents?,1966,138.0,4.5,,,,,4,1,92 min,0,0
tt0060626,let's kill uncle,1966,281.0,6.0,,,,,4,2,92 min,0,0
tt0060636,lord love a duck,1966,1411.0,6.6,,7.1,,,4,3,105 min,1.0,1.0
tt0060637,lost command,1966,1542.0,6.4,,,,,4,3,129 min,0,0
tt0060640,"lt. robin crusoe, u.s.n.",1966,1132.0,6.0,,,,,4,3,110 min,1.0,0
tt0060906,robinson crusoe,1966,11.0,4.6,,,,,4,1,100 min,0,0
tt0060645,madame x,1966,1478.0,7.1,,,,,4,1,100 min,1.0,1.0
tt0060646,made in paris,1966,374.0,5.6,,,,,4,2,103 min,0,3.0
tt0060661,the man called flintstone,1966,1297.0,6.8,,,,,4,7,89 min,0,0
tt0060662,a man could get killed,1966,281.0,6.3,,,,,4,2,97 min,0,0
tt0060666,manos the hands of fate,1966,33727.0,1.9,,0.0,,,4,1,70 min,0,0
tt0060681,maya,1966,260.0,6.4,,,,,4,2,91 min,0,0
tt0059453,mister buddwing,1966,978.0,6.1,,,,,4,1,100 min,0,0
tt0060711,moment to moment,1966,177.0,6.4,,,,,4,2,108 min,0,0
tt0060726,"munster, go home!",1966,1658.0,6.5,,,,,4,3,96 min,0,0
tt0060728,murderers' row,1966,1603.0,6.0,,,,,4,6,105 min,0,2.0
tt0060980,the silencers,1966,2405.0,6.2,,,,,4,7,102 min,0,2.0
tt0060739,nashville rebel ,1966,66.0,7.6,,,,,4,2,95 min,0,0
tt0060741,the navy vs. the night monsters,1966,463.0,2.8,,,,,4,2,87 min,0,0
tt0060748,nevada smith,1966,6842.0,6.9,,5.0,,,4,1,128 min,0,1.0
tt0060754,the night of the grizzly,1966,988.0,6.6,,,,,4,2,102 min,0,0
tt0060760,"not with my wife, you don't!",1966,665.0,6.0,,,,,4,1,119 min,0,0
tt0059539,once before i die,1966,218.0,4.0,,,,,4,2,97 min,0,0
tt0060801,the oscar,1966,832.0,5.1,,1.5,,,4,1,119 min,0,1.0
tt0059557,our man flint,1966,5596.0,6.5,,7.9,,,4,5,108 min,0,3.0
tt0060809,the pad and how to use it,1966,71.0,6.9,,,,,4,1,86 min,0,0
tt0059563,"paradise, hawaiian style",1966,1688.0,5.5,,,,,4,2,91 min,0,0
tt0060818,penelope,1966,1152.0,6.4,,,,,4,2,97 min,0,0
tt0060831,picture mommy dead,1966,436.0,5.5,,,,,4,2,82 min,0,0
tt0060842,the plainsman,1966,153.0,5.1,,,,,4,1,92 min,0,0
tt0060848,the poppy is also a flower,1966,742.0,5.1,,,,,4,4,100 min,0,0
tt0060862,the professionals,1966,12828.0,7.3,7.5,8.8,,,4,3,117 min,3.0,5.0
tt0060877,queen of blood,1966,1473.0,5.2,,1.7,,,4,2,78 min,0,0
tt0060880,quiller memorandum,1966,3157.0,6.3,,6.2,,,4,4,104 min,0,1.0
tt0060882,rage,1966,196.0,6.3,,,,,4,2,103 min,0,0
tt0060884,the rare breed,1966,2832.0,6.4,,2.9,,,4,4,97 min,0,0
tt0060897,the magnificent seven,1966,3407.0,5.5,,1.3,,,4,2,95 min,0,0
tt0060899,ride beyond vengeance,1966,467.0,6.3,,,,,4,1,101 min,0,0
tt0060909,roman candles,1966,62.0,6.8,,,,,4,1,40 min,0,0
tt0060934,the sand pebbles,1966,12316.0,7.6,,9.4,,,4,4,182 min,2.0,13.0
tt0060942,savage pampas,1966,263.0,5.8,,,,,4,3,112 min,0,0
tt0060955,seconds,1966,14838.0,7.7,7.1,9.1,,,4,2,106 min,1.0,2.0
tt0062262,the shooting,1966,4046.0,6.6,,10.0,,,4,1,82 min,0,0
tt0060980,the silencers ,1966,2405.0,6.2,,,,,4,7,102 min,0,2.0
tt0060983,the singing nun,1966,1068.0,6.1,,,,,4,4,97 min,1.0,2.0
tt0060994,smoky,1966,146.0,6.9,,,,,4,1,103 min,0,0
tt0061015,spinout,1966,1567.0,5.8,,,,,4,4,90 min,0,0
tt0061024,stagecoach,1966,1423.0,6.1,,,,,4,3,115 min,0,0
tt0061052,the swinger,1966,370.0,5.5,,,,,4,1,81 min,0,0
tt0061067,tarzan and the valley of gold,1966,394.0,6.2,,,,,4,1,90 min,0,0
tt0061080,texas across the river,1966,1216.0,6.4,,,,,4,2,101 min,0,0
tt0061089,this property is condemned,1966,4413.0,7.1,,6.4,,,4,2,110 min,0,1.0
tt0061093,three on a couch,1966,855.0,6.0,,,,,4,2,109 min,0,0
tt0061092,the three sisters,1966,59.0,7.1,,,,,4,1,168 min,0,0
tt0061107,torn curtain,1966,22867.0,6.7,5.5,6.8,,,4,1,128 min,0,3.0
tt0061122,the trouble with angels,1966,3948.0,7.4,,10.0,,,4,2,112 min,0,2.0
tt0061140,the undertaker and his pals,1966,824.0,4.9,,,,,4,2,63 min,0,0
tt0061135,the ugly dachshund,1966,3043.0,6.7,,,,,4,2,93 min,0,0
tt0061169,waco,1966,190.0,5.6,,,,,4,1,85 min,0,0
tt0061170,walk don't run,1966,3537.0,6.7,,8.3,,,4,2,114 min,0,0
tt0061173,way...way out,1966,887.0,5.4,,,,,4,2,101 min,0,0
tt0061176,"what did you do in the war, daddy?",1966,1570.0,6.8,,4.5,,,4,2,116 min,0,0
tt0061177,"what's up, tiger lily?",1966,8762.0,5.9,6.3,8.1,,,4,4,80 min,0,0
tt0061184,who's afraid of virginia woolf?,1966,65629.0,8.0,7.5,9.5,,,4,1,131 min,17.0,23.0
tt0061189,the wild angels,1966,2371.0,5.7,,6.3,,,4,3,93 min,0,1.0
tt0061199,winnie the pooh and the honey tree,1966,3456.0,8.0,,,,,4,5,25 min,0,1.0
tt0061203,women of the prehistoric planet,1966,893.0,2.3,,,,,4,4,90 min,0,0
tt0060200,after the fox,1966,3346.0,6.5,,7.5,,,4,2,103 min,0,0
tt0060086,alfie,1966,12700.0,7.1,,9.6,,,4,2,114 min,7.0,17.0
tt0060089,alice in wonderland,1966,681.0,7.0,,,,,4,3,72 min,0,0
tt0060177,the blue max,1966,5974.0,7.1,,,,,4,4,156 min,0,5.0
tt0060182,born free,1966,5554.0,7.2,,9.4,,,4,3,95 min,3.0,7.0
tt0060188,the brides of fu manchu,1966,919.0,5.5,,,,,4,2,94 min,0,0
tt0060214,carry on screaming!,1966,3907.0,6.9,,6.7,,,4,2,97 min,0,0
tt0060268,cul-de-sac,1966,10699.0,7.1,7.5,8.3,,,4,3,112 min,1.0,0
tt0060278,daleks – invasion earth 2150 a.d.,1966,2983.0,6.1,,8.0,,,4,2,84 min,0,0
tt0061557,the deadly bees,1966,1614.0,3.8,,,,,4,4,84 min,0,0
tt0059127,dracula prince of darkness,1966,8201.0,6.8,,8.0,,,4,1,90 min,0,0
tt0060390,fahrenheit 451,1966,39093.0,7.2,,8.1,,,4,2,112 min,0,2.0
tt0060395,the family way,1966,1183.0,7.3,,,,,4,3,115 min,6.0,0
tt0060408,the fighting prince of donegal,1966,308.0,6.2,,,,,4,5,110 min,0,0
tt0060413,finders keepers,1966,98.0,5.9,,,,,4,2,94 min,0,0
tt0060437,funeral in berlin,1966,5073.0,6.9,,7.5,,,4,1,102 min,0,0
tt0060453,georgy girl,1966,3200.0,6.9,,9.1,,,4,3,99 min,5.0,13.0
tt0060476,the great st trinian's train robbery,1966,845.0,5.9,,,,,4,3,93 min,1.0,0
tt0060520,hotel paradiso,1966,629.0,6.3,,,,,4,1,98 min,0,0
tt0060278,invasion,1966,2983.0,6.1,,8.0,,,4,2,84 min,0,0
tt0060548,island of terror,1966,2274.0,6.2,,,,,4,2,89 min,0,0
tt0060581,kaleidoscope,1966,602.0,6.0,,,,,4,2,103 min,0,1.0
tt0060588,khartoum,1966,6230.0,6.8,,10.0,,,4,5,128 min,0,2.0
tt0060648,mademoiselle,1966,835.0,7.4,,,,,4,1,103 min,0,2.0
tt0060665,a man for all seasons,1966,28925.0,7.7,7.2,8.2,,,4,3,120 min,27.0,8.0
tt0060708,modesty blaise,1966,2415.0,5.1,,4.4,,,4,5,119 min,0,1.0
tt0060714,morgan!,1966,1486.0,7.0,,6.7,,,4,3,97 min,4.0,10.0
tt0060735,naked evil,1966,70.0,5.5,,,,,4,1,85 min,0,0
tt0060782,one million years b.c.,1966,7205.0,5.7,5.8,6.2,,,4,2,92 min,0,0
tt0060841,the plague of the zombies,1966,4166.0,6.6,,8.3,,,4,1,90 min,0,0
tt0060866,the psychopath,1966,656.0,5.9,,,,,4,4,82 min,0,0
tt0060880,the quiller memorandum,1966,3157.0,6.3,,6.2,,,4,4,104 min,0,1.0
tt0059635,"rasputin, the mad monk",1966,2303.0,6.3,,4.3,,,4,3,91 min,0,0
tt0060893,the reptile,1966,2833.0,6.2,,7.1,,,4,1,90 min,0,0
tt0060936,the sandwich man,1966,293.0,5.8,,,,,4,1,95 min,0,0
tt0061022,the spy with a cold nose,1966,87.0,6.2,,,,,4,1,93 min,0,0
tt0061085,that riviera touch,1966,527.0,5.8,,,,,4,1,98 min,0,0
tt0061087,they're a weird mob,1966,738.0,6.6,,,,,4,3,112 min,0,0
tt0061094,thunderbirds are go,1966,1899.0,6.5,,5.7,,,4,3,93 min,0,0
tt0061115,the trap,1966,1606.0,7.7,,,,,4,4,106 min,0,0
tt0061647,triple cross,1966,2061.0,6.3,,,,,4,5,140 min,0,1.0
tt0061124,the trygon factor,1966,260.0,5.8,,,,,4,4,88 min,0,0
tt0061179,where the bullets fly,1966,43.0,5.5,,,,,4,1,88 min,0,0
tt0061183,who killed the cat?,1966,10.0,4.3,,,,,4,3,76 min,0,0
tt0060307,the witches,1966,2332.0,5.8,,6.7,,,4,1,90 min,0,0
tt0061204,the wrong box,1966,2986.0,6.8,,8.8,,,4,2,105 min,0,2.0
tt0060048,40 guns to apache pass,1967,744.0,5.8,,,,,4,3,95 min,0,0
tt0062657,the ambushers,1967,1554.0,5.4,,,,,4,4,102 min,0,0
tt0061380,the ballad of josie,1967,652.0,5.8,,,,,4,2,102 min,0,0
tt0061383,banning,1967,189.0,5.9,,,,,4,2,102 min,0,0
tt0061385,barefoot in the park,1967,15101.0,7.0,5.5,8.3,,,4,2,106 min,0,6.0
tt0061389,beach red,1967,1185.0,6.3,,,,,4,2,105 min,0,1.0
tt0061401,the big mouth,1967,876.0,5.6,,4.0,,,4,3,107 min,0,0
tt0061408,blast-off girls,1967,221.0,4.7,,,,,4,3,83 min,0,0
tt0061418,bonnie and clyde,1967,96704.0,7.8,8.6,8.8,,,4,4,111 min,20.0,27.0
tt0061420,the born losers,1967,2013.0,6.0,,6.0,,,4,3,113 min,0,0
tt0061431,the busy body,1967,238.0,5.7,,,,,4,1,101 min,0,0
tt0061439,camelot,1967,5498.0,6.7,7.0,4.4,,,4,4,179 min,4.0,6.0
tt0061445,the cape town affair,1967,331.0,4.4,,,,,4,2,96 min,0,0
tt0060209,the caper of the golden bulls,1967,68.0,5.9,,,,,4,2,102 min,0,0
tt0061447,caprice,1967,1129.0,5.6,,1.4,,,4,3,98 min,0,0
tt0061452,casino royale,1967,25575.0,5.2,4.8,2.6,,,4,1,131 min,0,3.0
tt0061456,catalina caper,1967,1729.0,2.1,,,,,4,3,84 min,0,0
tt0061844,the christmas kid,1967,43.0,5.6,,,,,4,1,90 min,0,0
tt0061477,chuka,1967,710.0,6.4,,,,,4,1,105 min,0,0
tt0061489,clambake,1967,2211.0,5.6,,,,,4,2,99 min,0,0
tt0061434,"c'mon, let's live a little",1967,61.0,5.2,,,,,4,2,84 min,0,0
tt0061498,come spy with me,1967,40.0,5.2,,,,,4,2,85 min,0,0
tt0061502,the comedians,1967,1704.0,6.4,,2.7,,,4,1,150 min,3.0,0
tt0061504,common law cabin,1967,588.0,4.9,,,,,4,1,70 min,0,0
tt0061512,cool hand luke,1967,153054.0,8.1,9.1,10.0,,,4,2,127 min,3.0,10.0
tt0061525,a covenant with death,1967,206.0,6.4,,,,,4,1,97 min,0,0
tt0062844,custer of the west,1967,1179.0,5.8,,2.5,,,4,5,143 min,0,0
tt0061565,devil's angels,1967,289.0,4.9,,,,,4,3,84 min,0,0
tt0061578,the dirty dozen,1967,63099.0,7.8,7.3,8.8,,,4,3,150 min,3.0,8.0
tt0061581,divorce american style,1967,1371.0,6.3,,10.0,,,4,1,109 min,0,2.0
tt0061584,doctor dolittle,1967,7875.0,6.2,3.4,3.2,,,4,6,152 min,4.0,14.0
tt0061585,"doctor, you've got to be kidding!",1967,351.0,5.7,,,,,4,3,94 min,0,0
tt0061589,dont look back,1967,7743.0,8.0,,10.0,,,4,2,96 min,4.0,0
tt0061590,don't make waves,1967,1211.0,6.1,,,,,4,1,97 min,0,0
tt0061595,double trouble,1967,1197.0,5.3,,,,,4,5,91 min,0,0
tt0061610,"easy come, easy go",1967,1231.0,5.3,,4.3,,,4,3,95 min,0,0
tt0061617,eight on the lam,1967,425.0,5.7,,,,,4,1,107 min,0,0
tt0061626,enter laughing,1967,346.0,6.5,,5.5,,,4,2,112 min,0,0
tt0061652,the fastest guitar alive,1967,337.0,4.3,,,,,4,3,87 min,0,0
tt0061655,the fearless vampire killers,1967,27952.0,7.2,5.6,6.9,,,4,2,91 min,0,2.0
tt0061658,festival,1967,399.0,7.6,,,,,4,2,95 min,1.0,1.0
tt0061667,first to fight,1967,220.0,5.9,,,,,4,2,92 min,0,0
tt0061669,fitzwilly,1967,1019.0,6.7,,,,,4,2,102 min,0,0
tt0061678,the flim-flam man,1967,1902.0,7.0,,7.5,,,4,3,104 min,0,1.0
tt0062989,fort utah,1967,206.0,4.9,,,,,4,1,84 min,0,0
tt0062990,the fox,1967,825.0,6.7,,5.7,,,4,1,110 min,1.0,5.0
tt0061696,games,1967,946.0,6.6,,6.7,,,4,1,100 min,0,0
tt0061703,gentle giant,1967,142.0,6.2,,,,,4,2,95 min,0,0
tt0137706,the girl with the hungry eyes,1967,48.0,5.1,,,,,4,1,85 min,0,0
tt0061715,the gnome-mobile,1967,1850.0,6.6,,,,,4,3,84 min,0,0
tt0061720,good times,1967,481.0,4.6,,0.0,,,4,3,91 min,0,0
tt0061722,the graduate,1967,242664.0,8.0,8.3,8.8,,,4,3,106 min,20.0,16.0
tt0062636,grand slam,1967,910.0,7.0,,,,,4,2,121 min,0,0
tt0061735,guess who's coming to dinner,1967,36104.0,7.8,6.3,7.1,,,4,2,108 min,9.0,23.0
tt0061736,a guide for the married man,1967,2275.0,6.7,,5.7,,,4,2,89 min,0,2.0
tt0061738,gunfight in abilene,1967,320.0,5.6,,,,,4,1,86 min,0,0
tt0061739,gunn,1967,316.0,6.3,,,,,4,1,94 min,0,0
tt0061748,the happening,1967,597.0,5.4,,,,,4,1,101 min,0,0
tt0061749,the happiest millionaire,1967,1656.0,6.9,,5.0,,,4,4,141 min,0,1.0
tt0061757,hell on wheels,1967,114.0,3.8,,,,,4,2,97 min,0,0
tt0061758,hells angels on wheels,1967,1999.0,5.2,4.9,2.9,,,4,3,95 min,0,0
tt0061765,hillbillys in a haunted house,1967,942.0,2.6,,,,,4,4,86 min,0,0
tt0061770,hombre,1967,10334.0,7.4,8.0,9.3,,,4,1,111 min,0,3.0
tt0061780,the honey pot,1967,1926.0,6.9,,5.7,,,4,2,125 min,0,0
tt0061783,hostile guns,1967,140.0,5.3,,,,,4,1,91 min,0,0
tt0061784,hot rods to hell,1967,831.0,5.3,,,,,4,3,92 min,0,0
tt0061786,hotel,1967,1111.0,6.6,,10.0,,,4,1,124 min,0,1.0
tt0061787,hour of the gun,1967,3215.0,6.7,,8.6,,,4,1,100 min,0,0
tt0061791,how to succeed in business without really trying,1967,4002.0,7.2,,9.2,,,4,2,121 min,0,2.0
tt0061796,hurry sundown,1967,940.0,5.8,,2.5,,,4,1,146 min,1.0,1.0
tt0061809,in cold blood,1967,22548.0,7.9,8.9,8.4,,,4,4,134 min,4.0,6.0
tt0061811,in the heat of the night,1967,62234.0,8.0,7.5,9.6,,,4,4,110 min,17.0,14.0
tt0061810,in like flint,1967,4839.0,6.2,,7.1,,,4,5,114 min,0,2.0
tt0061814,the incident,1967,2775.0,7.7,,8.6,,,4,3,107 min,4.0,1.0
tt0061827,it's a bikini world,1967,245.0,4.7,,,,,4,1,86 min,0,0
tt0061831,jack of diamonds,1967,224.0,5.2,,,,,4,2,108 min,0,0
tt0061850,journey to the center of time,1967,593.0,3.8,,,,,4,1,82 min,0,0
tt0061852,jungle book,1967,155312.0,7.6,6.5,8.7,,,4,4,78 min,4.0,3.0
tt0061868,king kong escapes,1967,2050.0,5.6,,,,,4,2,96 min,0,0
tt0180781,kill a dragon,1967,135.0,4.7,,,,,4,3,91 min,0,0
tt0061867,the king's pirate,1967,110.0,5.8,,,,,4,1,100 min,0,0
tt0061927,luv,1967,439.0,5.5,,,,,4,2,93 min,0,0
tt0061931,mad monster party,1967,2577.0,6.7,,7.0,,,4,5,94 min,0,0
tt0060672,mars needs women,1967,771.0,3.1,,0.0,,,4,1,83 min,0,0
tt0061989,"monkeys, go home!",1967,407.0,5.8,,,,,4,2,101 min,0,0
tt0062067,"oh dad, poor dad, mamma's hung you in the closet and i'm feelin' so sad",1967,219.0,4.9,,,,,4,1,86 min,0,0
tt0062138,point blank,1967,17158.0,7.4,,9.4,,,4,3,92 min,1.0,0
tt0062153,the president's analyst,1967,2813.0,7.0,,8.0,,,4,3,103 min,0,1.0
tt0063462,the producers,1967,47431.0,7.6,9.6,9.0,,,4,2,88 min,2.0,5.0
tt0062185,reflections in a golden eye,1967,5671.0,6.9,,5.3,,,4,3,108 min,0,1.0
tt0062190,the reluctant astronaut,1967,1962.0,6.4,,,,,4,3,101 min,0,1.0
tt0062203,riot on sunset strip,1967,367.0,5.0,,,,,4,1,87 min,0,0
tt0063523,rosie!,1967,193.0,6.9,,,,,4,1,98 min,0,0
tt0062218,rough night in jericho,1967,989.0,6.4,,,,,4,2,104 min,0,0
tt0062261,the shooting,1967,25.0,5.7,,,,,2,2,6 min,0,0
tt0062298,the spirit is willing,1967,361.0,6.0,,,,,4,2,100 min,0,0
tt0062301,the st. valentine's day massacre,1967,3287.0,6.7,,8.8,,,4,3,100 min,0,0
tt0061407,the taming of the shrew,1967,6885.0,7.2,,,,,4,3,122 min,7.0,5.0
tt0062362,thoroughly modern millie,1967,5457.0,6.9,,10.0,,,4,3,138 min,4.0,11.0
tt0062364,three bites of the apple,1967,52.0,6.0,,,,,4,1,105 min,0,0
tt0062365,thunder alley,1967,202.0,5.5,,,,,4,4,89 min,0,0
tt0062369,the tiger makes out,1967,209.0,5.8,,,,,4,1,94 min,0,0
tt0062373,a time for killing,1967,680.0,5.4,,,,,4,1,88 min,0,0
tt0062374,titicut follies,1967,3573.0,7.8,,10.0,,,1,1,84 min,5.0,0
tt0062377,tobruk,1967,2559.0,6.4,,,,,4,2,107 min,0,1.0
tt0062380,tony rome,1967,2022.0,6.6,,5.0,,,4,3,110 min,0,0
tt0063710,track of thunder,1967,36.0,6.0,,,,,4,2,83 min,0,0
tt0062395,the trip,1967,4100.0,6.1,,,,,4,1,82 min,0,0
tt0062425,up the down staircase,1967,1655.0,7.6,,8.0,,,4,1,124 min,1.0,3.0
tt0062430,valley of the dolls,1967,6903.0,6.0,4.9,3.5,,,4,3,123 min,0,4.0
tt0062467,wait until dark,1967,25873.0,7.8,8.1,9.5,,,4,2,108 min,0,4.0
tt0062472,the war wagon,1967,8090.0,6.9,,,,,4,1,101 min,1.0,0
tt0062473,warning shot,1967,506.0,6.8,,,,,4,1,100 min,0,0
tt0062479,the way west,1967,2189.0,6.2,4.2,,,,4,3,122 min,0,0
tt0062482,welcome to hard times,1967,1302.0,5.9,,,,,4,2,103 min,0,0
tt0062490,who's minding the mint?,1967,876.0,7.2,,,,,4,1,97 min,0,0
tt0063803,who's that knocking at my door,1967,6887.0,6.7,6.3,6.8,,,4,2,90 min,0,1.0
tt0062502,woman times seven,1967,972.0,6.2,,,,,4,2,99 min,0,0
tt0062512,you only live twice,1967,90506.0,6.9,6.1,7.3,,,4,3,117 min,2.0,2.0
tt0061328,accident,1967,3005.0,6.9,,8.2,,0.02,4,1,105 min,5.0,6.0
tt0061334,africa texas style,1967,173.0,5.7,,,,,4,2,109 min,0,0
tt0061387,battle beneath the earth,1967,590.0,4.7,,,,,4,2,91 min,0,0
tt0061391,bedazzled,1967,7922.0,6.9,,8.2,,,4,3,103 min,0,0
tt0061398,berserk!,1967,1531.0,5.2,,,,,4,3,96 min,0,0
tt0061405,billion dollar brain,1967,4293.0,6.0,,5.0,,,4,2,111 min,0,0
tt0061414,the bobo,1967,628.0,5.6,,,,,4,2,105 min,0,0
tt0061450,carry on doctor,1967,3073.0,6.5,,,,,4,1,94 min,0,0
tt0062787,a challenge for robin hood,1967,437.0,5.6,,,,,4,1,85 min,0,0
tt0061523,a countess from hong kong,1967,4900.0,6.1,,5.0,,,4,2,120 min,0,1.0
tt0195619,cuckoo patrol,1967,37.0,3.8,,,,,4,2,76 min,0,0
tt0062860,danger route,1967,149.0,5.7,,,,,4,3,92 min,0,0
tt0061553,the day the fish came out,1967,436.0,5.3,,,,,4,2,109 min,0,0
tt0060288,deadlier than the male,1967,1158.0,6.4,,,,,4,5,98 min,0,0
tt0062898,doctor faustus,1967,832.0,5.7,,1.0,,,4,3,93 min,0,0
tt0061594,the double man,1967,836.0,5.9,,,,,4,2,105 min,0,0
tt0061648,far from the madding crowd,1967,4875.0,7.2,5.5,7.2,,,4,3,168 min,3.0,6.0
tt0061653,fathom,1967,1228.0,5.8,,3.3,,,4,2,99 min,0,0
tt0061670,five golden dragons,1967,199.0,5.0,,,,,4,2,93 min,0,0
tt0061680,follow that camel,1967,1949.0,6.1,,,,,4,3,95 min,0,0
tt0061683,frankenstein created woman,1967,3919.0,6.6,,6.7,,,4,2,92 min,0,0
tt0061742,half a sixpence,1967,466.0,6.5,,2.9,,,4,1,143 min,0,0
tt0060499,hell is empty,1967,14.0,7.4,,,,,4,2,109 min,0,0
tt0061789,how i won the war,1967,2100.0,5.7,,5.0,,,4,2,109 min,0,0
tt0061826,it!,1967,923.0,5.6,,,,,4,2,96 min,0,0
tt0060566,the jokers,1967,663.0,7.5,,,,,4,2,94 min,0,0
tt0222089,just like a woman,1967,23.0,5.7,,,,,4,1,89 min,0,0
tt0061894,the last safari,1967,173.0,5.5,,,,,4,1,110 min,0,0
tt0061916,the long duel,1967,488.0,5.9,,,,,4,3,115 min,0,0
tt0061938,the magnificent two,1967,305.0,5.2,,,,,4,1,100 min,0,0
tt0061948,the man outside,1967,51.0,6.5,,,,,4,1,97 min,0,0
tt0060668,marat/sade,1967,2107.0,7.6,,,,,4,3,116 min,2.0,0
tt0061956,maroc 7,1967,167.0,4.9,,,,,4,3,91 min,0,0
tt0061973,the mikado,1967,65.0,7.1,,,,,4,1,122 min,0,0
tt0060705,mister ten per cent,1967,31.0,5.1,,,,,4,1,84 min,0,0
tt0062006,the mummy's shroud,1967,1583.0,5.5,,,,,4,1,90 min,0,0
tt0062029,the naked runner,1967,324.0,6.0,,,,,4,2,101 min,0,0
tt0062038,the night of the generals,1967,6673.0,7.3,,5.0,,,4,5,148 min,1.0,0
tt0062089,our mother's house,1967,1427.0,7.5,,,,,4,2,104 min,0,1.0
tt0062112,the penthouse,1967,142.0,6.2,,,,,4,2,96 min,0,0
tt0062133,the plank,1967,1080.0,6.8,,,,,4,1,45 min,0,0
tt0062141,poor cow,1967,1084.0,6.9,,5.3,,,4,1,101 min,1.0,0
tt0062155,privilege,1967,990.0,6.9,,5.0,,,4,4,103 min,0,0
tt0062168,quatermass and the pit,1967,8702.0,7.0,,8.6,,,4,4,97 min,0,0
tt0307379,ride of the valkyrie,1967,8.0,6.8,,,,,3,2,15 min,0,0
tt0062207,robbery,1967,958.0,6.9,,8.0,,,4,3,110 min,1.0,0
tt0062225,the sailor from gibraltar,1967,246.0,6.9,,,,,4,2,91 min,0,0
tt0062266,the shuttered room,1967,1470.0,6.4,,,,,4,1,99 min,0,0
tt0189095,the sky bike,1967,21.0,6.0,,,,,4,2,62 min,0,0
tt0062281,smashing time,1967,331.0,6.5,,10.0,,,4,2,96 min,0,0
tt0062287,some may live,1967,14.0,5.7,,,,,4,3,89 min,0,0
tt0062292,the sorcerers,1967,1539.0,6.3,,10.0,,,4,2,86 min,0,0
tt0062355,the terrornauts,1967,294.0,5.0,,,,,4,1,75 min,0,0
tt0062360,they came from beyond space,1967,1202.0,4.5,,,,,4,2,85 min,0,0
tt0062376,"to sir, with love",1967,14652.0,7.7,5.5,8.9,,,4,1,105 min,1.0,2.0
tt0062384,torture garden,1967,2061.0,6.2,,,,,4,2,93 min,0,0
tt0062407,two for the road,1967,11185.0,7.5,7.8,8.3,,,4,3,111 min,4.0,4.0
tt0062534,two weeks in september,1967,204.0,5.4,,,,,4,2,96 min,0,0
tt0062414,ulysses,1967,736.0,6.6,,10.0,,,4,1,123 min,1.0,6.0
tt0063764,the vengeance of fu manchu,1967,633.0,5.3,,,,,4,3,91 min,0,0
tt0062443,the viking queen,1967,764.0,5.1,,,,,4,1,91 min,0,0
tt0061180,the whisperers,1967,838.0,7.2,,,,,4,2,105 min,9.0,3.0
tt0063820,the winter's tale,1967,22.0,5.1,,,,,4,1,150 min,0,0
tt0062626,5 card stud,1968,3172.0,6.5,,,,,4,3,103 min,0,0
tt0062622,2001 a space odyssey,1968,563214.0,8.3,8.2,9.3,,0.14,4,2,149 min,15.0,10.0
tt0062673,anzio,1968,2802.0,6.0,,6.7,,,4,3,117 min,0,0
tt0062676,arizona bushwhackers,1968,213.0,5.0,,,,,4,2,87 min,0,0
tt0062684,assignment to kill,1968,250.0,6.1,,,,,4,2,102 min,0,0
tt0064048,the astro-zombies,1968,1980.0,3.3,,,,,4,2,92 min,0,0
tt0062704,the bamboo saucer,1968,334.0,5.6,,,,,4,1,103 min,0,0
tt0062708,bandolero!,1968,3949.0,6.6,,2.0,,,4,5,106 min,0,0
tt0062731,the biggest bundle of them all,1968,413.0,5.3,,,,,4,2,105 min,0,0
tt0062737,blackbeard's ghost,1968,4698.0,6.9,7.1,8.2,,,4,3,106 min,0,0
tt0062755,the boston strangler,1968,7408.0,7.1,,8.6,,,4,5,116 min,0,2.0
tt0062760,the brotherhood,1968,703.0,6.0,,7.5,,,4,2,96 min,0,1.0
tt0062765,bullitt,1968,56867.0,7.4,8.3,9.7,,,4,3,114 min,6.0,9.0
tt0062768,bye bye braverman,1968,390.0,5.8,,4.3,,,4,2,94 min,0,0
tt0062776,candy,1968,2508.0,5.4,,5.0,,,4,3,115 min,0,0
